t,icp_pos_err_mm
42.751000,3.4706
42.776000,3.4732
42.801000,2.8420
42.826000,3.9238
42.851000,4.4442
42.876000,4.0098
42.901000,3.4211
42.926000,4.8287
42.951000,3.6245
42.976000,9.7410
43.001000,5.3150
43.026000,3.2756
43.051000,7.6649
43.076000,2.7419
43.101000,4.9723
43.126000,6.1825
43.201000,3.0523
43.226000,6.4424
43.251000,3.3272
43.301000,2.2223
43.326000,4.0169
43.351000,4.5920
43.376000,6.0047
43.401000,0.7877
43.426000,4.6483
43.451000,7.1930
43.476000,4.4804
43.526000,7.2826
43.551000,4.4886
43.576000,4.1473
43.601000,7.4018
43.626000,3.6958
43.651000,4.4326
43.676000,6.1116
43.701000,3.2174
43.726000,5.8255
43.751000,3.4256
43.776000,3.7064
43.801000,3.8171
43.826000,4.0395
43.851000,3.3561
43.876000,0.7332
43.901000,4.8880
43.926000,4.0434
43.951000,4.2856
43.976000,2.8209
44.001000,1.7272
44.026000,3.5788
44.051000,6.5145
44.076000,3.3749
44.101000,1.8401
44.126000,3.5566
44.151000,0.6542
44.176000,2.5289
44.201000,1.0948
44.226000,5.6242
44.251000,3.6073
44.276000,0.6193
44.301000,1.7471
44.326000,4.5140
44.351000,5.2854
44.376000,3.6716
44.401000,5.0424
44.426000,2.6831
44.451000,4.4648
44.476000,7.2100
44.501000,1.8190
44.526000,6.4085
44.551000,5.0367
44.601000,3.4813
44.626000,12.8470
44.651000,4.3744
44.676000,4.9505
44.701000,7.9994
44.726000,5.5184
44.751000,6.6470
44.776000,17.0018
44.801000,5.9559
44.826000,6.1509
44.851000,6.7000
44.876000,3.7569
44.901000,5.9657
44.926000,6.8075
44.951000,8.2589
44.976000,2.5816
45.001000,5.2298
45.026000,6.6181
45.051000,5.4566
45.076000,7.3039
45.101000,3.8800
45.126000,10.5624
45.151000,10.0732
45.176000,7.4047
45.201000,4.0110
45.226000,9.0461
45.251000,15.2731
45.276000,14.7538
45.301000,9.5721
45.326000,11.3542
45.351000,11.4940
45.376000,8.6450
45.401000,14.7542
45.426000,11.2706
45.451000,12.1311
45.476000,8.9593
45.501000,10.3928
45.526000,3.5877
45.551000,3.6018
45.576000,7.1731
45.601000,5.8849
45.626000,3.5748
45.651000,1.7797
45.676000,4.8671
45.701000,6.0047
45.726000,5.7065
45.751000,5.2499
45.826000,7.7366
45.851000,7.8206
45.876000,5.4735
45.901000,6.5701
45.926000,2.3873
45.951000,5.1285
46.001000,5.2591
46.026000,11.1463
46.051000,6.2737
46.076000,5.8573
46.101000,5.8123
46.126000,4.4011
46.151000,6.2763
46.176000,5.5910
46.201000,5.4395
46.226000,1.9826
46.251000,5.1741
46.276000,7.7864
46.301000,4.2671
46.326000,3.9724
46.351000,6.7561
46.376000,5.5994
46.401000,5.2550
46.426000,3.6735
46.451000,3.9648
46.501000,1.8966
46.526000,5.9717
46.551000,5.0670
46.576000,5.7175
46.601000,9.1564
46.626000,5.8496
46.651000,7.4063
46.676000,4.3486
46.726000,8.0187
46.751000,5.9010
46.776000,9.3289
46.801000,8.1423
46.826000,6.1085
46.851000,9.1615
46.901000,8.1114
46.926000,5.7359
46.951000,6.8512
46.976000,5.8579
47.001000,8.1228
47.026000,5.6144
47.051000,9.1825
47.076000,4.6151
47.126000,5.9316
47.151000,6.2634
47.176000,1.3120
47.201000,5.1601
47.226000,7.3345
47.276000,6.7931
47.326000,6.4380
47.376000,4.5747
47.401000,7.3929
47.426000,4.5197
47.451000,11.2961
47.476000,7.4379
47.501000,9.4087
47.526000,11.6164
47.551000,10.3671
47.576000,6.7065
47.601000,6.2677
47.626000,8.0965
47.651000,11.6657
47.676000,13.6820
47.701000,12.3529
47.726000,12.5445
47.751000,11.5964
47.776000,13.1408
47.801000,10.4821
47.826000,12.3342
47.851000,11.8689
47.901000,9.1621
47.926000,11.8289
47.951000,15.2502
47.976000,8.5180
48.001000,11.2750
48.026000,24.6837
48.051000,8.7774
48.076000,12.1220
48.101000,11.3241
48.126000,10.4683
48.151000,6.3415
48.176000,12.9622
48.201000,12.1277
48.226000,7.3019
48.251000,12.2395
48.276000,14.1561
48.301000,7.9661
48.326000,5.5285
48.351000,10.5016
48.376000,8.4017
48.401000,9.7981
48.426000,9.1339
48.451000,12.7963
48.476000,11.4376
48.501000,7.3194
48.526000,7.3309
48.551000,9.1859
48.576000,7.2346
48.601000,9.9307
48.626000,5.0115
48.651000,9.1542
48.676000,5.8536
48.701000,8.9686
48.726000,9.1151
48.751000,5.5068
48.776000,8.6875
48.801000,11.2000
48.851000,9.1317
48.876000,14.4734
48.901000,13.4294
48.926000,14.5257
48.951000,13.6082
48.976000,7.9060
49.001000,10.5993
49.051000,12.5086
49.076000,6.7690
49.101000,2.2077
49.126000,6.6819
49.151000,8.9905
49.176000,5.8077
49.201000,9.0726
49.226000,7.5395
49.251000,4.4196
49.276000,6.0196
49.301000,11.3447
49.326000,11.8518
49.351000,9.9351
49.376000,10.6255
49.401000,10.4183
49.426000,10.3365
49.451000,8.1738
49.476000,5.2160
49.501000,8.4300
49.551000,8.8493
49.576000,11.5323
49.601000,9.4414
49.626000,10.6506
49.651000,9.0134
49.676000,6.9072
49.701000,12.7092
49.726000,8.1562
49.751000,9.2898
49.776000,7.0558
49.801000,9.8612
49.826000,4.9758
49.851000,10.0036
49.876000,4.8543
49.901000,9.6968
49.926000,10.2976
49.951000,11.5661
49.976000,8.6266
50.001000,8.1734
50.026000,9.8223
50.076000,6.2619
50.126000,7.7337
50.151000,2.9549
50.176000,8.5054
50.201000,8.3130
50.226000,10.0161
50.251000,9.7233
50.276000,9.1297
50.301000,8.7126
50.326000,7.5982
50.351000,9.0755
50.376000,6.4298
50.401000,7.5478
50.426000,8.4197
50.451000,6.4710
50.476000,5.2150
50.501000,10.5969
50.526000,9.8219
50.551000,7.8257
50.576000,8.0588
50.601000,10.3390
50.626000,6.4077
50.676000,5.5299
50.701000,4.4344
50.726000,7.0622
50.751000,8.4317
50.776000,7.3439
50.801000,5.7964
50.826000,5.2712
50.851000,5.7225
50.876000,9.8562
50.926000,6.9435
51.001000,4.1208
51.026000,6.7260
51.051000,6.0816
51.076000,4.5789
51.101000,3.3660
51.151000,6.0531
51.201000,4.3053
51.226000,2.9805
51.301000,3.9126
51.326000,1.6640
51.351000,2.3366
51.376000,1.6381
51.401000,4.3623
51.426000,1.9364
51.451000,2.5652
51.476000,1.7920
51.501000,5.1415
51.526000,2.8988
51.551000,2.1189
51.576000,4.3616
51.601000,3.3316
51.626000,6.4761
51.651000,4.6220
51.676000,5.1984
51.701000,2.8452
51.726000,3.0527
51.751000,5.9282
51.776000,3.1902
51.801000,4.6519
51.826000,2.3135
51.851000,3.4965
51.876000,4.5709
51.901000,2.3316
51.926000,4.1314
51.951000,1.8156
51.976000,3.8771
52.001000,6.9124
52.026000,3.9737
52.051000,2.7916
52.076000,4.7704
52.101000,4.7738
52.126000,5.1750
52.151000,3.5545
52.176000,4.0353
52.201000,1.1195
52.226000,6.5088
52.251000,2.2283
52.276000,4.6703
52.301000,5.1658
52.351000,1.5859
52.376000,2.8100
52.401000,4.4499
52.426000,2.7487
52.451000,5.7770
52.476000,3.5856
52.501000,3.5234
52.526000,3.2950
52.551000,3.7833
52.576000,3.0446
52.601000,2.9271
52.626000,5.1451
52.651000,3.1595
52.676000,3.2371
52.701000,3.6820
52.726000,0.6981
52.751000,1.2246
52.776000,4.2111
52.801000,0.5292
52.826000,2.5576
52.851000,4.3768
52.876000,3.4004
52.901000,2.7290
52.926000,2.4577
52.951000,5.1212
52.976000,1.3694
53.001000,5.4674
53.026000,2.8748
53.051000,2.7807
53.076000,4.2927
53.101000,2.9948
53.126000,6.6042
53.151000,4.6920
53.176000,5.8273
53.201000,2.5619
53.226000,2.8924
53.251000,1.8062
53.276000,5.1533
53.301000,0.7128
53.326000,4.7956
53.351000,4.8932
53.376000,2.8081
53.401000,1.8995
53.426000,0.9585
53.451000,4.3246
53.476000,10.6356
53.501000,2.3870
53.526000,2.3763
53.551000,1.5729
53.576000,1.1621
53.601000,3.6707
53.626000,8.5341
53.651000,1.5348
53.676000,2.3437
53.701000,2.0504
53.726000,5.0884
53.751000,2.4545
53.776000,15.2598
53.801000,6.8045
53.826000,1.7493
53.851000,3.0926
53.876000,0.2866
53.901000,2.8703
53.926000,4.0162
53.951000,4.1859
53.976000,5.9865
54.001000,5.5023
54.026000,6.5834
54.051000,3.6493
54.076000,6.8393
54.101000,2.7758
54.126000,7.5895
54.151000,10.7462
54.176000,4.5997
54.201000,6.0885
54.226000,5.8572
54.251000,5.4632
54.276000,7.9571
54.301000,7.3978
54.326000,7.0269
54.351000,5.3038
54.376000,6.0284
54.401000,5.2024
54.426000,5.0244
54.451000,10.9795
54.476000,9.5163
54.501000,7.5903
54.526000,5.1403
54.551000,11.3890
54.576000,10.4669
54.601000,6.7424
54.626000,9.4762
54.651000,9.4419
54.676000,8.9059
54.701000,8.4598
54.726000,8.2477
54.751000,13.5562
54.776000,5.7736
54.801000,8.9558
54.826000,9.9660
54.851000,8.8760
54.876000,8.8021
54.901000,7.9213
54.926000,5.8440
54.951000,6.4992
54.976000,8.9804
55.001000,10.6587
55.026000,5.1695
55.051000,7.0477
55.076000,5.6934
55.101000,8.5588
55.126000,10.2136
55.151000,5.6402
55.176000,9.5984
55.201000,7.2742
55.226000,12.2392
55.251000,11.3972
55.276000,11.5442
55.301000,11.1887
55.326000,8.7800
55.351000,7.9367
55.376000,9.5355
55.401000,10.4983
55.426000,6.8255
55.451000,9.9327
55.476000,11.9122
55.501000,11.3243
55.526000,9.2061
55.551000,9.8843
55.576000,16.1854
55.601000,7.0490
55.626000,5.9082
55.651000,4.9201
55.676000,6.7090
55.701000,7.3694
55.726000,6.1313
55.751000,6.9364
55.776000,9.8984
55.801000,12.5381
55.826000,9.3961
55.851000,7.6711
55.876000,7.7308
55.901000,6.6991
55.926000,12.3873
55.951000,7.8212
55.976000,9.2924
56.026000,8.4310
56.051000,4.5339
56.076000,8.2188
56.101000,12.6472
56.126000,13.5850
56.151000,10.2537
56.176000,6.2951
56.201000,11.9708
56.226000,11.2289
56.251000,12.7684
56.276000,13.9075
56.301000,8.7671
56.326000,9.9156
56.351000,9.6608
56.376000,6.4672
56.426000,7.5221
56.451000,5.2067
56.501000,8.4161
56.526000,10.3048
56.551000,11.7483
56.576000,13.6031
56.601000,6.7682
56.626000,8.6048
56.651000,5.3320
56.676000,8.6229
56.701000,7.9802
56.726000,8.1108
56.751000,8.0543
56.776000,8.2109
56.801000,10.0668
56.826000,7.0456
56.851000,7.2923
56.876000,7.1222
56.901000,10.4142
56.926000,14.0520
56.951000,12.9497
56.976000,11.6074
57.001000,9.3693
57.026000,11.4675
57.051000,4.0374
57.076000,9.4736
57.101000,9.8468
57.151000,13.3625
57.176000,11.7343
57.201000,14.2720
57.226000,12.0970
57.276000,7.1775
57.301000,10.8477
57.326000,10.8746
57.351000,6.9346
57.376000,10.8847
57.401000,4.4562
57.426000,8.8737
57.451000,14.9751
57.476000,10.5861
57.501000,12.6485
57.526000,13.3663
57.576000,10.2024
57.626000,10.1013
57.651000,10.4050
57.676000,9.3336
57.701000,6.5514
57.726000,10.0681
57.751000,6.3694
57.776000,8.5822
57.801000,9.9899
57.826000,7.6623
57.851000,7.9598
57.876000,11.6439
57.901000,8.0382
57.926000,9.6558
57.951000,8.8365
57.976000,6.9304
58.001000,4.1164
58.026000,8.5653
58.051000,8.0945
58.076000,5.5634
58.101000,6.4503
58.126000,9.6636
58.151000,7.9210
58.176000,9.1566
58.201000,8.6715
58.226000,8.3074
58.251000,9.1386
58.276000,5.7772
58.301000,6.5489
58.326000,11.9195
58.351000,7.7027
58.376000,8.2860
58.401000,9.5734
58.426000,10.4146
58.451000,3.6732
58.476000,5.1541
58.501000,3.3313
58.526000,6.9563
58.551000,3.3582
58.576000,8.6849
58.601000,9.2864
58.626000,6.0246
58.651000,7.6436
58.676000,5.8260
58.701000,5.1182
58.726000,6.7450
58.751000,8.0992
58.776000,4.5022
58.826000,9.0468
58.851000,3.2112
58.876000,7.5876
58.901000,6.5038
58.926000,7.1253
58.951000,5.5340
58.976000,7.7486
59.001000,5.6479
59.026000,6.4336
59.051000,4.0020
59.076000,4.6120
59.101000,4.2323
59.126000,1.8349
59.151000,5.3497
59.176000,5.3216
59.201000,1.1332
59.226000,2.7192
59.251000,4.0891
59.276000,2.8510
59.301000,4.1659
59.326000,4.8251
59.351000,5.0872
59.376000,3.4283
59.401000,3.2421
59.426000,2.8225
59.451000,6.2604
59.476000,6.3349
59.501000,4.8798
59.526000,5.3828
59.551000,4.5523
59.576000,5.5905
59.601000,2.7226
59.626000,5.5039
59.651000,4.1475
59.676000,4.9682
59.701000,2.7679
59.751000,2.8811
59.776000,3.4675
59.801000,3.5517
59.826000,4.8720
59.851000,4.6835
59.876000,2.5705
59.901000,3.4891
59.926000,5.0063
59.951000,3.4454
59.976000,2.2771
60.001000,4.5017
60.026000,6.6693
60.051000,5.2011
60.076000,8.4925
60.101000,3.1040
60.126000,3.8441
60.151000,3.0338
60.176000,7.8396
60.201000,4.5304
60.226000,3.4061
60.251000,3.8650
60.276000,5.7408
60.301000,3.0204
60.326000,3.2336
60.351000,3.1870
60.376000,3.7497
60.401000,4.1670
60.426000,2.7431
60.451000,2.9426
60.476000,3.8834
60.501000,5.9335
60.526000,2.8011
60.551000,5.8335
60.576000,2.7112
60.601000,4.3451
60.626000,1.7122
60.651000,4.4021
60.701000,2.4997
60.726000,2.9966
60.751000,3.7203
60.776000,2.5692
60.826000,7.6496
60.876000,4.3568
60.926000,6.6682
60.951000,5.1862
60.976000,4.7123
61.001000,1.9667
61.026000,3.0344
61.051000,6.2102
61.076000,3.8490
61.101000,5.2830
61.126000,4.0701
61.151000,6.6434
61.176000,4.9763
61.201000,5.9608
61.251000,2.8196
61.276000,3.1141
61.301000,4.9553
61.326000,3.7311
61.351000,3.3354
61.376000,17.6006
61.401000,2.4714
61.426000,2.7484
61.451000,14.7357
61.476000,15.4151
61.501000,10.5130
61.526000,12.9555
61.551000,18.9125
61.576000,13.6815
61.601000,15.7562
61.626000,12.6895
61.651000,14.2885
61.676000,11.6279
61.701000,12.1951
61.726000,14.6505
61.751000,12.1498
61.776000,12.6306
61.826000,12.0285
61.851000,13.0795
61.876000,9.8886
61.901000,8.3276
61.926000,8.0062
61.951000,7.1813
61.976000,7.6009
62.001000,5.5840
62.026000,4.8716
62.051000,3.4472
62.076000,6.5399
62.101000,7.7521
62.126000,8.3135
62.151000,5.9071
62.176000,7.3405
62.201000,7.5312
62.226000,4.1167
62.251000,3.6737
62.276000,6.7040
62.301000,2.3783
62.326000,6.9936
62.351000,6.5058
62.376000,6.7959
62.401000,9.3389
62.426000,6.0065
62.451000,9.1609
62.476000,7.9737
62.501000,6.7403
62.526000,5.6251
62.551000,7.5289
62.576000,7.1152
62.601000,4.9030
62.626000,7.3881
62.651000,9.4720
62.676000,5.2575
62.701000,6.0527
62.726000,6.1680
62.751000,3.9569
62.776000,5.6401
62.801000,5.2473
62.826000,7.2919
62.851000,2.3596
62.876000,8.0420
62.901000,11.5994
62.926000,5.7641
62.951000,7.3155
62.976000,6.6299
63.001000,2.3257
63.026000,3.8557
63.051000,6.3216
63.076000,5.2112
63.101000,10.2015
63.126000,6.8848
63.151000,6.0294
63.176000,5.3416
63.226000,6.3159
63.251000,4.3849
63.276000,6.5281
63.301000,5.4368
63.351000,5.2892
63.426000,7.6002
63.451000,4.2107
63.476000,6.3429
63.501000,10.1585
63.526000,5.3895
63.551000,5.3394
