t,along_track_mm,cross_track_mm,speed_mps
9.737000,2.4885,-3.2140,0.0003
9.738000,2.4834,-3.2182,0.0003
9.739000,2.4677,-3.2306,0.0003
9.740000,2.4228,-3.2646,0.0003
9.741000,2.3977,-3.2833,0.0003
9.742000,2.3626,-3.3089,0.0003
9.743000,2.3046,-3.3497,0.0003
9.744000,2.2314,-3.3992,0.0003
9.745000,2.1406,-3.4573,0.0003
9.746000,2.0641,-3.5037,0.0003
9.747000,1.9982,-3.5418,0.0003
9.748000,1.9880,-3.5478,0.0003
9.749000,1.9488,-3.5696,0.0003
9.750000,1.9089,-3.5913,0.0003
9.751000,1.9027,-3.5947,0.0003
9.752000,1.9029,-3.5948,0.0003
9.753000,1.9285,-3.5813,0.0003
9.754000,1.9338,-3.5786,0.0003
9.755000,1.9513,-3.5693,0.0003
9.756000,1.9567,-3.5666,0.0004
9.757000,1.9541,-3.5682,0.0004
9.758000,1.9480,-3.5717,0.0004
9.759000,1.9128,-3.5909,0.0004
9.760000,1.8741,-3.6114,0.0004
9.761000,1.8499,-3.6241,0.0004
9.762000,1.8343,-3.6322,0.0004
9.763000,1.7917,-3.6535,0.0004
9.764000,1.7226,-3.6868,0.0004
9.764000,-1.8863,-3.2943,0.0004
9.765000,-1.9097,-3.2805,0.0004
9.766000,-1.9121,-3.2789,0.0004
9.767000,-1.9187,-3.2748,0.0004
9.768000,-1.9125,-3.2782,0.0004
9.769000,-1.9109,-3.2789,0.0004
9.770000,-1.9042,-3.2826,0.0004
9.771000,-1.8992,-3.2852,0.0004
9.772000,-1.8875,-3.2917,0.0004
9.773000,-1.8690,-3.3020,0.0004
9.774000,-1.8520,-3.3113,0.0004
9.775000,-1.8306,-3.3229,0.0004
9.776000,-1.8048,-3.3368,0.0004
9.777000,-1.7935,-3.3426,0.0004
9.778000,-1.7782,-3.3506,0.0004
9.779000,-1.7653,-3.3572,0.0004
9.779000,-2.0794,-3.1326,0.0004
9.780000,-2.0403,-3.1580,0.0004
9.781000,-1.9970,-3.1853,0.0004
9.782000,-1.9626,-3.2063,0.0004
9.783000,-1.9304,-3.2256,0.0004
9.784000,-1.8931,-3.2473,0.0004
9.785000,-1.8482,-3.2729,0.0004
9.786000,-1.8023,-3.2981,0.0004
9.787000,-1.7581,-3.3217,0.0004
9.788000,-1.7076,-3.3477,0.0004
9.789000,-1.6755,-3.3636,0.0004
9.790000,-1.6230,-3.3891,0.0004
9.791000,-1.5702,-3.4136,0.0004
9.792000,-1.5215,-3.4355,0.0004
9.793000,-1.4923,-3.4481,0.0004
9.794000,-1.4782,-3.4539,0.0004
9.795000,-1.4653,-3.4592,0.0004
9.796000,-1.4550,-3.4634,0.0004
9.797000,-1.4573,-3.4623,0.0004
9.798000,-1.4419,-3.4685,0.0004
9.799000,-1.4222,-3.4765,0.0004
9.800000,-1.4138,-3.4797,0.0004
9.801000,-1.4176,-3.4780,0.0004
9.802000,-1.4251,-3.4747,0.0004
9.803000,-1.4239,-3.4751,0.0004
9.804000,-1.3980,-3.4854,0.0004
9.805000,-1.3781,-3.4931,0.0004
9.806000,-1.3455,-3.5057,0.0004
9.807000,-1.3272,-3.5125,0.0004
9.808000,-1.3263,-3.5126,0.0004
9.809000,-1.2994,-3.5225,0.0004
9.810000,-1.2470,-3.5412,0.0004
9.811000,-1.2029,-3.5563,0.0005
9.812000,-1.1610,-3.5700,0.0005
9.813000,-1.1286,-3.5802,0.0005
9.814000,-1.1071,-3.5868,0.0005
9.815000,-1.1138,-3.5846,0.0005
9.816000,-1.1082,-3.5862,0.0005
9.817000,-1.0879,-3.5923,0.0005
9.818000,-1.0780,-3.5951,0.0005
9.818000,-1.1093,-3.6001,0.0005
9.819000,-1.1090,-3.6000,0.0005
9.820000,-1.1315,-3.5929,0.0005
9.821000,-1.1242,-3.5950,0.0005
9.822000,-1.1140,-3.5980,0.0005
9.823000,-1.0864,-3.6063,0.0005
9.824000,-1.0566,-3.6150,0.0005
9.825000,-1.0293,-3.6227,0.0005
9.826000,-1.0168,-3.6261,0.0005
9.827000,-1.0167,-3.6260,0.0005
9.828000,-1.0174,-3.6257,0.0005
9.829000,-1.0096,-3.6277,0.0005
9.830000,-1.0220,-3.6241,0.0005
9.831000,-1.0509,-3.6156,0.0005
9.832000,-1.0878,-3.6046,0.0005
9.833000,-1.1406,-3.5881,0.0005
9.834000,-1.1870,-3.5728,0.0005
9.835000,-1.2496,-3.5512,0.0005
9.836000,-1.3008,-3.5326,0.0005
9.837000,-1.3334,-3.5202,0.0005
9.838000,-1.3638,-3.5083,0.0006
9.839000,-1.3913,-3.4973,0.0006
9.840000,-1.4218,-3.4848,0.0006
9.841000,-1.4451,-3.4749,0.0006
9.842000,-1.4682,-3.4650,0.0006
9.843000,-1.4934,-3.4540,0.0006
9.844000,-1.5043,-3.4490,0.0006
9.845000,-1.5086,-3.4469,0.0006
9.846000,-1.5233,-3.4401,0.0006
9.847000,-1.5446,-3.4304,0.0006
9.848000,-1.5632,-3.4217,0.0006
9.848000,0.1232,-3.9415,0.0006
9.849000,0.1087,-3.9420,0.0006
9.850000,0.1117,-3.9419,0.0006
9.851000,0.1116,-3.9419,0.0006
9.852000,0.1253,-3.9416,0.0006
9.853000,0.1134,-3.9419,0.0006
9.854000,0.1159,-3.9419,0.0006
9.855000,0.1319,-3.9414,0.0006
9.856000,0.1376,-3.9412,0.0006
9.857000,0.1492,-3.9408,0.0006
9.858000,0.1487,-3.9409,0.0006
9.859000,0.1590,-3.9405,0.0006
9.860000,0.1625,-3.9404,0.0006
9.861000,0.1607,-3.9405,0.0006
9.862000,0.1630,-3.9404,0.0006
9.863000,0.1785,-3.9397,0.0006
9.864000,0.1879,-3.9393,0.0006
9.865000,0.1836,-3.9396,0.0006
9.866000,0.1428,-3.9413,0.0006
9.867000,0.1051,-3.9425,0.0006
9.868000,0.0865,-3.9429,0.0006
9.869000,0.0593,-3.9434,0.0006
9.870000,0.0347,-3.9437,0.0006
9.871000,0.0048,-3.9439,0.0006
9.872000,-0.0163,-3.9439,0.0006
9.873000,-0.0175,-3.9439,0.0006
9.874000,-0.0137,-3.9439,0.0006
9.875000,-0.0120,-3.9439,0.0006
9.876000,-0.0222,-3.9438,0.0006
9.877000,-0.0254,-3.9438,0.0006
9.878000,-0.0299,-3.9438,0.0006
9.879000,-0.0141,-3.9439,0.0006
9.880000,-0.0030,-3.9439,0.0006
9.880000,2.5035,-3.2600,0.0003
9.881000,2.5086,-3.2563,0.0003
9.882000,2.5184,-3.2489,0.0003
9.883000,2.5008,-3.2628,0.0003
9.884000,2.5018,-3.2623,0.0003
9.885000,2.4864,-3.2743,0.0003
9.886000,2.4774,-3.2813,0.0003
9.887000,2.4557,-3.2979,0.0003
9.888000,2.4581,-3.2963,0.0003
9.889000,2.4502,-3.3025,0.0003
9.890000,2.4460,-3.3058,0.0003
9.891000,2.4361,-3.3134,0.0003
9.892000,2.4401,-3.3106,0.0003
9.893000,2.4424,-3.3092,0.0003
9.894000,2.4595,-3.2967,0.0003
9.895000,2.4558,-3.2997,0.0003
9.896000,2.4542,-3.3011,0.0003
9.897000,2.4510,-3.3037,0.0003
9.898000,2.4618,-3.2960,0.0003
9.899000,2.4530,-3.3027,0.0003
9.900000,2.4522,-3.3036,0.0003
9.901000,2.4745,-3.2871,0.0003
9.902000,2.4715,-3.2896,0.0003
9.903000,2.4829,-3.2812,0.0003
9.904000,2.4939,-3.2730,0.0003
9.904000,4.1651,-0.0904,0.0003
9.905000,4.1655,-0.0833,0.0003
9.906000,4.1663,-0.0522,0.0003
9.907000,4.1669,-0.0000,0.0003
9.908000,4.1671,-0.0075,0.0003
9.909000,4.1674,0.0062,0.0003
9.910000,4.1676,-0.0115,0.0003
9.911000,4.1677,-0.0420,0.0003
9.912000,4.1666,-0.1113,0.0002
9.913000,4.1650,-0.1688,0.0002
9.914000,4.1623,-0.2293,0.0002
9.915000,4.1609,-0.2581,0.0002
9.916000,4.1539,-0.3554,0.0002
9.917000,4.1432,-0.4662,0.0002
9.918000,4.1331,-0.5508,0.0002
9.919000,4.1202,-0.6414,0.0002
9.920000,4.1090,-0.7110,0.0002
9.921000,4.0948,-0.7899,0.0002
9.922000,4.0821,-0.8543,0.0002
9.923000,4.0778,-0.8758,0.0002
9.924000,4.0807,-0.8635,0.0002
9.925000,4.0969,-0.7845,0.0002
9.926000,4.1067,-0.7327,0.0002
9.927000,4.1218,-0.6435,0.0002
9.928000,4.1353,-0.5519,0.0002
9.929000,4.1463,-0.4641,0.0002
9.930000,4.1501,-0.4316,0.0002
9.931000,4.1521,-0.4141,0.0002
9.932000,4.1595,-0.3343,0.0002
9.933000,4.1653,-0.2552,0.0002
9.934000,4.1700,-0.1681,0.0002
9.935000,4.1725,-0.0928,0.0002
9.936000,4.1737,-0.0297,0.0002
9.937000,4.1738,0.0386,0.0002
9.938000,4.1739,0.0521,0.0002
9.939000,4.1744,0.0194,0.0002
9.940000,4.1746,-0.0013,0.0002
9.947000,4.1758,-0.0407,0.0002
9.948000,4.1758,-0.0571,0.0002
9.949000,4.1737,-0.1467,0.0002
9.950000,4.1665,-0.2893,0.0002
9.951000,4.1517,-0.4564,0.0002
9.952000,4.1408,-0.5474,0.0002
9.953000,4.1313,-0.6160,0.0002
9.954000,4.1129,-0.7299,0.0002
9.955000,4.0891,-0.8541,0.0002
9.956000,4.0872,-0.8639,0.0002
9.957000,4.0773,-0.9102,0.0002
9.958000,4.0662,-0.9595,0.0002
9.959000,4.0575,-0.9963,0.0002
9.959000,3.9791,-0.9961,0.0001
9.960000,3.9729,-1.0211,0.0001
9.961000,3.9629,-1.0595,0.0001
9.962000,3.9623,-1.0620,0.0001
9.963000,3.9827,-0.9830,0.0001
9.964000,4.0315,-0.7588,0.0001
9.965000,4.0737,-0.4838,0.0001
9.966000,4.0742,-0.4796,0.0001
9.967000,4.0809,-0.4198,0.0001
9.968000,4.0966,-0.2205,0.0001
9.969000,4.1020,-0.0687,0.0001
9.970000,4.1026,0.0067,0.0001
9.988000,3.5692,2.0250,0.0001
9.991000,3.5128,2.1217,0.0001
9.992000,3.4822,2.1717,0.0001
9.993000,3.4756,2.1824,0.0001
9.994000,3.5237,2.1041,0.0001
9.995000,3.6072,1.9575,0.0001
9.996000,3.6746,1.8281,0.0001
10.008000,-4.1113,0.0949,0.0010
10.032000,-4.0600,0.8088,0.0059
10.033000,-4.0483,0.8711,0.0061
10.034000,-4.0346,0.9373,0.0062
10.035000,-4.0191,1.0054,0.0064
10.036000,-4.0013,1.0771,0.0066
10.037000,-3.9809,1.1524,0.0068
10.038000,-3.9573,1.2328,0.0069
10.039000,-3.9308,1.3159,0.0071
10.040000,-3.9008,1.4031,0.0073
10.040000,-3.8373,1.5692,0.0075
10.041000,-3.8030,1.6517,0.0077
10.042000,-3.7652,1.7371,0.0078
10.043000,-3.7238,1.8249,0.0080
10.044000,-3.6791,1.9139,0.0081
10.045000,-3.6305,2.0048,0.0083
10.046000,-3.5776,2.0981,0.0085
10.047000,-3.5198,2.1938,0.0087
10.048000,-3.4580,2.2901,0.0089
10.049000,-3.3919,2.3871,0.0090
10.050000,-3.3210,2.4848,0.0092
10.051000,-3.2468,2.5799,0.0095
10.051000,-3.2763,2.1307,0.0103
10.052000,-3.2134,2.2216,0.0105
10.053000,-3.1463,2.3130,0.0108
10.054000,-3.0750,2.4045,0.0110
10.055000,-2.9998,2.4952,0.0112
10.056000,-2.9204,2.5855,0.0114
10.057000,-2.8365,2.6752,0.0117
10.058000,-2.7484,2.7636,0.0119
10.059000,-2.6568,2.8500,0.0122
10.060000,-2.5611,2.9348,0.0125
10.061000,-2.4650,3.0122,0.0128
10.062000,-2.3658,3.0872,0.0132
10.063000,-2.2644,3.1590,0.0135
10.064000,-2.1613,3.2273,0.0139
10.065000,-2.0563,3.2924,0.0143
10.066000,-1.9500,3.3540,0.0147
10.067000,-1.8435,3.4115,0.0152
10.068000,-1.7370,3.4649,0.0157
10.069000,-1.6298,3.5148,0.0162
10.080000,-0.5942,3.7969,0.0238
10.081000,-0.5206,3.8017,0.0247
10.085000,-0.0585,4.0488,0.0320
10.102000,0.6419,3.9609,0.0556
10.103000,0.6657,3.9514,0.0574
10.104000,0.6899,3.9425,0.0591
10.115000,0.9024,3.8525,0.0813
10.116000,0.9168,3.8450,0.0836
10.117000,0.9327,3.8380,0.0860
10.118000,0.9502,3.8317,0.0883
10.119000,0.9692,3.8259,0.0907
10.120000,0.9902,3.8205,0.0932
10.121000,0.9858,3.8106,0.0957
10.122000,0.9833,3.8013,0.0983
10.123000,0.9827,3.7927,0.1009
10.138000,1.0016,3.6960,0.1456
10.139000,1.0098,3.6917,0.1490
10.140000,1.0211,3.6880,0.1524
10.141000,0.9981,3.6800,0.1559
10.142000,0.9784,3.6726,0.1594
10.142000,1.2575,3.8367,0.1637
10.163000,1.5123,3.6884,0.2554
10.164000,1.4990,3.6841,0.2600
10.165000,1.4900,3.6802,0.2646
10.166000,1.4855,3.6767,0.2692
10.167000,1.4854,3.6736,0.2737
10.168000,1.4898,3.6709,0.2783
10.169000,1.4987,3.6686,0.2829
10.170000,1.5124,3.6665,0.2875
10.171000,1.4848,3.6605,0.2921
10.172000,1.4619,3.6549,0.2967
10.173000,1.4436,3.6496,0.3013
10.174000,1.4299,3.6449,0.3059
10.175000,1.4208,3.6405,0.3104
10.176000,1.4162,3.6366,0.3150
10.177000,1.4161,3.6332,0.3196
10.178000,1.4206,3.6302,0.3242
10.179000,1.4295,3.6276,0.3288
10.180000,1.4429,3.6254,0.3333
10.181000,1.4155,3.6193,0.3379
10.182000,1.3924,3.6138,0.3424
10.183000,1.3739,3.6088,0.3470
10.184000,1.3598,3.6042,0.3516
10.185000,1.3501,3.6001,0.3561
10.186000,1.3449,3.5964,0.3607
10.187000,1.3441,3.5932,0.3652
10.188000,1.3477,3.5904,0.3697
10.189000,1.3557,3.5880,0.3743
10.190000,1.3682,3.5859,0.3788
10.191000,1.3402,3.5806,0.3833
10.192000,1.3166,3.5757,0.3878
10.193000,1.2975,3.5712,0.3923
10.194000,1.2827,3.5671,0.3969
10.195000,1.2724,3.5634,0.4014
10.196000,1.2666,3.5601,0.4059
10.197000,1.2651,3.5572,0.4104
10.198000,1.2681,3.5546,0.4149
10.209000,1.1915,3.5193,0.4640
10.210000,1.2028,3.5174,0.4685
10.212000,1.1507,3.5086,0.4773
10.213000,1.1312,3.5047,0.4818
10.214000,1.1161,3.5011,0.4862
10.215000,1.1053,3.4978,0.4906
10.216000,1.0990,3.4948,0.4950
10.217000,1.0970,3.4921,0.4994
10.218000,1.0994,3.4897,0.5038
10.219000,1.1062,3.4876,0.5083
10.220000,1.1173,3.4857,0.5127
10.221000,1.0891,3.4813,0.5171
10.222000,1.0652,3.4772,0.5214
10.223000,1.0456,3.4734,0.5258
10.224000,1.0304,3.4698,0.5302
10.225000,1.0196,3.4666,0.5346
10.226000,1.0132,3.4636,0.5390
10.227000,1.0111,3.4608,0.5433
10.228000,1.0135,3.4584,0.5477
10.229000,1.0202,3.4562,0.5520
10.230000,1.0313,3.4543,0.5564
10.231000,1.0035,3.4495,0.5607
10.232000,0.9801,3.4450,0.5651
10.233000,0.9610,3.4409,0.5694
10.234000,0.9462,3.4370,0.5738
10.235000,0.9357,3.4335,0.5781
10.236000,0.9295,3.4303,0.5824
10.237000,0.9276,3.4274,0.5867
10.238000,0.9300,3.4248,0.5910
10.239000,0.9366,3.4224,0.5954
10.240000,0.9476,3.4204,0.5997
10.241000,0.9200,3.4154,0.6040
10.242000,0.8967,3.4107,0.6083
10.243000,0.8777,3.4064,0.6126
10.244000,0.8630,3.4023,0.6169
10.245000,0.8527,3.3985,0.6211
10.246000,0.8467,3.3950,0.6254
10.247000,0.8449,3.3918,0.6297
10.248000,0.8475,3.3889,0.6340
10.248000,1.3624,3.3208,0.6414
10.249000,1.3766,3.3189,0.6457
10.250000,1.3951,3.3174,0.6500
10.251000,1.3755,3.3128,0.6542
10.252000,1.3600,3.3086,0.6585
10.253000,1.3489,3.3046,0.6627
10.254000,1.3419,3.3010,0.6670
10.255000,1.3392,3.2978,0.6712
10.256000,1.3407,3.2948,0.6755
10.257000,1.3464,3.2922,0.6797
10.258000,1.3563,3.2899,0.6839
10.258000,1.4304,3.3934,0.6835
10.259000,1.4440,3.3921,0.6877
10.260000,1.4619,3.3911,0.6919
10.261000,1.4420,3.3874,0.6961
10.262000,1.4262,3.3841,0.7004
10.263000,1.4147,3.3811,0.7046
10.264000,1.4073,3.3783,0.7088
10.265000,1.4041,3.3759,0.7130
10.266000,1.4051,3.3738,0.7172
10.267000,1.4103,3.3719,0.7214
10.268000,1.4196,3.3703,0.7256
10.269000,1.4331,3.3690,0.7298
10.270000,1.4508,3.3679,0.7339
10.271000,1.4310,3.3645,0.7381
10.272000,1.4153,3.3613,0.7423
10.273000,1.4038,3.3584,0.7465
10.274000,1.3964,3.3558,0.7506
10.275000,1.3932,3.3534,0.7548
10.276000,1.3941,3.3513,0.7590
10.277000,1.3992,3.3494,0.7631
10.278000,1.4084,3.3478,0.7673
10.279000,1.4217,3.3463,0.7714
10.280000,1.4392,3.3452,0.7756
10.281000,1.4196,3.3417,0.7797
10.282000,1.4042,3.3386,0.7838
10.283000,1.3929,3.3356,0.7880
10.284000,1.3857,3.3329,0.7921
10.285000,1.3827,3.3304,0.7962
10.286000,1.3839,3.3282,0.8003
10.287000,1.3892,3.3261,0.8045
10.288000,1.3986,3.3244,0.8086
10.289000,1.4121,3.3228,0.8127
10.290000,1.4297,3.3216,0.8168
10.291000,1.4106,3.3177,0.8209
10.292000,1.3956,3.3142,0.8250
10.293000,1.3847,3.3109,0.8291
10.294000,1.3779,3.3078,0.8331
10.302000,1.3887,3.2875,0.8657
10.303000,1.3780,3.2842,0.8697
10.304000,1.3714,3.2811,0.8738
10.305000,1.3688,3.2782,0.8778
10.306000,1.3703,3.2755,0.8819
10.307000,1.3758,3.2731,0.8859
10.308000,1.3853,3.2710,0.8899
10.309000,1.3988,3.2691,0.8939
10.310000,1.4164,3.2674,0.8980
10.311000,1.3980,3.2634,0.9020
10.312000,1.3836,3.2597,0.9060
10.313000,1.3732,3.2563,0.9100
10.313000,1.0479,3.2846,0.9086
10.314000,1.0401,3.2815,0.9126
10.315000,1.0363,3.2787,0.9166
10.316000,1.0365,3.2760,0.9206
10.317000,1.0407,3.2737,0.9246
10.318000,1.0488,3.2715,0.9286
10.319000,1.0610,3.2696,0.9326
10.320000,1.0771,3.2679,0.9366
10.321000,1.0576,3.2642,0.9405
10.322000,1.0420,3.2608,0.9445
10.323000,1.0304,3.2576,0.9485
10.324000,1.0227,3.2546,0.9525
10.325000,1.0190,3.2519,0.9564
10.326000,1.0193,3.2494,0.9604
10.327000,1.0234,3.2470,0.9643
10.350000,1.0279,3.1892,1.0542
10.351000,1.0092,3.1859,1.0581
10.352000,0.9943,3.1828,1.0619
10.353000,0.9833,3.1798,1.0658
10.354000,0.9762,3.1770,1.0697
10.355000,0.9729,3.1744,1.0735
10.356000,0.9734,3.1718,1.0774
10.357000,0.9778,3.1694,1.0812
10.357000,0.9176,3.2657,1.0806
10.376000,1.0514,3.3999,1.1526
10.378000,1.0629,3.3954,1.1601
10.379000,1.0742,3.3934,1.1639
10.380000,1.0894,3.3915,1.1676
10.381000,1.0709,3.3884,1.1714
10.382000,1.0562,3.3854,1.1751
10.383000,1.0452,3.3825,1.1789
10.384000,1.0380,3.3797,1.1826
10.385000,1.0344,3.3771,1.1863
10.386000,1.0347,3.3746,1.1901
10.387000,1.0386,3.3722,1.1938
10.388000,1.0462,3.3700,1.1975
10.389000,1.0576,3.3678,1.2012
10.390000,1.0726,3.3658,1.2049
10.391000,1.0544,3.3627,1.2087
10.392000,1.0399,3.3597,1.2124
10.393000,1.0291,3.3568,1.2161
10.394000,1.0220,3.3541,1.2198
10.395000,1.0186,3.3514,1.2235
10.396000,1.0189,3.3489,1.2271
10.399000,1.0418,3.3418,1.2382
10.400000,1.0568,3.3397,1.2419
10.401000,1.0389,3.3367,1.2455
10.402000,1.0247,3.3337,1.2492
10.403000,1.0141,3.3309,1.2529
10.404000,1.0072,3.3282,1.2566
10.405000,1.0040,3.3255,1.2602
10.406000,1.0044,3.3230,1.2639
10.435000,1.3397,3.7414,1.3675
10.436000,1.3397,3.7394,1.3711
10.437000,1.3433,3.7374,1.3746
10.438000,1.3504,3.7355,1.3782
10.439000,1.3610,3.7336,1.3817
10.440000,1.3752,3.7318,1.3852
10.441000,1.3578,3.7295,1.3888
10.442000,1.3439,3.7273,1.3923
10.443000,1.3335,3.7251,1.3958
10.444000,1.3267,3.7229,1.3993
10.445000,1.3233,3.7208,1.4029
10.446000,1.3235,3.7187,1.4064
10.447000,1.3272,3.7167,1.4099
10.448000,1.3344,3.7148,1.4134
10.449000,1.3450,3.7129,1.4169
10.450000,1.3592,3.7110,1.4204
10.451000,1.3420,3.7087,1.4239
10.452000,1.3284,3.7065,1.4274
10.453000,1.3182,3.7042,1.4308
10.454000,1.3115,3.7021,1.4343
10.455000,1.3083,3.7000,1.4378
10.456000,1.3086,3.6979,1.4413
10.457000,1.3123,3.6958,1.4448
10.458000,1.3195,3.6938,1.4483
10.459000,1.3302,3.6918,1.4517
10.460000,1.3444,3.6899,1.4552
10.461000,1.3276,3.6877,1.4587
10.462000,1.3142,3.6855,1.4621
10.463000,1.3043,3.6833,1.4656
10.464000,1.2979,3.6812,1.4690
10.465000,1.2949,3.6791,1.4725
10.466000,1.2954,3.6770,1.4759
10.467000,1.2993,3.6750,1.4794
10.468000,1.3066,3.6730,1.4828
10.469000,1.3174,3.6710,1.4862
10.470000,1.3316,3.6690,1.4897
10.471000,1.3151,3.6668,1.4931
10.472000,1.3020,3.6646,1.4965
10.473000,1.2924,3.6624,1.4999
10.474000,1.2862,3.6603,1.5033
10.475000,1.2833,3.6581,1.5068
10.476000,1.2839,3.6561,1.5102
10.477000,1.2879,3.6540,1.5136
10.478000,1.2953,3.6519,1.5170
10.479000,1.3061,3.6499,1.5204
10.480000,1.3203,3.6479,1.5238
10.481000,1.3041,3.6458,1.5272
10.482000,1.2914,3.6437,1.5306
10.483000,1.2820,3.6416,1.5340
10.484000,1.2760,3.6395,1.5374
10.485000,1.2733,3.6374,1.5407
10.486000,1.2741,3.6353,1.5441
10.487000,1.2782,3.6333,1.5475
10.488000,1.2857,3.6312,1.5509
10.489000,1.2966,3.6292,1.5542
10.490000,1.3108,3.6271,1.5576
10.491000,1.2949,3.6250,1.5609
10.492000,1.2824,3.6228,1.5643
10.493000,1.2732,3.6207,1.5676
10.494000,1.2674,3.6186,1.5710
10.495000,1.2650,3.6165,1.5743
10.496000,1.2658,3.6143,1.5777
10.496000,1.5446,3.5334,1.5773
10.497000,1.5484,3.5310,1.5806
10.498000,1.5555,3.5285,1.5839
10.499000,1.5660,3.5261,1.5873
10.500000,1.5798,3.5236,1.5906
10.501000,1.5638,3.5211,1.5939
10.502000,1.5511,3.5186,1.5972
10.503000,1.5418,3.5161,1.6006
10.504000,1.5358,3.5136,1.6039
10.505000,1.5331,3.5111,1.6072
10.506000,1.5337,3.5086,1.6105
10.507000,1.5376,3.5061,1.6138
10.508000,1.5448,3.5036,1.6171
10.509000,1.5553,3.5011,1.6204
10.510000,1.5691,3.4987,1.6237
10.511000,1.5534,3.4961,1.6270
10.512000,1.5410,3.4935,1.6303
10.513000,1.5319,3.4910,1.6336
10.514000,1.5261,3.4884,1.6368
10.515000,1.5235,3.4858,1.6401
10.516000,1.5242,3.4832,1.6434
10.517000,1.5282,3.4806,1.6467
10.518000,1.5355,3.4780,1.6499
10.519000,1.5460,3.4753,1.6532
10.520000,1.5598,3.4727,1.6565
10.521000,1.5444,3.4701,1.6597
10.522000,1.5322,3.4675,1.6630
10.523000,1.5233,3.4648,1.6662
10.524000,1.5177,3.4622,1.6695
10.525000,1.5153,3.4595,1.6727
10.526000,1.5162,3.4569,1.6760
10.527000,1.5203,3.4542,1.6792
10.528000,1.5276,3.4515,1.6824
10.529000,1.5382,3.4488,1.6857
10.530000,1.5519,3.4461,1.6889
10.531000,1.5368,3.4434,1.6921
10.532000,1.5249,3.4407,1.6953
10.533000,1.5162,3.4380,1.6985
10.534000,1.5107,3.4353,1.7018
10.535000,1.5085,3.4325,1.7050
10.536000,1.5094,3.4297,1.7082
10.537000,1.5136,3.4269,1.7114
10.538000,1.5209,3.4241,1.7146
10.539000,1.5315,3.4213,1.7178
10.540000,1.5453,3.4185,1.7210
10.541000,1.5305,3.4158,1.7242
10.542000,1.5188,3.4130,1.7274
10.543000,1.5104,3.4103,1.7306
10.544000,1.5052,3.4075,1.7338
10.544000,1.4794,3.4544,1.7333
10.545000,1.4770,3.4516,1.7365
10.546000,1.4777,3.4488,1.7397
10.571000,1.4850,3.3763,1.8182
10.572000,1.4738,3.3734,1.8213
10.573000,1.4657,3.3705,1.8244
10.574000,1.4607,3.3676,1.8274
10.575000,1.4587,3.3646,1.8305
10.587000,1.4610,3.3281,1.8673
10.588000,1.4683,3.3249,1.8704
10.589000,1.4787,3.3217,1.8734
10.590000,1.4922,3.3184,1.8765
10.591000,1.4784,3.3154,1.8795
10.592000,1.4677,3.3123,1.8826
10.593000,1.4600,3.3093,1.8856
10.594000,1.4554,3.3061,1.8886
10.595000,1.4537,3.3030,1.8916
10.596000,1.4551,3.2998,1.8947
10.597000,1.4596,3.2965,1.8977
10.598000,1.4670,3.2932,1.9007
10.599000,1.4774,3.2899,1.9037
10.600000,1.4909,3.2865,1.9067
10.601000,1.4774,3.2835,1.9097
10.602000,1.4669,3.2804,1.9127
10.603000,1.4594,3.2773,1.9157
10.604000,1.4550,3.2741,1.9187
10.605000,1.4535,3.2709,1.9217
10.606000,1.4550,3.2676,1.9247
10.607000,1.4595,3.2643,1.9277
10.608000,1.4671,3.2610,1.9307
10.609000,1.4776,3.2576,1.9337
10.610000,1.4911,3.2542,1.9367
10.611000,1.4779,3.2511,1.9397
10.612000,1.4677,3.2479,1.9427
10.613000,1.4605,3.2447,1.9456
10.614000,1.4562,3.2414,1.9486
10.615000,1.4549,3.2381,1.9516
10.616000,1.4566,3.2348,1.9546
10.617000,1.4613,3.2314,1.9575
10.618000,1.4689,3.2279,1.9605
10.619000,1.4795,3.2244,1.9634
10.620000,1.4930,3.2209,1.9664
10.621000,1.4802,3.2177,1.9693
10.622000,1.4703,3.2144,1.9723
10.623000,1.4633,3.2111,1.9752
10.624000,1.4593,3.2077,1.9782
10.625000,1.4583,3.2043,1.9811
10.626000,1.4602,3.2008,1.9841
10.627000,1.4650,3.1973,1.9870
10.628000,1.4727,3.1937,1.9899
10.629000,1.4834,3.1901,1.9928
10.630000,1.4970,3.1865,1.9958
10.631000,1.4845,3.1832,1.9987
10.632000,1.4748,3.1798,2.0016
10.633000,1.4681,3.1764,2.0045
10.633000,1.8391,2.9821,2.0033
10.634000,1.8341,2.9780,2.0062
10.635000,1.8319,2.9739,2.0091
10.636000,1.8327,2.9698,2.0120
10.637000,1.8364,2.9656,2.0149
10.638000,1.8430,2.9614,2.0178
10.639000,1.8525,2.9571,2.0207
10.652000,1.8364,2.9033,2.0582
10.653000,1.8290,2.8993,2.0610
10.654000,1.8244,2.8952,2.0639
10.655000,1.8226,2.8910,2.0667
10.656000,1.8237,2.8868,2.0696
10.657000,1.8277,2.8826,2.0724
10.658000,1.8344,2.8783,2.0752
10.659000,1.8441,2.8739,2.0781
10.660000,1.8565,2.8695,2.0809
10.661000,1.8436,2.8655,2.0838
10.662000,1.8336,2.8616,2.0866
10.663000,1.8263,2.8575,2.0894
10.664000,1.8219,2.8534,2.0922
10.665000,1.8203,2.8493,2.0951
10.666000,1.8216,2.8450,2.0979
10.667000,1.8256,2.8407,2.1007
