t,along_track_mm,cross_track_mm,speed_mps
24.406000,-9.5500,6.3455,1.5305
24.407000,-9.5498,6.3557,1.5329
24.408000,-9.5473,6.3661,1.5351
24.409000,-9.5427,6.3767,1.5373
24.410000,-9.5358,6.3876,1.5395
24.411000,-9.5480,6.3965,1.5417
24.412000,-9.5581,6.4057,1.5439
24.413000,-9.5659,6.4151,1.5461
24.414000,-9.5716,6.4247,1.5483
24.415000,-9.5751,6.4345,1.5505
24.416000,-9.5763,6.4445,1.5528
24.417000,-9.5752,6.4548,1.5551
24.418000,-9.5719,6.4652,1.5575
24.419000,-9.5661,6.4759,1.5599
24.420000,-9.5579,6.4867,1.5623
24.421000,-9.5712,6.4959,1.5648
24.422000,-9.5819,6.5053,1.5674
24.423000,-9.5902,6.5149,1.5698
24.424000,-9.5960,6.5246,1.5722
24.425000,-9.5996,6.5346,1.5745
24.426000,-9.6009,6.5447,1.5767
24.427000,-9.6000,6.5550,1.5790
24.428000,-9.5968,6.5655,1.5812
24.429000,-9.5915,6.5762,1.5834
24.430000,-9.5839,6.5871,1.5856
24.430000,-9.4314,6.5236,1.5847
24.431000,-9.4463,6.5330,1.5869
24.432000,-9.4588,6.5425,1.5892
24.433000,-9.4691,6.5522,1.5915
24.434000,-9.4771,6.5620,1.5938
24.435000,-9.4826,6.5720,1.5962
24.436000,-9.4858,6.5823,1.5987
24.437000,-9.4866,6.5926,1.6011
24.438000,-9.4848,6.6031,1.6037
24.438000,-9.7840,6.5910,1.5987
24.439000,-9.7847,6.6013,1.6013
24.440000,-9.7828,6.6118,1.6039
24.441000,-9.8044,6.6210,1.6066
24.442000,-9.8233,6.6304,1.6093
24.443000,-9.8395,6.6399,1.6120
24.444000,-9.8531,6.6496,1.6145
24.445000,-9.8642,6.6594,1.6171
24.446000,-9.8728,6.6694,1.6195
24.447000,-9.8789,6.6795,1.6220
24.448000,-9.8826,6.6898,1.6245
24.449000,-9.8838,6.7002,1.6270
24.450000,-9.8825,6.7107,1.6294
24.451000,-9.9049,6.7201,1.6319
24.452000,-9.9247,6.7297,1.6345
24.453000,-9.9421,6.7395,1.6370
24.454000,-9.9568,6.7493,1.6396
24.455000,-9.9690,6.7593,1.6423
24.456000,-9.9785,6.7694,1.6449
24.457000,-9.9853,6.7797,1.6476
24.458000,-9.9894,6.7901,1.6504
24.459000,-9.9907,6.8007,1.6532
24.460000,-9.9891,6.8114,1.6561
24.461000,-10.0110,6.8211,1.6589
24.461000,-9.6291,6.8540,1.6607
24.462000,-9.6463,6.8638,1.6636
24.463000,-9.6607,6.8737,1.6664
24.464000,-9.6724,6.8836,1.6690
24.465000,-9.6817,6.8937,1.6715
24.466000,-9.6884,6.9038,1.6739
24.467000,-9.6928,6.9140,1.6763
24.468000,-9.6949,6.9243,1.6786
24.469000,-9.6947,6.9347,1.6809
24.470000,-9.6922,6.9452,1.6832
24.471000,-9.7099,6.9550,1.6854
24.472000,-9.7254,6.9649,1.6877
24.473000,-9.7386,6.9749,1.6900
24.474000,-9.7496,6.9850,1.6923
24.475000,-9.7582,6.9952,1.6946
24.476000,-9.7645,7.0055,1.6970
24.477000,-9.7684,7.0158,1.6993
24.478000,-9.7700,7.0263,1.7017
24.479000,-9.7691,7.0368,1.7042
24.480000,-9.7658,7.0474,1.7066
24.481000,-9.7767,7.0576,1.7092
24.482000,-9.7851,7.0679,1.7117
24.483000,-9.7912,7.0782,1.7138
24.484000,-9.7953,7.0885,1.7156
24.485000,-9.7979,7.0989,1.7171
24.486000,-9.7992,7.1092,1.7183
24.487000,-9.7994,7.1196,1.7193
24.488000,-9.7986,7.1300,1.7202
24.489000,-9.7970,7.1403,1.7210
24.490000,-9.7946,7.1507,1.7217
24.491000,-9.7948,7.1610,1.7224
24.492000,-9.7943,7.1714,1.7229
24.492000,-9.5782,7.2996,1.7225
24.493000,-9.5778,7.3099,1.7230
24.494000,-9.5767,7.3203,1.7235
24.495000,-9.5752,7.3306,1.7240
24.496000,-9.5732,7.3410,1.7245
24.497000,-9.5706,7.3514,1.7250
24.498000,-9.5676,7.3617,1.7256
24.499000,-9.5640,7.3721,1.7261
24.500000,-9.5599,7.3826,1.7267
24.501000,-9.5475,7.3931,1.7272
24.502000,-9.5345,7.4037,1.7278
24.503000,-9.5212,7.4143,1.7278
24.504000,-9.5083,7.4247,1.7272
24.505000,-9.4963,7.4351,1.7262
24.506000,-9.4855,7.4454,1.7248
24.507000,-9.4763,7.4556,1.7231
24.508000,-9.4689,7.4658,1.7212
24.509000,-9.4636,7.4758,1.7191
24.510000,-9.4604,7.4858,1.7168
24.511000,-9.4301,7.4963,1.7144
24.512000,-9.4022,7.5067,1.7120
24.513000,-9.3768,7.5170,1.7094
24.514000,-9.3540,7.5272,1.7068
24.515000,-9.3339,7.5374,1.7042
24.516000,-9.3165,7.5475,1.7015
24.517000,-9.3017,7.5575,1.6988
24.518000,-9.2896,7.5674,1.6961
24.518000,-9.2928,7.4384,1.6876
24.519000,-9.2920,7.4477,1.6849
24.520000,-9.2938,7.4569,1.6822
24.521000,-9.2718,7.4666,1.6795
24.522000,-9.2526,7.4762,1.6768
24.523000,-9.2360,7.4858,1.6742
24.524000,-9.2220,7.4953,1.6715
24.525000,-9.2107,7.5048,1.6689
24.526000,-9.2019,7.5141,1.6663
24.527000,-9.1958,7.5234,1.6638
24.528000,-9.1922,7.5326,1.6612
24.529000,-9.1911,7.5418,1.6587
24.530000,-9.1926,7.5509,1.6562
24.530000,-9.3701,7.6543,1.6406
24.531000,-9.3662,7.6637,1.6382
24.532000,-9.3648,7.6731,1.6357
24.533000,-9.3658,7.6823,1.6333
24.534000,-9.3691,7.6915,1.6309
24.535000,-9.3749,7.7006,1.6286
24.536000,-9.3831,7.7096,1.6262
24.537000,-9.3935,7.7186,1.6239
24.538000,-9.4063,7.7274,1.6216
24.539000,-9.4213,7.7362,1.6194
24.540000,-9.4386,7.7449,1.6171
24.541000,-9.4211,7.7543,1.6149
24.542000,-9.4058,7.7637,1.6127
24.543000,-9.3931,7.7729,1.6098
24.544000,-9.3836,7.7819,1.6063
24.545000,-9.3780,7.7908,1.6023
24.546000,-9.3766,7.7995,1.5979
24.547000,-9.3799,7.8080,1.5931
24.548000,-9.3881,7.8163,1.5881
24.549000,-9.4015,7.8245,1.5828
24.550000,-9.4202,7.8324,1.5774
24.551000,-9.3813,7.8415,1.5717
24.552000,-9.3481,7.8504,1.5660
24.553000,-9.3206,7.8592,1.5602
24.554000,-9.2991,7.8677,1.5543
24.555000,-9.2835,7.8761,1.5483
24.556000,-9.2739,7.8843,1.5423
24.557000,-9.2703,7.8924,1.5362
24.558000,-9.2729,7.9002,1.5302
24.559000,-9.2815,7.9079,1.5241
24.560000,-9.2963,7.9154,1.5180
24.561000,-9.2545,7.9239,1.5119
24.562000,-9.2189,7.9322,1.5057
24.563000,-9.1894,7.9404,1.4996
24.564000,-9.1661,7.9484,1.4934
24.565000,-9.1490,7.9563,1.4872
24.566000,-9.1381,7.9640,1.4809
24.567000,-9.1335,7.9716,1.4746
24.568000,-9.1351,7.9790,1.4684
24.569000,-9.1431,7.9862,1.4621
24.569000,-9.1426,8.0192,1.4475
24.570000,-9.1715,8.0260,1.4412
24.571000,-9.1432,8.0337,1.4348
24.572000,-9.1213,8.0412,1.4285
24.573000,-9.1056,8.0486,1.4222
24.574000,-9.0963,8.0559,1.4159
24.575000,-9.0934,8.0630,1.4096
24.576000,-9.0968,8.0699,1.4032
24.577000,-9.1065,8.0767,1.3969
24.578000,-9.1225,8.0833,1.3906
24.579000,-9.1448,8.0897,1.3843
24.580000,-9.1735,8.0959,1.3780
24.581000,-9.1457,8.1032,1.3717
24.582000,-9.1241,8.1103,1.3654
24.583000,-9.1089,8.1172,1.3591
24.584000,-9.1000,8.1240,1.3528
24.585000,-9.0974,8.1306,1.3466
24.586000,-9.1010,8.1370,1.3403
24.587000,-9.1110,8.1433,1.3340
24.588000,-9.1272,8.1493,1.3277
24.589000,-9.1497,8.1552,1.3215
24.590000,-9.1785,8.1610,1.3152
24.591000,-9.1514,8.1677,1.3090
24.592000,-9.1305,8.1744,1.3027
24.593000,-9.1159,8.1808,1.2965
24.594000,-9.1075,8.1871,1.2903
24.595000,-9.1053,8.1932,1.2841
24.596000,-9.1094,8.1991,1.2779
24.597000,-9.1197,8.2048,1.2717
24.598000,-9.1362,8.2104,1.2655
24.599000,-9.1589,8.2158,1.2593
24.600000,-9.1878,8.2210,1.2531
24.601000,-9.1614,8.2271,1.2469
24.602000,-9.1411,8.2331,1.2407
24.603000,-9.1270,8.2390,1.2345
24.604000,-9.1190,8.2447,1.2284
24.605000,-9.1172,8.2503,1.2222
24.606000,-9.1215,8.2558,1.2160
24.607000,-9.1319,8.2611,1.2099
24.608000,-9.1485,8.2663,1.2037
24.609000,-9.1713,8.2713,1.1976
24.610000,-9.2001,8.2762,1.1915
24.611000,-9.1743,8.2819,1.1854
24.612000,-9.1545,8.2874,1.1792
24.613000,-9.1409,8.2928,1.1731
24.614000,-9.1333,8.2981,1.1670
24.615000,-9.1319,8.3032,1.1609
24.616000,-9.1366,8.3081,1.1548
24.617000,-9.1474,8.3129,1.1488
24.618000,-9.1643,8.3175,1.1427
24.619000,-9.1873,8.3219,1.1366
24.620000,-9.2163,8.3262,1.1305
24.621000,-8.0899,8.3251,1.1245
24.622000,-9.1718,8.3362,1.1184
24.622000,-9.1418,8.0697,1.1159
24.623000,-9.1311,8.0742,1.1098
24.624000,-9.1264,8.0786,1.1038
24.625000,-9.1278,8.0829,1.0977
24.626000,-9.1352,8.0871,1.0917
24.627000,-9.1486,8.0911,1.0857
24.628000,-9.1681,8.0950,1.0797
24.629000,-9.1935,8.0988,1.0737
24.630000,-9.2249,8.1025,1.0676
24.631000,-9.2027,8.1068,1.0616
24.632000,-9.1864,8.1110,1.0557
24.633000,-9.1761,8.1150,1.0497
24.634000,-9.1718,8.1190,1.0437
24.635000,-9.1735,8.1228,1.0377
24.636000,-9.1812,8.1264,1.0317
24.637000,-9.1949,8.1300,1.0258
24.638000,-9.2145,8.1333,1.0198
24.639000,-9.2401,8.1366,1.0139
24.640000,-9.2717,8.1397,1.0079
24.641000,-9.2501,8.1435,1.0020
24.642000,-9.2343,8.1471,0.9960
24.643000,-9.2246,8.1506,0.9901
24.643000,-9.0072,8.0751,0.9911
24.644000,-9.0023,8.0787,0.9852
24.645000,-9.0033,8.0823,0.9793
24.646000,-9.0103,8.0856,0.9734
24.647000,-9.0232,8.0889,0.9675
24.648000,-9.0419,8.0920,0.9616
24.649000,-9.0666,8.0950,0.9557
24.650000,-9.0972,8.0979,0.9498
24.651000,-9.0752,8.1014,0.9439
24.652000,-9.0590,8.1048,0.9380
24.653000,-9.0487,8.1080,0.9322
24.654000,-9.0443,8.1112,0.9263
24.655000,-9.0457,8.1142,0.9204
24.656000,-9.0530,8.1171,0.9146
24.657000,-9.0662,8.1199,0.9087
24.658000,-9.0852,8.1226,0.9029
24.659000,-9.1101,8.1251,0.8970
24.660000,-9.1407,8.1275,0.8912
24.661000,-9.1192,8.1305,0.8854
24.662000,-9.1034,8.1334,0.8796
24.663000,-9.0934,8.1362,0.8737
24.664000,-9.0892,8.1390,0.8679
24.665000,-9.0908,8.1418,0.8621
24.666000,-9.0981,8.1445,0.8563
24.667000,-9.1113,8.1470,0.8505
24.668000,-9.1303,8.1495,0.8448
24.669000,-9.1550,8.1518,0.8390
24.670000,-9.1856,8.1541,0.8332
24.671000,-9.1645,8.1566,0.8274
24.672000,-9.1492,8.1591,0.8217
24.673000,-9.1397,8.1614,0.8159
24.674000,-9.1359,8.1637,0.8102
24.675000,-9.1378,8.1659,0.8044
24.676000,-9.1455,8.1680,0.7987
24.677000,-9.1590,8.1700,0.7930
24.678000,-9.1781,8.1720,0.7872
24.679000,-9.2030,8.1738,0.7815
24.679000,-9.3269,8.2052,0.7820
24.680000,-9.3570,8.2071,0.7763
24.681000,-8.5844,8.2061,0.7706
24.681000,-8.4859,8.0391,0.7714
24.682000,-7.7181,8.0383,0.7657
24.683000,-6.9560,8.0376,0.7600
24.684000,-9.2058,8.0489,0.7543
24.685000,-9.2067,8.0509,0.7486
24.686000,-9.2132,8.0528,0.7430
24.687000,-9.2255,8.0547,0.7373
24.688000,-9.2434,8.0564,0.7316
24.689000,-9.2671,8.0581,0.7259
24.690000,-9.2964,8.0596,0.7203
24.691000,-9.2751,8.0615,0.7146
24.692000,-9.2596,8.0633,0.7089
24.693000,-9.2497,8.0649,0.7033
24.694000,-9.2456,8.0664,0.6977
24.695000,-9.2470,8.0678,0.6920
24.696000,-9.2541,8.0691,0.6864
24.697000,-9.2668,8.0704,0.6808
24.698000,-9.2852,8.0716,0.6751
24.699000,-9.3091,8.0727,0.6695
24.700000,-9.3386,8.0737,0.6639
24.701000,-9.3180,8.0750,0.6583
24.702000,-9.3031,8.0761,0.6527
24.703000,-9.2937,8.0772,0.6471
24.704000,-9.2899,8.0783,0.6416
24.705000,-9.2916,8.0793,0.6360
24.706000,-9.2989,8.0803,0.6304
24.707000,-9.3117,8.0812,0.6249
24.708000,-9.3301,8.0820,0.6193
24.709000,-9.3541,8.0828,0.6138
24.710000,-9.3836,8.0834,0.6082
24.711000,-9.3635,8.0843,0.6027
24.712000,-9.3490,8.0851,0.5971
24.713000,-9.3400,8.0858,0.5916
24.714000,-9.3365,8.0864,0.5861
24.715000,-9.3386,8.0870,0.5806
24.716000,-9.3462,8.0875,0.5750
24.717000,-9.3593,8.0879,0.5695
24.718000,-9.3780,8.0882,0.5640
24.719000,-9.4021,8.0886,0.5585
24.720000,-9.4316,8.0889,0.5530
24.721000,-9.4121,8.0893,0.5475
24.722000,-9.3980,8.0896,0.5420
24.723000,-9.3893,8.0900,0.5366
24.724000,-9.3862,8.0902,0.5311
24.725000,-9.3885,8.0905,0.5256
24.726000,-9.3963,8.0907,0.5201
24.727000,-9.4095,8.0908,0.5147
24.728000,-9.4282,8.0908,0.5092
24.729000,-9.4524,8.0909,0.5038
24.730000,-9.4819,8.0909,0.4984
24.731000,-9.4627,8.0910,0.4929
24.732000,-9.4491,8.0909,0.4875
24.733000,-9.4409,8.0908,0.4821
24.734000,-9.4381,8.0906,0.4767
24.735000,-9.4408,8.0904,0.4713
24.736000,-9.4489,8.0901,0.4659
24.737000,-9.4624,8.0897,0.4605
24.738000,-9.4813,8.0893,0.4551
24.738000,-9.4944,8.0504,0.4557
24.738000,-9.4024,8.0248,0.4565
24.739000,-9.4252,8.0247,0.4511
24.740000,-9.4533,8.0246,0.4457
24.741000,-9.4334,8.0245,0.4403
24.742000,-9.4188,8.0243,0.4349
24.743000,-9.4097,8.0240,0.4296
24.744000,-9.4060,8.0237,0.4242
24.745000,-9.4077,8.0232,0.4189
24.746000,-9.4147,8.0227,0.4135
24.747000,-9.4271,8.0222,0.4082
24.748000,-9.4448,8.0216,0.4028
24.749000,-9.4679,8.0209,0.3975
24.750000,-9.4963,8.0201,0.3922
24.751000,-9.4772,8.0194,0.3868
24.752000,-9.4635,8.0186,0.3815
24.752000,-9.3173,8.1441,0.3824
24.753000,-9.3079,8.1434,0.3771
24.754000,-9.3039,8.1427,0.3718
24.755000,-9.3052,8.1420,0.3665
24.756000,-9.3118,8.1411,0.3612
24.757000,-9.3238,8.1401,0.3559
24.758000,-9.3411,8.1390,0.3506
24.759000,-9.3637,8.1379,0.3453
24.760000,-9.3916,8.1366,0.3400
24.761000,-9.3723,8.1355,0.3348
24.762000,-9.3583,8.1343,0.3295
24.763000,-9.3496,8.1332,0.3242
24.764000,-9.3461,8.1319,0.3190
24.765000,-9.3479,8.1306,0.3137
24.766000,-9.3551,8.1291,0.3085
24.767000,-9.3676,8.1275,0.3032
24.768000,-9.3853,8.1258,0.2980
24.769000,-9.4083,8.1240,0.2927
24.770000,-9.4366,8.1221,0.2875
24.771000,-9.4182,8.1203,0.2823
24.772000,-9.4051,8.1185,0.2771
24.773000,-9.3973,8.1165,0.2719
24.774000,-9.3947,8.1143,0.2667
24.775000,-9.3975,8.1119,0.2615
24.776000,-9.4057,8.1094,0.2563
24.777000,-9.4190,8.1067,0.2511
24.778000,-9.4377,8.1037,0.2459
24.779000,-9.4618,8.1004,0.2407
24.780000,-9.4912,8.0969,0.2355
24.781000,-9.4745,8.0935,0.2304
24.782000,-9.4631,8.0898,0.2252
24.783000,-9.4570,8.0860,0.2201
24.784000,-9.4562,8.0820,0.2149
24.785000,-9.4605,8.0778,0.2098
24.786000,-9.4703,8.0732,0.2046
24.787000,-9.4853,8.0683,0.1995
24.788000,-9.5056,8.0632,0.1944
24.789000,-9.5313,8.0577,0.1892
24.790000,-9.5622,8.0518,0.1841
24.791000,-9.5476,8.0463,0.1790
24.792000,-9.5382,8.0405,0.1739
24.793000,-9.5344,8.0340,0.1688
24.794000,-9.5360,8.0272,0.1637
24.795000,-9.5429,8.0198,0.1586
24.796000,-9.5555,8.0118,0.1535
24.797000,-9.5734,8.0032,0.1484
24.798000,-9.5968,7.9940,0.1433
24.799000,-9.6257,7.9842,0.1383
24.800000,-9.6601,7.9736,0.1332
24.801000,-9.6497,7.9633,0.1281
24.801000,-9.4228,7.7181,0.1291
24.802000,-9.4175,7.7061,0.1240
24.803000,-9.4179,7.6932,0.1189
24.804000,-9.4243,7.6790,0.1139
24.805000,-9.4365,7.6637,0.1088
24.806000,-9.4550,7.6467,0.1038
24.807000,-9.4797,7.6279,0.0988
24.808000,-9.5110,7.6067,0.0938
24.809000,-9.5493,7.5829,0.0887
24.809000,-9.2452,7.4745,0.0898
24.810000,-9.2895,7.4479,0.0847
24.811000,-9.2913,7.4198,0.0797
24.812000,-9.3009,7.3879,0.0747
24.813000,-9.3185,7.3519,0.0698
24.814000,-9.3452,7.3101,0.0648
24.815000,-9.3818,7.2613,0.0598
24.816000,-9.4295,7.2035,0.0548
24.817000,-9.4900,7.1343,0.0498
24.818000,-9.5659,7.0493,0.0449
24.819000,-9.6599,6.9438,0.0399
24.820000,-9.7767,6.8092,0.0350
24.821000,-9.8756,6.6360,0.0300
24.822000,-10.0200,6.3930,0.0251
24.823000,-10.2346,6.0264,0.0202
24.824000,-10.5649,5.4157,0.0154
24.825000,-11.1000,4.2083,0.0107
24.826000,-11.8292,1.0246,0.0063
24.827000,-8.1033,-8.6872,0.0037
24.828000,2.4065,-11.6438,0.0060
24.829000,5.6863,-10.4576,0.0104
24.830000,6.8814,-9.7345,0.0151
24.831000,7.4371,-9.2962,0.0199
24.832000,7.7598,-9.0124,0.0247
24.833000,7.9707,-8.8148,0.0296
24.834000,8.1210,-8.6698,0.0345
24.835000,8.2365,-8.5586,0.0393
24.836000,8.3305,-8.4706,0.0442
24.837000,8.4109,-8.3996,0.0491
24.838000,8.4832,-8.3408,0.0539
24.839000,8.5517,-8.2902,0.0588
24.840000,8.6177,-8.2467,0.0637
24.841000,8.6350,-8.2053,0.0685
24.842000,8.6523,-8.1691,0.0734
24.843000,8.6708,-8.1368,0.0782
24.844000,8.6910,-8.1080,0.0831
24.845000,8.7132,-8.0823,0.0879
24.846000,8.7382,-8.0589,0.0928
24.847000,8.7660,-8.0378,0.0976
24.848000,8.7971,-8.0184,0.1024
24.849000,8.8316,-8.0007,0.1072
24.849000,8.7479,-7.9045,0.1065
24.850000,8.7851,-7.8882,0.1113
24.851000,8.7783,-7.8711,0.1161
24.852000,8.7754,-7.8552,0.1209
24.853000,8.7763,-7.8404,0.1257
24.854000,8.7814,-7.8265,0.1305
24.855000,8.7907,-7.8134,0.1353
24.856000,8.8041,-7.8011,0.1401
24.857000,8.8218,-7.7896,0.1449
24.858000,8.8436,-7.7789,0.1497
24.859000,8.8699,-7.7686,0.1545
24.860000,8.9006,-7.7587,0.1592
24.861000,8.8883,-7.7477,0.1640
24.862000,8.8806,-7.7372,0.1688
24.863000,8.8773,-7.7270,0.1735
24.864000,8.8786,-7.7173,0.1783
24.865000,8.8844,-7.7079,0.1830
24.866000,8.8947,-7.6990,0.1878
24.867000,8.9095,-7.6903,0.1925
24.868000,8.9288,-7.6821,0.1973
24.869000,8.9526,-7.6741,0.2020
24.870000,8.9809,-7.6666,0.2067
24.871000,8.9666,-7.6583,0.2114
24.872000,8.9569,-7.6503,0.2162
24.873000,8.9516,-7.6427,0.2209
24.874000,8.9508,-7.6354,0.2256
24.875000,8.9546,-7.6284,0.2303
24.876000,8.9629,-7.6216,0.2350
24.877000,8.9757,-7.6151,0.2397
24.878000,8.9931,-7.6089,0.2444
24.879000,9.0150,-7.6028,0.2490
24.879000,8.9885,-7.6037,0.2478
24.880000,9.0136,-7.5981,0.2525
24.881000,8.9968,-7.5921,0.2572
24.882000,8.9844,-7.5864,0.2618
24.883000,8.9766,-7.5810,0.2665
24.884000,8.9733,-7.5757,0.2712
24.885000,8.9745,-7.5706,0.2758
24.886000,8.9802,-7.5657,0.2805
24.887000,8.9905,-7.5611,0.2851
24.888000,9.0051,-7.5567,0.2898
24.889000,9.0243,-7.5525,0.2944
24.890000,9.0480,-7.5485,0.2991
24.891000,9.0300,-7.5446,0.3037
24.892000,9.0166,-7.5409,0.3083
24.893000,9.0077,-7.5374,0.3129
24.894000,9.0031,-7.5341,0.3176
24.895000,9.0031,-7.5309,0.3222
24.896000,9.0076,-7.5278,0.3268
24.897000,9.0165,-7.5249,0.3314
24.898000,9.0300,-7.5220,0.3360
24.899000,9.0478,-7.5194,0.3406
24.900000,9.0702,-7.5167,0.3452
24.901000,9.0515,-7.5150,0.3497
24.902000,9.0371,-7.5134,0.3543
24.903000,9.0272,-7.5119,0.3589
24.904000,9.0217,-7.5105,0.3635
24.905000,9.0205,-7.5093,0.3680
24.906000,9.0238,-7.5081,0.3726
24.907000,9.0314,-7.5072,0.3771
24.908000,9.0433,-7.5064,0.3817
24.909000,9.0595,-7.5057,0.3862
24.910000,9.0802,-7.5051,0.3908
24.911000,9.0601,-7.5065,0.3953
24.912000,9.0444,-7.5079,0.3998
24.913000,9.0330,-7.5093,0.4043
24.914000,9.0260,-7.5108,0.4089
24.915000,9.0233,-7.5123,0.4134
24.916000,9.0249,-7.5138,0.4179
24.917000,9.0308,-7.5154,0.4224
24.918000,9.0409,-7.5171,0.4269
24.919000,9.0553,-7.5188,0.4314
24.920000,9.0740,-7.5205,0.4359
24.921000,9.0524,-7.5258,0.4404
24.922000,9.0351,-7.5309,0.4448
24.923000,9.0221,-7.5359,0.4493
24.924000,9.0134,-7.5408,0.4538
24.925000,9.0089,-7.5456,0.4582
24.925000,8.7745,-7.4448,0.4574
24.926000,8.7736,-7.4484,0.4618
24.927000,8.7770,-7.4519,0.4663
24.928000,8.7846,-7.4553,0.4707
24.929000,8.7965,-7.4585,0.4752
24.930000,8.8126,-7.4615,0.4796
24.931000,8.7908,-7.4698,0.4840
24.932000,8.7731,-7.4779,0.4884
24.933000,8.7597,-7.4857,0.4929
24.934000,8.7504,-7.4932,0.4973
24.935000,8.7453,-7.5005,0.5017
24.936000,8.7443,-7.5075,0.5060
24.936000,8.7939,-7.3679,0.5056
24.937000,8.7968,-7.3726,0.5097
24.938000,8.8034,-7.3770,0.5135
24.939000,8.8135,-7.3813,0.5172
24.940000,8.8268,-7.3854,0.5206
24.941000,8.8155,-7.3969,0.5239
24.942000,8.8072,-7.4080,0.5271
24.943000,8.8018,-7.4187,0.5301
24.944000,8.7991,-7.4290,0.5331
24.945000,8.7990,-7.4389,0.5359
24.946000,8.8014,-7.4484,0.5387
24.947000,8.8062,-7.4576,0.5414
24.948000,8.8134,-7.4663,0.5440
24.949000,8.8230,-7.4744,0.5466
24.950000,8.8349,-7.4821,0.5491
24.951000,8.8302,-7.4995,0.5516
24.952000,8.8277,-7.5163,0.5540
24.953000,8.8273,-7.5326,0.5564
24.954000,8.8290,-7.5482,0.5587
24.955000,8.8327,-7.5632,0.5610
24.956000,8.8383,-7.5776,0.5632
24.957000,8.8452,-7.5918,0.5649
24.958000,8.8530,-7.6055,0.5660
24.959000,8.8612,-7.6188,0.5668
24.960000,8.8694,-7.6317,0.5671
24.960000,8.3953,-7.3824,0.5569
24.961000,8.4023,-7.4046,0.5570
24.962000,8.4087,-7.4263,0.5568
24.963000,8.4141,-7.4474,0.5564
24.964000,8.4185,-7.4679,0.5559
24.965000,8.4215,-7.4877,0.5551
24.966000,8.4232,-7.5068,0.5543
24.967000,8.4234,-7.5252,0.5533
24.968000,8.4219,-7.5428,0.5522
24.969000,8.4186,-7.5595,0.5510
24.970000,8.4135,-7.5754,0.5498
24.971000,8.4252,-7.6086,0.5484
24.972000,8.4347,-7.6411,0.5470
24.973000,8.4421,-7.6726,0.5456
24.974000,8.4472,-7.7034,0.5441
24.975000,8.4500,-7.7331,0.5425
24.976000,8.4505,-7.7619,0.5409
24.977000,8.4483,-7.7897,0.5390
24.978000,8.4433,-7.8165,0.5368
24.979000,8.4351,-7.8423,0.5344
24.980000,8.4234,-7.8671,0.5319
24.981000,8.4414,-7.9138,0.5291
24.982000,8.4553,-7.9596,0.5262
24.983000,8.4651,-8.0046,0.5232
24.984000,8.4706,-8.0486,0.5201
24.985000,8.4718,-8.0916,0.5170
24.986000,8.4684,-8.1336,0.5137
24.987000,8.4603,-8.1746,0.5104
24.987000,7.5614,-8.3091,0.4897
24.988000,7.5250,-8.3405,0.4863
24.989000,7.4837,-8.3704,0.4829
24.990000,7.4375,-8.3987,0.4795
24.991000,7.4246,-8.4537,0.4760
24.992000,7.4062,-8.5075,0.4725
24.993000,7.3825,-8.5598,0.4689
24.994000,7.3532,-8.6106,0.4653
24.995000,7.3184,-8.6599,0.4617
24.996000,7.2780,-8.7074,0.4581
24.997000,7.2347,-8.7509,0.4543
24.998000,7.1879,-8.7908,0.4504
24.999000,7.1373,-8.8272,0.4463
25.000000,7.0824,-8.8606,0.4422
25.001000,7.0672,-8.9184,0.4381
25.002000,7.0469,-8.9739,0.4338
25.003000,7.0213,-9.0272,0.4296
25.004000,6.9902,-9.0782,0.4253
25.005000,6.9536,-9.1273,0.4210
25.006000,6.9112,-9.1741,0.4167
25.007000,6.8631,-9.2188,0.4124
25.008000,6.8092,-9.2613,0.4081
25.009000,6.7493,-9.3016,0.4038
25.010000,6.6835,-9.3396,0.3996
25.011000,6.6540,-9.4057,0.3953
25.012000,6.6179,-9.4700,0.3911
25.013000,6.5752,-9.5325,0.3869
25.014000,6.5259,-9.5930,0.3827
25.015000,6.4701,-9.6515,0.3786
25.016000,6.4078,-9.7078,0.3745
25.017000,6.3391,-9.7616,0.3705
25.018000,6.2642,-9.8128,0.3664
25.019000,6.1830,-9.8614,0.3624
25.020000,6.0954,-9.9072,0.3584
25.021000,6.0398,-9.9844,0.3545
25.022000,5.9773,-10.0593,0.3506
25.023000,5.9076,-10.1318,0.3468
25.024000,5.8310,-10.2018,0.3430
25.024000,4.9581,-9.7764,0.3296
25.025000,4.8591,-9.8312,0.3259
25.026000,4.7532,-9.8825,0.3223
25.027000,4.6405,-9.9303,0.3187
25.028000,4.5212,-9.9743,0.3152
25.029000,4.3951,-10.0143,0.3117
25.030000,4.2626,-10.0501,0.3083
25.031000,4.1558,-10.1208,0.3050
25.032000,4.0417,-10.1876,0.3017
25.033000,3.9205,-10.2503,0.2985
25.034000,3.7921,-10.3087,0.2954
25.035000,3.6567,-10.3624,0.2924
25.036000,3.5145,-10.4114,0.2894
25.037000,3.3658,-10.4551,0.2864
25.038000,3.2108,-10.4934,0.2836
25.039000,3.0495,-10.5260,0.2808
25.040000,2.8822,-10.5528,0.2780
25.041000,2.7344,-10.6169,0.2754
25.042000,2.5798,-10.6753,0.2728
25.043000,2.4182,-10.7277,0.2703
25.044000,2.2499,-10.7740,0.2679
25.045000,2.0753,-10.8138,0.2656
25.046000,1.8946,-10.8467,0.2634
25.047000,1.7082,-10.8726,0.2612
