t,ax,ay,az,gx,gy,gz
34.554000,-4.582601,-0.012156,9.821743,-0.000361,0.001759,0.004377
34.555000,-4.589203,-0.003485,9.799137,0.000369,0.002806,0.002572
34.556000,-4.576960,-0.001562,9.810361,-0.000358,0.000305,0.005322
34.557000,-4.560088,-0.001370,9.798864,0.000252,-0.001379,0.002992
34.558000,-4.576178,-0.003121,9.811421,-0.001060,0.001254,0.003507
34.559000,-4.563727,-0.011143,9.824224,-0.000347,-0.000275,0.003140
34.560000,-4.564727,-0.034451,9.812507,0.002336,-0.001356,0.004241
34.561000,-4.549416,-0.024528,9.792871,0.002294,0.001710,0.001988
34.562000,-4.566009,-0.001353,9.818741,0.000668,-0.000187,0.004128
34.563000,-4.542012,-0.044407,9.801225,0.000333,0.000398,0.003420
34.564000,-4.539372,-0.033221,9.819540,-0.000206,-0.001504,0.003788
34.565000,-4.556254,-0.035363,9.825641,-0.001039,-0.000152,0.003416
34.566000,-4.538868,-0.013132,9.813779,-0.001181,-0.000280,0.003594
34.567000,-4.542423,-0.040931,9.786877,-0.000432,-0.000801,0.004575
34.568000,-4.520535,-0.041065,9.803705,-0.000887,0.000230,0.003313
34.569000,-4.529921,-0.054359,9.821152,0.001046,-0.000105,0.003832
34.570000,-4.527451,-0.057482,9.794391,0.000484,0.001560,0.003994
34.571000,-4.497469,-0.047817,9.820763,-0.001942,0.000781,0.005662
34.572000,-4.505289,-0.040798,9.772289,-0.000868,-0.002186,0.004048
34.573000,-4.503451,-0.077275,9.823701,-0.001816,-0.000459,0.003134
34.574000,-4.490458,-0.080153,9.817871,-0.002786,-0.002117,0.003857
34.575000,-4.494351,-0.066341,9.803168,-0.000214,-0.000686,0.004807
34.576000,-4.496488,-0.088454,9.800982,-0.000332,-0.000196,0.003029
34.577000,-4.479363,-0.079641,9.797608,-0.000506,-0.001397,0.005664
34.578000,-4.462113,-0.084712,9.812622,-0.001087,-0.000268,0.005063
34.579000,-4.472733,-0.083064,9.824169,0.001301,0.000858,0.003338
34.580000,-4.480341,-0.086155,9.797922,0.000443,-0.001468,0.002326
34.581000,-4.456720,-0.095598,9.810513,0.000878,-0.000320,0.004934
34.582000,-4.454836,-0.112460,9.799688,-0.000186,0.000084,0.003005
34.583000,-4.464027,-0.107617,9.811152,-0.000654,0.000063,0.003202
34.584000,-4.437216,-0.122754,9.808829,-0.000603,0.001109,0.005158
34.585000,-4.428138,-0.122413,9.812221,-0.000511,-0.001340,0.003184
34.586000,-4.421409,-0.121484,9.814835,0.000047,-0.000281,0.004195
34.587000,-4.423269,-0.142742,9.803422,-0.000668,0.000289,0.005120
34.588000,-4.415814,-0.135064,9.816270,-0.000089,-0.000659,0.003755
34.589000,-4.437128,-0.151815,9.816456,-0.000717,0.000780,0.003019
34.590000,-4.444471,-0.155662,9.798525,0.000870,0.000438,0.003771
34.591000,-4.404059,-0.159528,9.821558,0.000743,0.000115,0.004788
34.592000,-4.405414,-0.174513,9.799695,0.000649,-0.000220,0.003801
34.593000,-3.800790,-0.172084,9.798742,-0.000696,0.000425,0.003232
34.594000,-3.790050,-0.167860,9.807058,0.001169,-0.000599,0.003879
34.595000,-3.753382,-0.186584,9.788965,0.000901,0.000700,0.004528
34.596000,-3.729661,-0.196789,9.802868,-0.000080,-0.000902,0.002050
34.597000,-3.667011,-0.201812,9.816667,-0.001201,0.000093,0.003646
34.598000,-3.667100,-0.208049,9.808965,0.000549,0.001146,0.005672
34.599000,-3.627596,-0.217764,9.805359,0.000555,0.000764,0.004834
34.600000,-3.599759,-0.220336,9.804204,-0.000157,0.001732,0.004456
34.601000,-3.570261,-0.237650,9.797292,-0.000518,0.001513,0.005120
34.602000,-3.549233,-0.235436,9.815625,0.000537,-0.001018,0.002678
34.603000,-3.520529,-0.265812,9.810974,0.000592,0.001138,0.003655
34.604000,-3.472891,-0.265138,9.810407,-0.000422,-0.000405,0.003413
34.605000,-3.444866,-0.269446,9.807949,-0.002033,0.000867,0.001981
34.606000,-3.407141,-0.259663,9.797087,-0.000460,-0.002585,0.004384
34.607000,-3.381558,-0.274791,9.796485,0.000653,-0.001145,0.005149
34.608000,-3.350098,-0.290271,9.809895,-0.000688,-0.000914,0.004108
34.609000,-3.315489,-0.290484,9.799205,0.000816,0.000983,0.002922
34.610000,-3.269456,-0.284151,9.833339,-0.000181,0.001366,0.004776
34.611000,-3.268606,-0.305242,9.797037,-0.000289,0.000183,0.002964
34.612000,-3.203437,-0.325865,9.809848,0.000603,-0.000974,0.005116
34.613000,-0.592642,-0.308129,9.793715,0.000563,0.000567,0.004604
34.614000,-0.546517,-0.323261,9.813402,-0.000387,0.002040,0.005066
34.615000,-0.526440,-0.331837,9.818541,-0.001357,-0.000931,0.003496
34.616000,-0.492071,-0.329873,9.814928,0.001097,0.000480,0.004628
34.617000,-0.463386,-0.352137,9.805810,0.001023,-0.000889,0.002380
34.618000,-0.435711,-0.341212,9.818104,0.000009,-0.000478,0.003160
34.619000,-0.376439,-0.392094,9.816837,-0.000925,-0.000032,0.002159
34.620000,-0.370895,-0.380185,9.798219,0.001399,0.000245,0.006609
34.621000,-0.328599,-0.387591,9.799280,0.000918,-0.000190,0.004830
34.622000,-0.275821,-0.395715,9.789960,0.000821,0.000536,0.005528
34.623000,-0.253356,-0.399070,9.797280,0.001522,0.000592,0.004020
34.624000,-0.211756,-0.400305,9.793871,-0.000189,0.000053,0.005292
34.625000,-0.198042,-0.425336,9.817958,-0.000096,0.000797,0.003701
34.626000,-0.144135,-0.421701,9.804860,0.001047,-0.000052,0.003517
34.627000,-0.099978,-0.448902,9.811623,0.001171,-0.001790,0.001972
34.628000,0.293647,-0.431235,9.813641,-0.000799,0.000872,0.004309
34.629000,0.364079,-0.458863,9.790349,0.000179,0.000207,0.004150
34.630000,0.371763,-0.454236,9.787949,0.000344,-0.000363,0.002211
34.631000,0.418026,-0.449071,9.809393,-0.000369,-0.001302,0.005024
34.632000,0.465385,-0.474512,9.810683,-0.000473,-0.000468,0.003202
34.633000,0.486095,-0.479090,9.821014,-0.001859,0.000254,0.003438
34.634000,0.549812,-0.473973,9.804406,0.000697,0.000667,0.004966
34.635000,0.566180,-0.476227,9.817815,0.001626,0.002074,0.004280
34.636000,0.602568,-0.500343,9.795384,-0.000061,0.000366,0.006127
34.637000,0.642934,-0.525589,9.813348,0.000404,-0.000405,0.002358
34.638000,0.676410,-0.534645,9.809351,-0.001992,0.000357,0.005759
34.639000,0.736337,-0.554449,9.809578,-0.001214,-0.002024,0.003838
34.640000,0.758247,-0.564230,9.792746,-0.000308,0.000088,0.003788
34.641000,0.799301,-0.567914,9.802426,-0.001286,-0.000012,0.003488
34.642000,0.835252,-0.573445,9.794469,-0.000640,-0.000206,0.004475
34.643000,0.887733,-0.568973,9.796637,-0.001133,-0.000394,0.003621
34.644000,0.921475,-0.615817,9.810767,0.000527,0.000189,0.005436
34.645000,0.948591,-0.609320,9.814816,-0.001635,0.001047,0.003967
34.646000,0.999992,-0.616595,9.797794,-0.001467,0.001073,0.004708
34.647000,1.116853,-0.626438,9.809043,0.000118,0.000402,0.002160
34.648000,1.161175,-0.623338,9.823310,0.000272,-0.000672,0.003979
34.649000,1.218152,-0.650214,9.803697,0.000574,-0.000985,0.004199
34.650000,1.250029,-0.654307,9.811436,-0.000455,0.001359,0.003590
34.651000,1.294042,-0.692013,9.817264,-0.001182,0.001632,0.005339
34.652000,1.336632,-0.685227,9.808954,-0.000007,-0.001549,0.005806
34.653000,1.357234,-0.708196,9.810406,0.001006,0.000383,0.003431
34.654000,1.424424,-0.722032,9.809375,0.001569,0.000004,0.003633
34.655000,1.459118,-0.716261,9.807275,0.001064,-0.002571,0.003227
34.656000,1.492396,-0.732448,9.793195,0.000330,0.000846,0.004662
34.657000,1.534860,-0.747703,9.791503,-0.000023,-0.000200,0.003217
34.658000,1.598145,-0.758370,9.816779,-0.001620,0.000286,0.003708
34.659000,1.628698,-0.773667,9.789589,-0.000740,0.000929,0.004444
34.660000,1.673970,-0.779750,9.797263,-0.003023,0.000210,0.002758
34.661000,1.730026,-0.820446,9.809472,0.000321,0.000710,0.002944
34.662000,1.776383,-0.806533,9.793397,-0.000746,-0.000696,0.003229
34.663000,3.784309,-0.735682,9.802184,0.001253,-0.001897,0.003374
34.664000,3.832092,-0.745037,9.799691,0.000029,0.001446,0.003504
34.665000,3.899478,-0.752328,9.808871,-0.000563,-0.000071,0.006045
34.666000,3.936866,-0.759457,9.801135,0.001541,-0.000559,0.004110
34.667000,3.985698,-0.788130,9.804311,0.000915,0.000346,0.003844
34.668000,4.056544,-0.801630,9.828083,0.000883,0.000628,0.002739
34.669000,4.069966,-0.809057,9.806561,0.001359,0.000805,0.002961
34.670000,4.111987,-0.822553,9.808748,0.000141,-0.000426,0.003628
34.671000,4.150677,-0.834117,9.824235,0.000079,0.000617,0.002482
34.672000,4.216812,-0.829887,9.799332,0.000167,0.000582,0.004016
34.673000,4.272576,-0.853298,9.808515,0.000712,-0.000849,0.004368
34.674000,4.296834,-0.873969,9.799625,0.000657,-0.000372,0.003943
34.675000,4.339426,-0.859388,9.795246,-0.000668,-0.000226,0.003018
34.676000,4.394665,-0.898647,9.831910,0.001223,0.001509,0.004616
34.677000,4.439324,-0.914372,9.805188,0.001187,-0.000535,0.005564
34.678000,4.479947,-0.905149,9.815594,0.000400,0.000121,0.004970
34.679000,4.530133,-0.940692,9.815302,0.000797,-0.000149,0.004123
34.680000,4.581783,-0.933791,9.814364,0.000669,0.000651,0.005840
34.681000,4.651004,-0.970646,9.810632,0.000125,0.000415,0.003134
34.682000,4.673035,-0.976516,9.818122,0.000853,0.001977,0.005559
34.683000,4.835972,-0.972090,9.790420,-0.001310,0.000434,0.004779
34.684000,4.898061,-1.009473,9.805353,0.001810,-0.000740,0.004255
34.685000,4.936647,-1.016763,9.813631,0.000254,0.002258,0.004005
34.686000,4.996259,-1.036558,9.805142,-0.001482,0.000832,0.006073
34.687000,5.029307,-1.050923,9.816086,0.000524,0.000901,0.004925
34.688000,5.099172,-1.054500,9.824672,0.001180,0.001005,0.004583
34.689000,5.139077,-1.080021,9.786069,-0.000600,-0.001667,0.003029
34.690000,5.209007,-1.094156,9.800884,0.000012,-0.001261,0.004063
34.691000,5.186524,-1.093598,9.798594,0.000115,-0.001072,0.004321
34.692000,5.192663,-1.107397,9.810423,0.000025,0.001407,0.003661
34.693000,5.159583,-1.082431,9.795415,-0.000264,-0.000063,0.002780
34.694000,5.165565,-1.081598,9.807738,0.001307,0.000793,0.005212
34.695000,5.152181,-1.103655,9.785219,-0.000087,0.000052,0.002825
34.696000,5.149999,-1.095701,9.799923,0.000067,-0.000300,0.005379
34.697000,5.146382,-1.081394,9.810623,-0.001502,0.000214,0.004777
34.698000,5.144972,-1.082044,9.812076,0.000938,0.000759,0.004629
34.699000,5.151837,-1.079397,9.823606,-0.001402,0.000706,0.003120
34.700000,5.153016,-1.090833,9.791672,-0.001324,-0.000460,0.003199
34.701000,5.115520,-1.096340,9.813388,0.000222,0.001224,0.003553
34.702000,5.107182,-1.104485,9.810222,-0.001154,0.000107,0.003804
34.703000,5.127795,-1.096223,9.810137,-0.000230,-0.002690,0.004842
34.704000,5.134882,-1.097916,9.796777,0.000383,0.000104,0.004286
34.705000,5.091733,-1.091301,9.798329,0.001239,0.000529,0.005287
34.706000,5.114190,-1.093938,9.799451,0.000601,0.001293,0.005154
34.707000,5.101546,-1.105619,9.801107,0.000608,-0.000110,0.004348
34.708000,5.084990,-1.103562,9.794899,0.001504,-0.000152,0.004991
34.709000,5.096204,-1.105307,9.815547,-0.000190,-0.001695,0.002500
34.710000,5.079537,-1.098122,9.816586,0.000818,-0.001352,0.005327
34.711000,5.076105,-1.083987,9.811641,-0.000929,0.000463,0.004091
34.712000,5.053259,-1.108829,9.807718,-0.000503,-0.000447,0.002805
34.713000,5.064007,-1.101893,9.796122,-0.001432,0.001890,0.004734
34.714000,5.056389,-1.089142,9.817605,0.001163,-0.001274,0.002348
34.715000,5.032350,-1.105122,9.794232,-0.002083,-0.000414,0.002947
34.716000,5.118683,-0.773006,9.791941,0.001121,-0.001189,0.005053
34.717000,5.096092,-0.773611,9.812519,0.000327,0.000266,0.002141
34.718000,5.090562,-0.790237,9.773166,-0.000283,-0.000524,0.004549
34.719000,5.097341,-0.793978,9.822175,-0.000304,0.000448,0.002521
34.720000,5.104898,-0.794029,9.808815,0.001745,-0.001007,0.001793
34.721000,5.093780,-0.778183,9.801984,0.000772,-0.000504,0.003266
34.722000,5.071841,-0.780504,9.817633,-0.000104,-0.000162,0.005588
34.723000,5.083529,-0.799700,9.803637,0.000047,0.000727,0.002950
34.724000,5.053675,-0.814852,9.801705,-0.001241,-0.000521,0.005121
34.725000,5.061939,-0.804012,9.809273,-0.000947,-0.000103,0.004746
34.726000,5.072449,-0.797431,9.808857,-0.000313,-0.001805,0.004838
34.727000,5.051101,-0.816168,9.807471,-0.000771,-0.000835,0.005305
34.728000,5.054788,-0.803909,9.799185,0.000619,0.000961,0.005144
34.729000,5.055972,-0.820156,9.796090,0.000408,0.000050,0.003778
34.730000,5.060185,-0.731568,9.825327,0.000290,-0.000091,0.003336
34.731000,5.035029,-0.735043,9.809347,0.000426,-0.000581,0.004384
34.732000,5.043656,-0.748752,9.795634,-0.000848,-0.001345,0.004494
34.733000,5.017715,-0.756406,9.824168,-0.001007,0.000759,0.002752
34.734000,5.007848,-0.752156,9.811241,-0.000505,-0.000349,0.002380
34.735000,5.023258,-0.755464,9.817091,-0.001863,0.001622,0.003883
34.736000,5.015272,-0.750163,9.806571,0.000606,0.001206,0.003693
34.737000,5.001481,-0.781813,9.796343,0.000728,0.000405,0.005588
34.738000,5.017445,-0.761263,9.821963,-0.000106,-0.000313,0.005058
34.739000,4.998644,-0.782618,9.801397,0.000637,0.000324,0.004356
34.740000,4.982345,-0.766858,9.804064,-0.000515,-0.000493,0.005119
34.741000,4.978432,-0.789213,9.801373,0.001021,-0.000373,0.004959
34.742000,4.974328,-0.798467,9.807630,-0.000248,0.000788,0.005676
34.743000,4.961321,-0.801181,9.806870,0.001019,0.000149,0.002990
34.744000,4.971059,-0.732556,9.808191,0.000637,-0.000634,0.003560
34.745000,4.975979,-0.745951,9.802222,0.000652,-0.000536,0.003504
34.746000,4.958866,-0.750678,9.811113,-0.000576,-0.000292,0.003347
34.747000,4.977125,-0.747328,9.797222,-0.000272,0.002397,0.004471
34.748000,4.942130,-0.777628,9.799266,-0.002294,0.000971,0.003874
34.749000,4.950220,-0.756188,9.792676,0.000456,-0.000308,0.003399
34.750000,4.941625,-0.771829,9.801059,0.001440,-0.000117,0.004601
34.751000,4.932275,-0.780137,9.811032,-0.000754,0.000722,0.003948
34.752000,4.912321,-0.782243,9.816573,0.000432,0.000435,0.005531
34.753000,4.915481,-0.777096,9.800893,-0.001984,0.000363,0.002122
34.754000,4.933231,-0.773647,9.802176,0.000352,0.001126,0.001457
34.755000,4.911019,-0.803348,9.798596,-0.000876,0.000351,0.005756
34.756000,4.898464,-0.792279,9.808840,0.000790,0.000610,0.004113
34.757000,4.902858,-0.809733,9.805289,0.000138,0.001369,0.003592
34.758000,4.893655,-0.794406,9.808811,-0.000078,0.000808,0.003299
34.759000,4.886857,-0.812737,9.790078,-0.001384,0.000969,0.005608
34.760000,4.877280,-0.809469,9.817455,0.000910,-0.000645,0.003330
34.761000,4.852884,-0.801814,9.799191,0.001066,0.000241,0.002796
34.762000,4.863824,-0.827498,9.809139,-0.000258,0.000547,0.004683
34.763000,4.853616,-0.820427,9.790593,0.000664,0.000992,0.001975
34.764000,4.857205,-0.794715,9.819791,-0.000504,0.000047,0.006047
34.765000,4.851457,-0.817858,9.822487,0.000983,-0.000363,0.002343
34.766000,4.867450,-0.793546,9.833220,-0.001006,-0.000739,0.004461
34.767000,4.856129,-0.806814,9.809226,-0.000114,-0.001702,0.002823
34.768000,4.848945,-0.806655,9.797809,0.001628,-0.002500,0.003468
34.769000,4.823422,-0.800937,9.804905,0.000708,0.001204,0.005737
34.770000,4.845885,-0.823453,9.799288,0.000561,-0.001956,0.003190
34.771000,4.826608,-0.795196,9.818270,0.000715,0.000440,0.004314
34.772000,4.820883,-0.819486,9.811064,-0.000406,0.001109,0.003837
34.773000,4.811755,-0.834028,9.798063,0.000633,0.000940,0.002221
34.774000,4.798206,-0.816586,9.817962,-0.000718,-0.001420,0.003996
34.775000,4.815121,-0.828153,9.808028,-0.000348,0.001921,0.006185
34.776000,4.819303,-0.764858,9.800837,-0.000021,0.000177,0.004951
34.777000,4.801228,-0.750041,9.805602,-0.001382,0.000261,0.002147
34.778000,4.812374,-0.766149,9.815735,-0.000475,0.001157,0.004853
34.779000,4.804920,-0.766664,9.801910,0.000382,-0.002251,0.003861
34.780000,4.793122,-0.764038,9.807798,0.001610,-0.003243,0.002817
34.781000,4.794701,-0.759490,9.794035,0.001434,0.000019,0.003115
34.782000,4.787909,-0.774123,9.805689,-0.000477,-0.000652,0.003946
34.783000,4.756730,-0.781191,9.800091,0.001691,-0.001121,0.004096
34.784000,4.753587,-0.784492,9.812902,-0.000427,-0.000209,0.003106
34.785000,4.766825,-0.774370,9.783592,0.000464,0.000372,0.003082
34.786000,4.762065,-0.790895,9.800543,-0.002679,0.001261,0.004337
34.787000,4.767245,-0.782870,9.805017,0.001580,0.001775,0.004301
34.788000,4.748054,-0.793502,9.787477,0.000033,-0.000809,0.004177
34.789000,4.745457,-0.784581,9.794219,0.001920,-0.000384,0.005773
34.790000,4.732832,-0.798222,9.809260,-0.000953,0.002369,0.004106
34.791000,4.745744,-0.801067,9.811943,-0.000721,0.000169,0.003912
34.792000,4.733999,-0.816039,9.808058,0.000638,0.000104,0.003154
34.793000,4.723016,-0.812107,9.803558,0.000131,-0.000329,0.004761
34.794000,4.712959,-0.803577,9.795831,-0.000048,0.000612,0.004236
34.795000,4.726230,-0.811682,9.793740,0.000787,0.000452,0.005441
34.796000,4.706651,-0.766573,9.796224,0.000112,-0.001362,0.004887
34.797000,4.711422,-0.747246,9.806214,0.000826,0.000481,0.005951
34.798000,4.707160,-0.761493,9.820034,-0.000742,0.001017,0.003862
34.799000,4.692014,-0.773098,9.800825,0.000047,-0.000205,0.004044
34.800000,4.689498,-0.769354,9.805795,0.000666,0.000173,0.005040
34.801000,4.684395,-0.769999,9.818249,-0.001139,-0.000669,0.003050
34.802000,4.678082,-0.774215,9.800215,-0.000284,0.000594,0.003968
34.803000,4.681643,-0.777655,9.808256,0.000107,-0.000952,0.003607
34.804000,4.671512,-0.793991,9.814514,0.000387,0.001688,0.004347
34.805000,4.672670,-0.791052,9.818138,-0.000627,-0.000865,0.004760
34.806000,4.655489,-0.785165,9.813496,-0.000158,-0.001038,0.003844
34.807000,4.647444,-0.798010,9.809140,0.000373,0.001121,0.004194
34.808000,4.649223,-0.811513,9.821604,0.001270,-0.000519,0.004414
34.809000,4.653448,-0.783361,9.820073,0.000969,-0.000366,0.003967
34.810000,4.635001,-0.789659,9.817111,0.000260,0.000438,0.004090
34.811000,4.647420,-0.795208,9.796525,0.000096,-0.000709,0.003669
34.812000,4.626482,-0.800663,9.816500,0.002415,0.000946,0.004955
34.813000,4.611106,-0.811757,9.796327,0.001644,0.000252,0.004131
34.814000,4.625557,-0.806733,9.793593,-0.003102,0.001321,0.004598
34.815000,4.613588,-0.813131,9.808477,0.000307,-0.000295,0.003401
34.816000,4.613819,-0.828193,9.811958,0.000338,0.000159,0.003247
34.817000,4.599073,-0.839656,9.803476,-0.000182,0.000544,0.003863
34.818000,4.603684,-0.824508,9.798140,-0.001392,-0.000825,0.005041
34.819000,4.575554,-0.830793,9.809698,-0.000439,-0.000935,0.003320
34.820000,4.591085,-0.848093,9.800678,0.000526,-0.000747,0.004710
34.821000,4.564198,-0.831621,9.805994,-0.001165,0.001485,0.005798
34.822000,4.575229,-0.827955,9.814803,-0.000012,-0.000455,0.007055
34.823000,4.577063,-0.855011,9.789775,-0.001065,0.000166,0.005772
34.824000,4.576978,-0.841504,9.810271,0.000483,-0.000135,0.003741
34.825000,4.559888,-0.850944,9.814434,-0.000277,0.000731,0.005300
34.826000,4.545119,-0.863890,9.806041,0.000131,0.000935,0.003983
34.827000,4.544411,-0.838493,9.809002,0.000752,0.000951,0.006110
34.828000,4.551162,-0.854212,9.819684,0.000345,0.001434,0.004322
34.829000,4.555251,-0.838819,9.778079,0.000727,0.000201,0.003344
34.830000,4.534454,-0.854350,9.806550,0.000599,0.000790,0.002635
34.831000,4.537863,-0.851940,9.800218,0.001835,-0.001505,0.004338
34.832000,4.527117,-0.840421,9.819413,-0.001240,-0.000709,0.004764
34.833000,4.515982,-0.867823,9.818929,0.000100,-0.000208,0.002995
34.834000,4.506883,-0.864351,9.812238,-0.000382,0.002382,0.003892
34.835000,4.517455,-0.855652,9.824092,0.000683,0.000681,0.004988
34.836000,4.498078,-0.875705,9.802803,0.000491,0.001056,0.005212
34.837000,4.508570,-0.881100,9.807200,-0.003222,0.000591,0.004290
34.838000,4.495465,-0.880710,9.805916,0.000377,0.000694,0.004171
34.839000,4.500210,-0.874471,9.798294,-0.001536,0.001870,0.004555
34.840000,4.495316,-0.880372,9.802838,0.002694,-0.000081,0.004439
34.841000,4.490225,-0.871354,9.802645,0.000988,0.001151,0.004151
34.842000,4.471672,-0.883517,9.799710,0.000048,-0.000190,0.003291
34.843000,4.461685,-0.875051,9.823552,0.001501,0.000190,0.003557
34.844000,4.465927,-0.903413,9.808458,0.000095,0.000530,0.004330
34.845000,4.461589,-0.904963,9.791170,0.000338,-0.000111,0.003776
34.846000,4.465888,-0.898826,9.797343,0.001538,0.000628,0.003432
34.847000,4.444263,-0.902033,9.814059,0.000078,0.003114,0.003972
34.848000,4.421922,-0.884818,9.821398,0.001122,-0.001096,0.006969
34.849000,4.417858,-0.905552,9.815200,0.000683,0.001877,0.003152
34.850000,4.439966,-0.905791,9.791424,-0.001102,0.001755,0.003836
34.851000,4.411761,-0.901027,9.816760,-0.000298,0.001030,0.004985
34.852000,4.425716,-0.913921,9.801042,0.001523,0.001967,0.004756
34.853000,4.416326,-0.916422,9.792453,0.000873,0.000213,0.002922
34.854000,4.430195,-0.885162,9.799022,-0.000250,-0.000232,0.005083
34.855000,4.399198,-0.906128,9.823593,-0.000423,-0.000668,0.005968
34.856000,4.398850,-0.891144,9.813511,-0.000132,-0.000355,0.003797
34.857000,4.379072,-0.901932,9.808443,0.000552,0.000864,0.003127
34.858000,4.387967,-0.900359,9.788644,0.000281,0.000901,0.003522
34.859000,4.400585,-0.913348,9.817292,-0.000066,0.000410,0.005522
34.860000,4.396649,-0.897549,9.808779,-0.000557,0.000477,0.004004
34.861000,4.392015,-0.897423,9.790142,0.000524,-0.000436,0.004048
34.862000,4.371037,-0.915569,9.800379,0.000330,-0.000711,0.004824
34.863000,4.390903,-0.902924,9.804211,0.000430,-0.000812,0.002583
34.864000,4.378098,-0.928280,9.800644,0.000659,0.001221,0.004050
34.865000,4.365437,-0.903542,9.813932,0.000279,-0.000141,0.004150
34.866000,4.358654,-0.927953,9.825622,0.000780,-0.002259,0.002862
34.867000,4.357498,-0.905998,9.815341,-0.000190,-0.000483,0.004276
34.868000,4.360110,-0.920784,9.811684,-0.000521,0.001396,0.003367
34.869000,4.369321,-0.907824,9.801934,-0.001304,0.000201,0.005550
34.870000,4.340079,-0.928641,9.805883,0.000955,0.000849,0.004060
34.871000,4.332848,-0.907001,9.823644,-0.000196,-0.000763,0.004238
34.872000,4.330619,-0.914843,9.797535,-0.000022,0.000863,0.004841
34.873000,4.315391,-0.908598,9.803111,-0.000600,0.000984,0.001997
34.874000,4.333736,-0.911698,9.809952,0.000666,0.001162,0.003549
34.875000,4.321588,-0.913877,9.803713,0.001826,0.001624,0.004277
34.876000,4.299712,-0.914804,9.810622,0.001367,0.001060,0.003235
34.877000,4.318584,-0.905268,9.808723,0.000524,-0.002227,0.003913
34.878000,4.302418,-0.881520,9.804367,-0.000252,-0.000241,0.004162
34.879000,4.315458,-0.909961,9.804417,-0.000006,-0.000711,0.003721
34.880000,4.301775,-0.897977,9.796684,-0.000103,0.000284,0.004336
34.881000,4.307348,-0.886784,9.817131,-0.000433,-0.000058,0.001196
34.882000,4.301469,-0.899820,9.811259,0.000624,0.001280,0.004901
34.883000,4.298978,-0.898265,9.810684,-0.000705,-0.001031,0.003265
34.884000,4.261667,-0.884275,9.800864,0.000713,-0.000057,0.003941
34.885000,4.279923,-0.905144,9.828537,-0.000433,0.000147,0.005044
34.886000,4.252387,-0.905541,9.815849,0.001658,0.001003,0.005585
34.887000,4.272081,-0.896151,9.794978,0.000737,0.001456,0.004625
34.888000,4.248024,-0.915279,9.826272,0.000994,-0.001209,0.003454
34.889000,4.275912,-0.916744,9.814122,0.000475,-0.000459,0.002118
34.890000,4.252421,-0.916714,9.807690,0.001045,0.001210,0.003373
34.891000,4.259737,-0.915966,9.809031,0.000597,-0.000380,0.004349
34.892000,4.232017,-0.901567,9.802006,-0.000875,-0.000161,0.002843
34.893000,4.263388,-0.884858,9.794650,0.000216,-0.000098,0.004473
34.894000,4.229678,-0.916458,9.803375,0.000110,-0.000815,0.004182
34.895000,4.218242,-0.892010,9.815314,0.001172,0.000442,0.004587
34.896000,4.224934,-0.892461,9.808909,0.001299,0.000669,0.003205
34.897000,4.230838,-0.897563,9.809024,0.000243,-0.001062,0.002838
34.898000,4.206304,-0.906190,9.796281,-0.001508,0.000636,0.004030
34.899000,4.207287,-0.896675,9.804959,-0.000258,0.000228,0.005193
34.900000,4.220197,-0.920523,9.797685,0.001740,-0.000161,0.004257
34.901000,4.212971,-0.894793,9.811677,0.000643,-0.000678,0.001147
34.902000,4.199845,-0.895131,9.809865,0.000310,0.000141,0.003614
34.903000,4.178505,-0.921826,9.809715,0.000201,-0.001617,0.002956
34.904000,4.207546,-0.923081,9.819931,0.001209,0.000650,0.004051
34.905000,4.186356,-0.885002,9.808641,-0.000496,-0.001116,0.004189
34.906000,4.183216,-0.890837,9.817313,0.001337,0.000288,0.004726
34.907000,4.181419,-0.897664,9.814540,-0.000073,0.001148,0.004201
34.908000,4.170922,-0.917488,9.814044,0.001693,0.000418,0.002730
34.909000,4.172196,-0.904550,9.789273,0.000012,0.001880,0.003483
34.910000,4.180645,-0.895835,9.805798,0.000403,0.001275,0.002194
34.911000,4.157320,-0.899427,9.785975,0.000164,-0.001184,0.003300
34.912000,4.134651,-0.906756,9.780448,-0.001679,-0.002016,0.004014
34.913000,4.145144,-0.904603,9.817300,0.000428,0.001760,0.004382
34.914000,4.148523,-0.896841,9.803710,-0.000822,-0.000787,0.004171
34.915000,4.163596,-0.901405,9.807779,0.000879,0.001150,0.005874
34.916000,4.135502,-0.908960,9.804719,-0.000310,-0.001512,0.004116
34.917000,4.142267,-0.903232,9.800696,-0.001788,-0.001600,0.004218
34.918000,4.137162,-0.916010,9.811711,0.000050,-0.000459,0.003595
34.919000,4.118790,-0.915501,9.808886,-0.000617,0.000330,0.004799
34.920000,4.135658,-0.918463,9.826425,-0.001518,-0.000780,0.003221
34.921000,4.111392,-0.931654,9.820933,0.001450,-0.000022,0.003755
34.922000,4.110106,-0.916568,9.801878,0.000812,-0.002164,0.003640
34.923000,4.120505,-0.913696,9.811433,0.000185,0.001153,0.005759
34.924000,4.122111,-0.930039,9.801535,-0.002051,-0.000321,0.004454
34.925000,4.107705,-0.901085,9.809947,-0.000256,0.000818,0.004170
34.926000,4.102691,-0.897178,9.788461,-0.000042,-0.001087,0.004062
34.927000,4.103260,-0.912319,9.804094,-0.000132,0.000720,0.004103
34.928000,4.089574,-0.930863,9.832420,0.000511,-0.001994,0.004673
34.929000,4.087087,-0.896562,9.810831,0.000086,-0.001318,0.003682
