t,ax,ay,az,gx,gy,gz
3.518000,0.064126,-0.041965,9.811963,-0.001305,0.000378,0.004215
3.519000,0.069629,-0.042060,9.807100,0.001159,-0.000461,0.005217
3.520000,0.055157,-0.017210,9.826272,-0.000722,-0.000068,0.005122
3.521000,0.055148,-0.038830,9.814950,0.000140,-0.001898,0.004912
3.522000,0.055714,-0.031907,9.806672,-0.001672,-0.000364,0.005249
3.523000,0.052889,-0.036391,9.807617,0.000608,-0.000457,0.003714
3.524000,0.061357,-0.027546,9.817170,-0.001153,0.000158,0.005779
3.525000,0.059363,-0.039217,9.801009,0.000507,-0.001308,0.003659
3.526000,0.054735,-0.019438,9.797300,-0.001357,-0.000040,0.003934
3.527000,0.069078,-0.036658,9.819752,-0.000209,0.000760,0.005606
3.528000,0.051140,-0.018644,9.812901,-0.000332,0.000957,0.004370
3.529000,0.037865,-0.033988,9.807146,0.001477,-0.000912,0.003630
3.530000,0.054249,-0.036919,9.803092,-0.000666,-0.000228,0.006267
3.531000,0.033471,-0.013172,9.808245,0.001046,-0.001246,0.003869
3.532000,0.062692,-0.033102,9.818055,0.001000,-0.000492,0.005369
3.533000,0.055420,-0.040118,9.791679,0.000087,-0.000045,0.007820
3.534000,0.035126,-0.032537,9.806346,-0.001223,0.000011,0.003909
3.535000,0.060765,-0.034171,9.804634,0.000223,0.000317,0.005391
3.536000,0.057598,-0.026690,9.809406,0.001075,-0.000180,0.003998
3.537000,0.061174,-0.024285,9.804735,-0.000536,0.001590,0.004884
3.538000,0.038564,-0.024804,9.800465,0.000277,-0.000842,0.003145
3.539000,0.058790,-0.034161,9.804464,-0.000693,-0.001601,0.005601
3.540000,0.043986,-0.036095,9.793220,-0.000719,-0.001388,0.003974
3.541000,0.058923,-0.029512,9.795515,0.001976,-0.001709,0.004945
3.542000,0.062076,-0.039210,9.797738,0.000899,-0.001243,0.005614
3.543000,0.055068,-0.021359,9.808199,0.000793,0.000701,0.004988
3.544000,0.053609,-0.016664,9.831442,-0.000170,-0.000125,0.004153
3.545000,0.050008,-0.042978,9.789361,0.000443,0.000696,0.004442
3.546000,0.039509,-0.048838,9.811187,0.001510,0.000420,0.004991
3.547000,0.043699,-0.026278,9.827547,0.000589,-0.000855,0.004848
3.548000,0.027067,-0.034892,9.802188,0.000893,-0.001497,0.003704
3.549000,0.042304,-0.024500,9.828164,-0.000513,0.000294,0.004239
3.550000,0.034513,-0.041021,9.813288,0.000453,-0.000231,0.005732
3.551000,0.062166,-0.041979,9.803507,-0.000608,-0.000781,0.006155
3.552000,0.031687,-0.024582,9.790688,-0.000517,0.000036,0.004844
3.553000,0.055016,-0.032089,9.811204,-0.000136,0.000797,0.004925
3.554000,0.049372,-0.040718,9.807734,-0.000458,0.000388,0.005577
3.555000,0.061103,-0.020507,9.798800,-0.000084,-0.000494,0.003096
3.556000,0.036801,-0.046738,9.807519,-0.000631,0.001383,0.005284
3.557000,0.057445,-0.022043,9.807827,0.000764,-0.000462,0.004626
3.558000,0.057184,-0.037365,9.824995,-0.000907,-0.001786,0.006412
3.559000,0.058192,-0.018391,9.797885,0.000591,-0.000073,0.005531
3.560000,0.041343,-0.032185,9.806113,0.001130,-0.000207,0.003883
3.561000,0.056102,-0.025098,9.814361,-0.002762,-0.000079,0.005221
3.562000,0.051241,-0.042593,9.799687,-0.000947,-0.000740,0.005286
3.563000,0.053570,-0.030197,9.797660,0.000326,0.001183,0.006164
3.564000,0.047887,-0.035130,9.825891,-0.000651,-0.000010,0.003651
3.565000,0.050167,-0.037496,9.811584,0.000117,-0.000592,0.004948
3.566000,0.041046,-0.021851,9.825119,0.001880,-0.000245,0.006680
3.567000,0.050560,-0.023413,9.796736,0.000596,-0.001314,0.004016
3.568000,0.039525,-0.024314,9.814484,-0.000893,-0.000500,0.007059
3.569000,0.046707,-0.026012,9.800235,-0.000649,0.000303,0.004799
3.570000,0.048935,-0.023266,9.818391,-0.000419,-0.000574,0.004742
3.571000,0.041179,-0.028916,9.813411,0.000726,0.000957,0.005566
3.572000,0.081017,-0.014944,9.814969,0.001017,-0.001919,0.004928
3.573000,0.051281,-0.027446,9.791700,0.000873,0.000708,0.005419
3.574000,0.060529,-0.033704,9.791147,0.000727,-0.003014,0.004618
3.575000,0.064085,-0.035242,9.794190,-0.002163,0.000225,0.004025
3.576000,0.053018,-0.033128,9.808463,0.000639,-0.000115,0.004397
3.577000,0.049579,-0.045107,9.813285,0.000250,-0.000837,0.004114
3.578000,0.049962,-0.034934,9.794720,-0.000021,0.000978,0.005322
3.579000,0.053500,-0.025783,9.804729,0.001362,0.000144,0.005862
3.580000,0.065326,-0.031543,9.788274,0.000115,-0.001601,0.005857
3.581000,0.054974,-0.024578,9.783972,0.000390,0.000571,0.005222
3.582000,0.050410,-0.052737,9.793736,-0.000075,0.000042,0.003879
3.583000,0.066770,-0.020079,9.811756,0.000478,-0.000986,0.003955
3.584000,0.040720,-0.051117,9.800998,0.001639,-0.000529,0.005912
3.585000,0.058147,-0.014453,9.811635,0.000513,0.000957,0.005133
3.586000,0.046433,-0.032663,9.803394,-0.001008,-0.000972,0.002710
3.587000,0.029543,-0.023241,9.798313,0.000146,-0.000557,0.004741
3.588000,0.039379,-0.043561,9.817664,0.000130,0.000030,0.005283
3.589000,0.048218,-0.001507,9.813537,0.001344,0.000141,0.006122
3.590000,0.036912,-0.043537,9.790157,0.000607,-0.000130,0.004715
3.591000,0.048324,-0.038199,9.792339,0.000855,0.000514,0.003029
3.592000,0.044898,-0.045553,9.796966,0.000676,0.000302,0.005330
3.593000,0.057014,-0.038629,9.795544,-0.000994,-0.002157,0.005124
3.594000,0.034009,-0.026242,9.807427,0.000889,0.001453,0.003913
3.595000,0.060362,-0.015667,9.809786,-0.000249,0.000922,0.004577
3.596000,0.040070,-0.013974,9.816273,-0.000017,-0.000487,0.004133
3.597000,0.049616,-0.025424,9.799719,-0.002584,0.000288,0.004037
3.598000,0.034466,-0.025108,9.809434,0.001208,-0.000523,0.006019
3.599000,0.030943,-0.028062,9.794168,-0.000226,-0.000080,0.006916
3.600000,0.027211,-0.032275,9.809475,-0.000234,0.001469,0.005934
3.601000,0.048329,-0.017153,9.810429,0.001125,-0.000563,0.005653
3.602000,0.049923,-0.035799,9.814615,0.000831,-0.000745,0.006176
3.603000,0.051132,-0.017355,9.813129,0.000798,0.000227,0.004258
3.604000,0.043306,-0.041264,9.815642,-0.000709,-0.000803,0.006554
3.605000,0.058854,-0.019958,9.788253,0.001145,-0.001155,0.004134
3.606000,0.053594,-0.021838,9.815890,0.000853,-0.000108,0.005447
3.607000,0.040071,-0.024117,9.809650,0.000753,0.001024,0.004215
3.608000,0.048609,-0.024162,9.804854,-0.000632,-0.000713,0.005115
3.609000,0.039795,-0.027071,9.809332,-0.000664,-0.002176,0.003148
3.610000,0.049105,-0.026076,9.793879,0.002537,-0.000638,0.005141
3.611000,0.052685,-0.034785,9.797050,0.001802,0.000093,0.003956
3.612000,0.051512,-0.038688,9.799676,0.002132,-0.000500,0.004733
3.613000,0.045137,-0.027679,9.810307,0.000834,0.000282,0.003904
3.614000,0.038180,-0.040065,9.800818,0.000898,-0.000090,0.004688
3.615000,0.055825,-0.015375,9.821166,0.000349,-0.000890,0.005336
3.616000,0.056448,-0.024015,9.816614,-0.001173,0.000106,0.003025
3.617000,0.042540,-0.044270,9.797352,0.002105,0.001106,0.005728
3.618000,0.046379,-0.024651,9.811586,0.000119,0.002490,0.003494
3.619000,0.053960,-0.033835,9.812671,-0.000252,0.000191,0.005671
3.620000,0.045198,-0.028367,9.799724,0.001404,-0.002598,0.005676
3.621000,0.045844,-0.037170,9.782615,0.002095,0.001498,0.006465
3.622000,0.041056,-0.041682,9.825933,-0.001547,0.000705,0.003260
3.623000,0.059856,-0.014362,9.803229,-0.001910,0.000492,0.003932
3.624000,0.048394,-0.032050,9.799416,0.000612,-0.000060,0.006566
3.625000,0.038273,-0.024325,9.801956,0.001431,0.000433,0.004623
3.626000,0.052470,-0.039811,9.819297,-0.000407,0.001359,0.005036
3.627000,0.048771,-0.035238,9.798876,0.001784,0.000116,0.005189
3.628000,0.053580,-0.021707,9.808865,-0.000209,-0.000779,0.005960
3.629000,0.065931,-0.037900,9.823917,0.001744,0.000212,0.004271
3.630000,0.070832,-0.020760,9.813166,-0.000246,0.000412,0.002831
3.631000,0.038441,-0.030013,9.799788,-0.000712,-0.000842,0.005613
3.632000,0.063242,-0.034743,9.799139,-0.000009,0.000099,0.003951
3.633000,0.062275,-0.012914,9.816853,-0.001694,-0.001615,0.005762
3.634000,0.039370,-0.033762,9.801494,-0.000531,-0.000269,0.003943
3.635000,0.037632,-0.042625,9.805805,0.001374,0.000569,0.003693
3.636000,0.038207,-0.031071,9.817722,0.000276,-0.001507,0.003782
3.637000,0.056943,-0.042990,9.826247,-0.000838,-0.001524,0.004771
3.638000,0.044157,-0.034327,9.794937,-0.000391,0.000384,0.004046
3.639000,0.038493,-0.018504,9.808657,-0.000412,-0.002113,0.004718
3.640000,0.048440,-0.039851,9.798794,-0.001314,0.000720,0.004364
3.641000,0.056836,-0.019028,9.812086,-0.001091,-0.000204,0.005496
3.642000,0.062662,-0.027478,9.796622,0.000700,-0.001172,0.005638
3.643000,0.049629,-0.039467,9.827578,0.000773,0.001957,0.005551
3.644000,0.057412,-0.013534,9.804292,0.000908,0.000455,0.004672
3.645000,0.065210,-0.024210,9.799920,0.000124,-0.001735,0.005374
3.646000,0.035911,-0.023236,9.810469,-0.000842,0.000650,0.004400
3.647000,0.035526,-0.026574,9.799808,0.000795,0.001778,0.005118
3.648000,0.032954,-0.039307,9.800552,-0.001650,-0.000327,0.004305
3.649000,0.026880,-0.025048,9.799460,0.000245,-0.002287,0.004437
3.650000,0.042937,-0.021879,9.809366,0.000662,0.000731,0.006007
3.651000,0.065203,-0.051771,9.804069,0.000785,0.000907,0.005174
3.652000,0.059332,-0.012274,9.793750,-0.001438,-0.001749,0.003385
3.653000,0.032253,-0.025879,9.827021,0.000614,-0.000598,0.003504
3.654000,0.044324,-0.035698,9.800387,-0.001455,-0.000689,0.003630
3.655000,0.053225,-0.030892,9.808014,0.001024,-0.000439,0.003312
3.656000,0.051228,-0.013778,9.783345,0.000883,-0.001004,0.004016
3.657000,0.029198,-0.008909,9.807083,-0.001536,0.001234,0.005056
3.658000,0.064463,-0.030791,9.798224,0.000743,0.000099,0.004670
3.659000,0.052105,-0.010945,9.803733,-0.000815,-0.000837,0.003940
3.660000,0.037299,-0.035117,9.798991,-0.001181,0.001812,0.003599
3.661000,0.059968,-0.031794,9.820637,-0.000029,-0.000042,0.004402
3.662000,0.032957,-0.042042,9.794273,0.000609,0.000435,0.004259
3.663000,0.070118,-0.019231,9.809499,0.000624,-0.000958,0.004037
3.664000,0.062262,-0.037986,9.807995,0.000275,0.000265,0.004519
3.665000,0.042196,-0.025922,9.807761,0.000419,0.001151,0.004000
3.666000,0.041232,-0.012633,9.811891,0.001349,-0.001251,0.005373
3.667000,0.063374,-0.038839,9.816328,-0.000412,-0.001967,0.006178
3.668000,0.044374,-0.026445,9.812095,-0.001566,-0.001562,0.004269
3.669000,0.057758,-0.028864,9.819119,-0.000025,0.000318,0.003843
3.670000,0.046515,-0.045886,9.822196,0.000425,-0.001088,0.004717
3.671000,0.038931,-0.025332,9.818761,0.001364,0.000015,0.002777
3.672000,0.065941,-0.025613,9.818312,0.000627,0.000172,0.003354
3.673000,0.068653,-0.027260,9.816340,0.002502,0.002450,0.005738
3.674000,0.047601,-0.035130,9.806511,0.001505,-0.000633,0.003822
3.675000,0.054592,-0.030340,9.806156,-0.001758,0.002119,0.006067
3.676000,0.078816,-0.032492,9.800494,-0.001344,-0.001148,0.006205
3.677000,0.031929,-0.020707,9.818028,-0.000686,-0.000479,0.004259
3.678000,0.050671,-0.024845,9.795552,0.001367,0.000324,0.005013
3.679000,0.060090,-0.027002,9.824084,-0.000760,-0.000030,0.003570
3.680000,0.051471,-0.031111,9.811867,0.000850,0.000411,0.005059
3.681000,0.054867,-0.021193,9.816238,0.000801,0.000639,0.005519
3.682000,0.055372,-0.047194,9.815538,-0.000061,0.000029,0.005120
3.683000,0.046194,-0.023579,9.795702,-0.001106,-0.001202,0.006358
3.684000,0.039399,-0.008430,9.812984,0.000357,0.000677,0.005105
3.685000,0.051448,-0.038482,9.785316,-0.000039,-0.000307,0.003364
3.686000,0.050482,-0.033465,9.817214,-0.000441,0.000276,0.003875
3.687000,0.043190,-0.046289,9.806059,0.000025,0.001247,0.003913
3.688000,0.048230,-0.044166,9.804947,-0.000016,-0.001623,0.004527
3.689000,0.055865,-0.017667,9.802663,-0.000124,-0.000880,0.003838
3.690000,0.062669,-0.034069,9.809664,-0.000773,-0.002274,0.004909
3.691000,0.043017,-0.020506,9.815559,-0.001349,0.000025,0.004007
3.692000,0.056543,-0.020692,9.805481,-0.001579,-0.000968,0.006916
3.693000,0.041380,-0.018053,9.811611,0.000393,-0.000414,0.005269
3.694000,0.040751,-0.033250,9.810503,0.000690,-0.001106,0.004817
3.695000,0.052719,-0.030578,9.797336,-0.002021,-0.000395,0.004626
3.696000,0.048298,-0.025279,9.802847,-0.000515,0.001184,0.003764
3.697000,0.049993,-0.024939,9.819744,0.000061,0.000008,0.005177
3.698000,0.054289,-0.042064,9.816925,0.001113,0.000191,0.005000
3.699000,0.048147,-0.035116,9.802857,0.001144,-0.000707,0.001877
3.700000,0.034269,-0.028123,9.828087,-0.001067,0.002184,0.005638
3.701000,0.058275,-0.026905,9.792783,-0.001393,-0.001785,0.005024
3.702000,0.055758,-0.050149,9.799190,0.002223,-0.000962,0.003136
3.703000,0.058177,-0.047238,9.791019,-0.000650,-0.000984,0.003835
3.704000,0.047426,-0.028290,9.819743,0.000234,-0.000520,0.005047
3.705000,0.067194,-0.032363,9.821006,-0.000521,0.000864,0.004908
3.706000,0.035853,-0.008881,9.820363,0.000558,-0.000911,0.004718
3.707000,0.047224,-0.020975,9.797743,0.000206,-0.001545,0.006400
3.708000,0.065477,-0.022642,9.811798,-0.000786,-0.000167,0.006317
3.709000,0.053654,-0.030894,9.814883,-0.000126,-0.000694,0.004504
3.710000,0.056128,-0.038292,9.814183,-0.000439,-0.000089,0.005144
3.711000,0.029349,-0.037322,9.782782,0.001156,0.000425,0.004676
3.712000,0.057563,-0.028674,9.820478,-0.001773,-0.000416,0.004908
3.713000,0.043382,-0.018047,9.796194,-0.001065,0.000147,0.006344
3.714000,0.047160,-0.043512,9.788502,0.000001,0.000256,0.004778
3.715000,0.042581,-0.021612,9.811256,0.001705,0.000343,0.004016
3.716000,0.053263,-0.047562,9.797463,-0.000556,0.000773,0.004745
3.717000,0.037363,-0.034579,9.813988,0.001042,-0.001753,0.003912
3.718000,0.058544,-0.031966,9.820756,0.001254,-0.000529,0.006757
3.719000,0.054106,-0.026107,9.802232,-0.000466,0.000824,0.004457
3.720000,0.058021,-0.022562,9.815503,-0.001247,0.000482,0.005600
3.721000,0.043791,-0.022769,9.808939,-0.000825,-0.000830,0.004771
3.722000,0.052310,-0.029289,9.812112,0.000113,0.000247,0.003381
3.723000,0.046517,-0.025127,9.818232,0.001158,-0.000966,0.004535
3.724000,0.042328,-0.024681,9.811198,-0.001356,0.000105,0.005783
3.725000,0.073696,-0.017951,9.791272,-0.001740,-0.000744,0.004782
3.726000,0.071245,-0.014915,9.812229,-0.000222,-0.000874,0.005167
3.727000,0.053965,-0.014090,9.810884,-0.000955,-0.000901,0.004162
3.728000,0.051965,-0.014807,9.807786,0.000779,0.000433,0.005987
3.729000,0.045732,-0.027633,9.799566,0.000337,-0.000762,0.005250
3.730000,0.056184,-0.029993,9.809795,-0.000326,-0.000299,0.004691
3.731000,0.055521,-0.040214,9.810058,0.000465,0.001531,0.004263
3.732000,0.037085,-0.025873,9.799678,-0.001268,0.000846,0.004887
3.733000,0.057537,-0.012503,9.799350,0.001051,-0.000069,0.005770
3.734000,0.028280,-0.024903,9.790630,0.000471,-0.001547,0.004711
3.735000,0.050704,-0.043939,9.796324,0.000528,0.000199,0.005132
3.736000,0.034535,-0.031016,9.822684,0.001887,-0.001094,0.002242
3.737000,0.039439,-0.015331,9.822066,0.001073,0.000851,0.003361
3.738000,0.028348,-0.029915,9.801127,0.001602,-0.001736,0.003776
3.739000,0.056815,-0.008143,9.797291,0.001139,0.000218,0.003871
3.740000,0.048612,-0.018868,9.801082,0.000485,0.000904,0.003732
3.741000,0.051368,-0.038500,9.803724,-0.000979,0.000251,0.004921
3.742000,0.041617,-0.032752,9.816641,0.000070,0.000111,0.006014
3.743000,0.050146,-0.036549,9.804477,0.000628,0.001039,0.004069
3.744000,0.048218,-0.013469,9.803793,-0.000255,-0.001800,0.006897
3.745000,0.048348,-0.026512,9.809314,0.000782,-0.000289,0.005847
3.746000,0.056516,-0.032757,9.821908,-0.000293,0.000915,0.005749
3.747000,0.058336,-0.018909,9.824575,0.000138,0.000238,0.004308
3.748000,0.038837,-0.028644,9.799532,0.000179,-0.000660,0.004456
3.749000,0.053769,-0.040919,9.811492,0.001013,-0.000113,0.006362
3.750000,0.048323,-0.032930,9.808845,-0.000194,0.001542,0.004223
3.751000,0.048536,-0.032342,9.806462,0.000036,-0.000239,0.003259
3.752000,0.035172,-0.026350,9.822022,0.001313,0.001739,0.004091
3.753000,0.053691,-0.031663,9.820224,0.002010,-0.000335,0.006977
3.754000,0.026356,-0.036722,9.812965,0.001208,0.000893,0.004392
3.755000,0.042792,-0.019103,9.787313,-0.001690,0.000136,0.004773
3.756000,0.043966,-0.027551,9.796618,0.001338,0.001259,0.003302
3.757000,0.052622,-0.026645,9.820933,0.000744,-0.001430,0.005272
3.758000,0.058928,-0.030362,9.819025,0.001906,-0.000415,0.004238
3.759000,0.044708,-0.046955,9.807663,0.001577,-0.001198,0.004867
3.760000,0.056793,-0.037853,9.823473,0.000137,-0.001335,0.005920
3.761000,0.060659,-0.025661,9.794004,-0.000701,0.001073,0.004055
3.762000,0.048934,-0.021048,9.803620,-0.000135,-0.001241,0.004848
3.763000,0.051468,-0.028658,9.779722,0.000615,0.000503,0.002851
3.764000,0.055162,-0.030176,9.804799,0.002459,0.000419,0.003345
3.765000,0.040955,-0.013552,9.793945,-0.000388,0.000665,0.004191
3.766000,0.060385,-0.017276,9.823892,-0.000674,0.000407,0.003906
3.767000,0.046509,-0.026655,9.810201,0.001364,-0.000558,0.005024
3.768000,0.043561,-0.034728,9.805995,0.000878,0.001302,0.004131
3.769000,0.046768,-0.028879,9.809496,-0.000256,-0.000590,0.004746
3.770000,0.057031,-0.014748,9.803505,0.000575,0.000855,0.004323
3.771000,0.043923,-0.037011,9.814588,0.000226,-0.000701,0.004325
3.772000,0.042763,-0.030678,9.815209,0.000430,-0.000914,0.004347
3.773000,0.051791,-0.026566,9.783050,0.001531,0.000291,0.004993
3.774000,0.040874,-0.040374,9.808695,-0.001058,-0.001223,0.004791
3.775000,0.065839,-0.033465,9.794835,-0.001153,0.000319,0.004104
3.776000,0.050346,-0.031966,9.797747,-0.000504,-0.001236,0.004394
3.777000,0.052634,-0.031007,9.799456,-0.000214,-0.000053,0.006372
3.778000,0.042394,-0.033558,9.806732,-0.000101,0.001923,0.005243
3.779000,0.037348,-0.040572,9.795260,-0.000238,-0.001060,0.004652
3.780000,0.058253,-0.032783,9.814720,0.000872,-0.000757,0.005232
3.781000,0.041718,-0.013867,9.807130,0.000789,0.000003,0.004705
3.782000,0.047085,-0.028176,9.816654,-0.000152,-0.000839,0.005307
3.783000,0.038479,-0.055711,9.805652,-0.000748,-0.000641,0.005692
3.784000,0.049682,-0.012793,9.788205,-0.000452,0.000678,0.005355
3.785000,0.045226,-0.021759,9.801531,-0.000144,-0.000683,0.004859
3.786000,0.053631,-0.040575,9.801980,-0.001178,-0.000464,0.004358
3.787000,0.052971,-0.036135,9.814167,0.000446,-0.001153,0.004919
3.788000,0.055707,-0.019815,9.815304,-0.000626,0.000934,0.004073
3.789000,0.058770,-0.034271,9.801249,0.001500,0.000632,0.006097
3.790000,0.061095,-0.017841,9.803635,-0.000111,0.001126,0.004594
3.791000,0.063304,-0.020457,9.799825,0.001385,-0.002727,0.004632
3.792000,0.045867,-0.040461,9.815790,-0.001203,0.000688,0.004108
3.793000,0.038930,-0.026960,9.810236,0.000104,-0.001585,0.004021
3.794000,0.056800,-0.037322,9.798862,0.000786,-0.000275,0.002695
3.795000,0.052467,-0.049284,9.802713,-0.000281,-0.000865,0.004859
3.796000,0.069787,-0.030869,9.793861,0.001877,-0.000790,0.004787
3.797000,0.051170,-0.012863,9.812084,0.000650,-0.001064,0.004862
3.798000,0.033739,-0.032122,9.807408,-0.000151,0.000362,0.004502
3.799000,0.060524,-0.008519,9.805728,-0.000027,0.002247,0.004392
3.800000,0.043776,-0.035480,9.780684,0.000051,0.001111,0.003114
3.801000,0.042453,-0.018521,9.802573,0.000849,-0.001250,0.005510
3.802000,0.059599,-0.035831,9.789605,0.001669,-0.000444,0.006381
3.803000,0.053680,-0.028721,9.791663,-0.000133,0.000594,0.004111
3.804000,0.036963,-0.033401,9.801814,0.001396,-0.000791,0.004010
3.805000,0.028440,-0.021279,9.816020,0.000565,-0.000543,0.003452
3.806000,0.035434,-0.058484,9.804592,-0.000381,-0.000719,0.006549
3.807000,0.050756,-0.014439,9.803024,0.002546,0.000429,0.004191
3.808000,0.042617,-0.036028,9.833761,0.000050,-0.000250,0.005139
3.809000,0.040423,-0.033364,9.805180,-0.000001,-0.000096,0.005061
3.810000,0.045757,-0.024134,9.797922,-0.000613,0.000348,0.005813
3.811000,0.044187,-0.026367,9.805373,0.002686,0.001335,0.003075
3.812000,0.049962,-0.031897,9.816127,0.001093,0.001608,0.006425
3.813000,0.057296,-0.026599,9.803931,-0.001238,0.000706,0.006281
3.814000,0.028543,-0.023620,9.808949,0.002719,-0.000581,0.007041
3.815000,0.048940,-0.006776,9.825521,-0.000985,0.000300,0.003050
3.816000,0.047991,-0.021301,9.807803,-0.000030,-0.000597,0.004527
3.817000,0.058953,-0.020792,9.819723,0.000804,0.000123,0.005139
3.818000,0.051264,-0.025866,9.785985,0.000251,-0.000178,0.004720
3.819000,0.040579,-0.042376,9.808893,-0.000202,-0.000613,0.005633
3.820000,0.049197,-0.006209,9.810801,0.001471,-0.000888,0.005545
3.821000,0.055721,-0.030130,9.800460,0.000870,-0.000462,0.005079
3.822000,0.040559,-0.028022,9.818402,0.000954,-0.000703,0.005971
3.823000,0.058637,-0.034179,9.793148,-0.001311,-0.001577,0.004702
3.824000,0.043597,-0.034085,9.792987,0.002350,0.000810,0.004971
3.825000,0.030802,-0.042921,9.807790,0.000556,0.001466,0.004254
3.826000,0.052986,-0.031387,9.798684,0.000223,0.001073,0.004394
3.827000,0.066648,-0.022005,9.812887,0.001150,-0.000900,0.005486
3.828000,0.048146,-0.028934,9.816322,0.001082,-0.000222,0.003920
3.829000,0.050645,-0.023440,9.805063,-0.001117,0.000659,0.003655
3.830000,0.059442,-0.033314,9.810019,-0.000100,0.000707,0.005733
3.831000,0.066713,-0.016525,9.807249,-0.000048,0.000784,0.003518
3.832000,0.048079,-0.018268,9.790811,-0.000017,0.002095,0.005179
3.833000,0.050995,-0.023532,9.807526,0.000279,-0.000668,0.004761
3.834000,0.049643,-0.031973,9.803833,-0.000328,-0.000751,0.004608
3.835000,0.053760,-0.036132,9.796268,-0.000345,0.000484,0.004846
3.836000,0.021531,-0.034802,9.812472,0.000879,-0.000352,0.004436
3.837000,0.059490,-0.037064,9.806193,-0.001103,-0.001064,0.004289
3.838000,0.047678,-0.033663,9.799674,-0.001003,-0.000138,0.005015
3.839000,0.047589,-0.035906,9.807360,-0.001302,-0.001336,0.005670
3.840000,0.055331,-0.018858,9.805754,-0.000174,-0.000756,0.003636
3.841000,0.046129,-0.015731,9.796915,0.000113,0.001084,0.005956
3.842000,0.052980,-0.036679,9.801345,-0.001041,-0.000066,0.005593
3.843000,0.045430,-0.028426,9.799258,-0.000551,-0.001249,0.004077
3.844000,0.042448,-0.039178,9.808825,-0.000148,-0.001107,0.005095
3.845000,0.065012,-0.024193,9.797785,-0.000276,-0.001018,0.004893
3.846000,0.043905,-0.036308,9.821848,-0.000405,-0.001106,0.003817
3.847000,0.055649,-0.027704,9.807740,0.000394,0.000006,0.003263
3.848000,0.047739,-0.023196,9.791528,-0.001077,-0.001473,0.004884
3.849000,0.037425,-0.039827,9.810529,-0.000540,-0.000017,0.004333
3.850000,0.033599,-0.030117,9.795475,-0.000248,0.001883,0.005805
3.851000,0.041778,-0.034252,9.824711,-0.001229,-0.001619,0.005871
3.852000,0.056317,-0.032011,9.801688,-0.001245,0.000395,0.007074
3.853000,0.059703,-0.012963,9.793141,0.000260,-0.001586,0.006436
3.854000,0.051098,-0.035963,9.814682,-0.000426,0.000575,0.004204
3.855000,0.059964,-0.024185,9.785540,0.001625,-0.001413,0.004162
3.856000,0.050486,-0.031464,9.821605,-0.000024,-0.000339,0.004649
3.857000,0.053750,-0.024183,9.788457,0.000359,0.000654,0.003684
3.858000,0.067200,-0.033966,9.793718,-0.001941,0.001192,0.004073
3.859000,0.062066,-0.033148,9.813748,-0.001122,0.001587,0.006588
3.860000,0.046149,-0.028095,9.795117,-0.001669,0.000569,0.003724
3.861000,0.035500,-0.030926,9.805218,0.000512,-0.001458,0.003527
3.862000,0.047887,-0.028197,9.815827,0.000202,0.001055,0.005494
3.863000,0.070662,-0.027874,9.811543,-0.001272,0.000861,0.004430
3.864000,0.049727,-0.031339,9.811240,-0.000029,-0.000952,0.005880
3.865000,0.043999,-0.012608,9.816262,0.000513,0.000742,0.005833
3.866000,0.051565,-0.050977,9.777704,0.001371,-0.001079,0.006154
3.867000,0.058933,-0.030930,9.811964,-0.000934,-0.000771,0.005149
3.868000,0.053084,-0.038408,9.804044,-0.000325,-0.000522,0.004219
3.869000,0.060716,-0.018339,9.789305,-0.000356,0.001207,0.003592
3.870000,0.053484,-0.028832,9.810818,0.000404,0.000670,0.006082
3.871000,0.042037,-0.011890,9.807617,0.001744,0.000453,0.002975
3.872000,0.054155,-0.017583,9.821053,-0.000321,-0.001549,0.004885
3.873000,0.042770,-0.029908,9.807635,-0.001329,-0.001561,0.004677
3.874000,0.032399,-0.027132,9.808333,0.000018,0.000176,0.004576
3.875000,0.045616,-0.047121,9.802653,-0.000555,0.000252,0.003819
3.876000,0.041954,-0.039386,9.807910,0.000090,0.000339,0.005335
3.877000,0.051376,-0.042326,9.793309,0.000361,0.000573,0.003431
3.878000,0.064194,-0.048246,9.793783,0.000672,0.001153,0.003523
3.879000,0.054196,-0.032538,9.804407,-0.000235,-0.000602,0.007438
3.880000,0.041596,-0.026522,9.812984,0.000970,0.000427,0.004651
3.881000,0.035458,-0.039586,9.784911,0.000703,-0.001822,0.006672
3.882000,0.066580,-0.027909,9.818141,-0.000883,-0.001134,0.004029
3.883000,0.057452,-0.033429,9.789057,-0.001641,-0.000832,0.004380
3.884000,0.043778,-0.050829,9.805008,0.000651,0.000356,0.004387
3.885000,0.067182,-0.023681,9.810531,0.000448,0.000403,0.004452
3.886000,0.057120,-0.056259,9.823025,0.000205,-0.000093,0.004074
3.887000,0.049562,-0.028190,9.795953,0.000495,-0.000019,0.003092
3.888000,0.045512,-0.026151,9.804386,0.000517,0.000873,0.004476
3.889000,0.037812,-0.031308,9.817979,-0.000498,-0.001996,0.005514
3.890000,0.074538,-0.030984,9.810997,0.000805,0.001354,0.003919
3.891000,0.062626,-0.037971,9.792761,-0.001157,0.000489,0.003661
3.892000,0.056819,-0.029560,9.779883,0.000013,-0.000896,0.003850
3.893000,0.045635,-0.027086,9.812302,0.000355,0.000838,0.004927
3.894000,0.041816,-0.038710,9.805718,0.000229,-0.002351,0.006180
