t,name,relative_speed_mps
16.495,Post_2,0.4492
16.495,Shelf_0,0.4492
19.486,baffle_left_2,1.4262
30.887,Post_2,1.1228
30.887,Shelf_0,1.1228
31.179000000000002,Shelf_0,0.4169
31.285000000000004,Post_2,0.5339
34.078,baffle_left_2,1.4397
45.719,Post_2,0.5288
45.719,Shelf_0,0.5288
48.676,baffle_left_2,1.4352
