t,n,x_n,y_n,x_degenerate,y_degenerate
51.976,490,245,245,0,0
52.001,489,244,245,0,0
52.026,493,246,247,0,0
52.051,487,243,244,0,0
52.076,493,246,247,0,0
52.101,495,247,248,0,0
52.126,492,246,246,0,0
52.151,492,246,246,0,0
52.176,492,246,246,0,0
52.201,494,247,247,0,0
52.226,492,246,246,0,0
52.251,492,246,246,0,0
52.276,492,246,246,0,0
52.301,492,246,246,0,0
52.326,492,246,246,0,0
52.351,511,255,256,0,0
52.376,493,246,247,0,0
52.401,492,246,246,0,0
52.451,491,245,246,0,0
52.476,492,246,246,0,0
52.501,493,246,247,0,0
52.526,491,245,246,0,0
52.551,493,246,247,0,0
52.576,491,245,246,0,0
52.601,492,246,246,0,0
52.626,491,245,246,0,0
52.651,491,245,246,0,0
52.676,492,246,246,0,0
52.701,491,245,246,0,0
52.751,509,254,255,0,0
52.776,490,245,245,0,0
52.801,490,245,245,0,0
52.826,490,245,245,0,0
52.851,489,244,245,0,0
52.876,491,245,246,0,0
52.901,491,245,246,0,0
52.926,490,245,245,0,0
52.951,492,246,246,0,0
53.001,492,246,246,0,0
53.026,488,244,244,0,0
53.051,490,245,245,0,0
53.076,490,245,245,0,0
53.101,492,246,246,0,0
53.126,490,245,245,0,0
53.151,494,247,247,0,0
53.176,491,245,246,0,0
53.201,491,245,246,0,0
53.226,491,245,246,0,0
53.251,490,245,245,0,0
53.276,495,247,248,0,0
53.301,491,245,246,0,0
53.326,493,246,247,0,0
53.351,492,246,246,0,0
53.376,493,246,247,0,0
53.401,491,245,246,0,0
53.426,491,245,246,0,0
53.451,491,245,246,0,0
53.501,491,245,246,0,0
53.526,491,245,246,0,0
53.551,491,245,246,0,0
53.576,491,245,246,0,0
53.601,490,245,245,0,0
53.626,490,245,245,0,0
53.651,489,244,245,0,0
53.676,493,246,247,0,0
53.701,487,243,244,0,0
53.726,492,246,246,0,0
53.751,491,245,246,0,0
53.776,491,245,246,0,0
53.801,490,245,245,0,0
53.826,491,245,246,0,0
53.851,488,244,244,0,0
53.876,489,244,245,0,0
53.901,491,245,246,0,0
53.926,521,260,261,0,0
53.951,522,261,261,0,0
53.976,494,247,247,0,0
54.001,524,262,262,0,0
54.026,524,262,262,0,0
54.051,522,261,261,0,0
54.076,515,257,258,0,0
54.101,511,255,256,0,0
54.126,510,255,255,0,0
54.151,511,255,256,0,0
54.176,524,262,262,0,0
54.201,525,262,263,0,0
54.226,517,258,259,0,0
54.251,512,256,256,0,0
54.276,512,256,256,0,0
54.301,525,262,263,0,0
54.326,527,263,264,0,0
54.351,528,264,264,0,0
54.376,528,264,264,0,0
54.401,529,264,265,0,0
54.426,530,265,265,0,0
54.451,541,270,271,0,0
54.476,541,270,271,0,0
54.501,541,270,271,0,0
54.526,541,270,271,0,0
54.551,541,270,271,0,0
54.576,541,270,271,0,0
54.601,541,270,271,0,0
54.626,541,270,271,0,0
54.651,541,270,271,0,0
54.676,541,270,271,0,0
54.726,541,270,271,0,0
54.751,541,270,271,0,0
54.776,541,270,271,0,0
54.801,541,270,271,0,0
54.826,541,270,271,0,0
54.851,541,270,271,0,0
54.876,541,270,271,0,0
54.901,541,270,271,0,0
54.926,541,270,271,0,0
54.951,541,270,271,0,0
54.976,541,270,271,0,0
55.001,541,270,271,0,0
55.026,541,270,271,0,0
55.051,541,270,271,0,0
55.076,541,270,271,0,0
55.101,541,270,271,0,0
55.126,541,270,271,0,0
55.151,541,270,271,0,0
55.176,541,270,271,0,0
55.201,541,270,271,0,0
55.226,541,270,271,0,0
55.251,541,270,271,0,0
55.276,541,270,271,0,0
55.301,541,270,271,0,0
55.326,541,270,271,0,0
55.351,541,270,271,0,0
55.376,537,268,269,0,0
55.401,541,270,271,0,0
55.426,541,270,271,0,0
55.451,536,268,268,0,0
55.476,531,265,266,0,0
55.501,536,268,268,0,0
55.526,530,265,265,0,0
55.551,519,259,260,0,0
55.576,530,265,265,0,0
55.601,520,260,260,0,0
55.626,531,265,266,0,0
55.651,523,261,262,0,0
55.676,526,263,263,0,0
55.701,528,264,264,0,0
55.726,522,261,261,0,0
55.751,528,264,264,0,0
55.776,527,263,264,0,0
55.801,528,264,264,0,0
55.826,525,262,263,0,0
55.851,527,263,264,0,0
55.876,527,263,264,0,0
55.901,527,263,264,0,0
55.926,525,262,263,0,0
55.951,528,264,264,0,0
55.976,528,264,264,0,0
56.001,527,263,264,0,0
56.026,527,263,264,0,0
56.051,528,264,264,0,0
56.076,522,261,261,0,0
56.101,532,266,266,0,0
56.126,528,264,264,0,0
56.151,521,260,261,0,0
56.176,524,262,262,0,0
56.201,522,261,261,0,0
56.226,517,258,259,0,0
56.251,533,266,267,0,0
56.276,523,261,262,0,0
56.301,533,266,267,0,0
56.326,523,261,262,0,0
56.351,527,263,264,0,0
56.376,524,262,262,0,0
56.401,528,264,264,0,0
56.426,533,266,267,0,0
56.451,537,268,269,0,0
56.476,537,268,269,0,0
56.501,537,268,269,0,0
56.526,537,268,269,0,0
56.551,537,268,269,0,0
56.576,541,270,271,0,0
56.601,537,268,269,0,0
56.626,541,270,271,0,0
56.651,537,268,269,0,0
56.676,541,270,271,0,0
56.701,537,268,269,0,0
56.726,541,270,271,0,0
56.751,541,270,271,0,0
56.776,541,270,271,0,0
56.801,541,270,271,0,0
56.826,541,270,271,0,0
56.851,541,270,271,0,0
56.876,541,270,271,0,0
56.901,541,270,271,0,0
56.926,541,270,271,0,0
56.951,541,270,271,0,0
56.976,541,270,271,0,0
57.001,541,270,271,0,0
57.026,541,270,271,0,0
57.051,541,270,271,0,0
57.076,541,270,271,0,0
57.101,541,270,271,0,0
57.126,541,270,271,0,0
57.151,541,270,271,0,0
57.176,541,270,271,0,0
57.201,534,267,267,0,0
57.226,541,270,271,0,0
57.251,541,270,271,0,0
57.276,541,270,271,0,0
57.301,541,270,271,0,0
57.326,541,270,271,0,0
57.351,541,270,271,0,0
57.376,541,270,271,0,0
57.401,541,270,271,0,0
57.426,541,270,271,0,0
57.451,541,270,271,0,0
57.476,541,270,271,0,0
57.501,541,270,271,0,0
57.526,541,270,271,0,0
57.576,541,270,271,0,0
57.601,541,270,271,0,0
57.626,541,270,271,0,0
57.651,541,270,271,0,0
57.676,541,270,271,0,0
57.701,541,270,271,0,0
57.726,541,270,271,0,0
57.751,541,270,271,0,0
57.776,541,270,271,0,0
57.826,541,270,271,0,0
57.851,541,270,271,0,0
57.876,541,270,271,0,0
57.901,541,270,271,0,0
57.926,541,270,271,0,0
57.951,541,270,271,0,0
57.976,541,270,271,0,0
58.001,541,270,271,0,0
58.026,541,270,271,0,0
58.051,541,270,271,0,0
58.101,541,270,271,0,0
58.126,541,270,271,0,0
58.176,541,270,271,0,0
58.201,541,270,271,0,0
58.226,541,270,271,0,0
58.251,541,270,271,0,0
58.276,541,270,271,0,0
58.301,541,270,271,0,0
58.326,541,270,271,0,0
58.351,541,270,271,0,0
58.376,541,270,271,0,0
58.401,541,270,271,0,0
58.426,541,270,271,0,0
58.451,541,270,271,0,0
58.476,541,270,271,0,0
58.501,541,270,271,0,0
58.551,541,270,271,0,0
58.576,541,270,271,0,0
58.601,541,270,271,0,0
58.626,541,270,271,0,0
58.651,541,270,271,0,0
58.676,541,270,271,0,0
58.701,541,270,271,0,0
58.726,541,270,271,0,0
58.751,541,270,271,0,0
58.776,541,270,271,0,0
58.801,541,270,271,0,0
58.826,541,270,271,0,0
58.851,541,270,271,0,0
58.876,541,270,271,0,0
58.901,541,270,271,0,0
58.926,541,270,271,0,0
58.951,537,268,269,0,0
58.976,541,270,271,0,0
59.001,541,270,271,0,0
59.026,541,270,271,0,0
59.051,541,270,271,0,0
59.076,541,270,271,0,0
59.101,541,270,271,0,0
59.126,541,270,271,0,0
59.151,541,270,271,0,0
59.176,541,270,271,0,0
59.201,541,270,271,0,0
59.226,541,270,271,0,0
59.251,541,270,271,0,0
59.276,541,270,271,0,0
59.301,541,270,271,0,0
59.326,541,270,271,0,0
59.351,541,270,271,0,0
59.376,541,270,271,0,0
59.401,541,270,271,0,0
59.426,541,270,271,0,0
59.451,541,270,271,0,0
59.476,541,270,271,0,0
59.501,541,270,271,0,0
59.526,541,270,271,0,0
59.551,541,270,271,0,0
59.576,537,268,269,0,0
59.601,541,270,271,0,0
59.626,541,270,271,0,0
59.651,541,270,271,0,0
59.676,541,270,271,0,0
59.701,541,270,271,0,0
59.726,541,270,271,0,0
59.751,541,270,271,0,0
59.776,541,270,271,0,0
59.801,541,270,271,0,0
59.826,541,270,271,0,0
59.851,541,270,271,0,0
59.876,541,270,271,0,0
59.901,541,270,271,0,0
59.926,541,270,271,0,0
59.951,541,270,271,0,0
59.976,541,270,271,0,0
60.001,541,270,271,0,0
60.026,541,270,271,0,0
60.051,541,270,271,0,0
60.076,541,270,271,0,0
60.101,541,270,271,0,0
60.126,541,270,271,0,0
60.151,541,270,271,0,0
60.176,541,270,271,0,0
60.201,541,270,271,0,0
60.226,541,270,271,0,0
60.251,541,270,271,0,0
60.276,541,270,271,0,0
60.301,541,270,271,0,0
60.326,541,270,271,0,0
60.351,541,270,271,0,0
60.376,541,270,271,0,0
60.401,537,268,269,0,0
60.426,541,270,271,0,0
60.451,541,270,271,0,0
60.476,541,270,271,0,0
60.501,541,270,271,0,0
60.526,541,270,271,0,0
60.551,541,270,271,0,0
60.576,541,270,271,0,0
60.601,541,270,271,0,0
60.626,537,268,269,0,0
60.651,536,268,268,0,0
60.676,541,270,271,0,0
60.701,537,268,269,0,0
60.726,532,266,266,0,0
60.751,534,267,267,0,0
60.776,541,270,271,0,0
60.801,541,270,271,0,0
60.826,541,270,271,0,0
60.851,537,268,269,0,0
60.876,537,268,269,0,0
60.901,541,270,271,0,0
60.926,541,270,271,0,0
60.951,541,270,271,0,0
60.976,537,268,269,0,0
61.001,541,270,271,0,0
61.026,541,270,271,0,0
61.051,537,268,269,0,0
61.076,537,268,269,0,0
61.101,541,270,271,0,0
61.126,537,268,269,0,0
61.151,537,268,269,0,0
61.176,533,266,267,0,0
61.201,537,268,269,0,0
61.226,533,266,267,0,0
61.251,521,260,261,0,0
61.276,529,264,265,0,0
61.301,532,266,266,0,0
61.326,528,264,264,0,0
61.351,527,263,264,0,0
61.376,532,266,266,0,0
61.401,522,261,261,0,0
61.426,528,264,264,0,0
61.451,528,264,264,0,0
61.476,531,265,266,0,0
61.501,522,261,261,0,0
61.526,526,263,263,0,0
61.551,532,266,266,0,0
61.576,527,263,264,0,0
61.601,530,265,265,0,0
61.626,526,263,263,0,0
61.651,523,261,262,0,0
61.676,527,263,264,0,0
61.701,526,263,263,0,0
61.726,523,261,262,0,0
61.751,522,261,261,0,0
61.776,527,263,264,0,0
61.801,528,264,264,0,0
61.826,529,264,265,0,0
61.851,527,263,264,0,0
61.876,522,261,261,0,0
61.901,520,260,260,0,0
61.926,523,261,262,0,0
61.951,527,263,264,0,0
61.976,528,264,264,0,0
62.001,526,263,263,0,0
62.026,527,263,264,0,0
62.051,535,267,268,0,0
62.076,531,265,266,0,0
62.101,530,265,265,0,0
62.126,519,259,260,0,0
62.151,527,263,264,0,0
62.176,527,263,264,0,0
62.201,541,270,271,0,0
62.226,541,270,271,0,0
62.251,541,270,271,0,0
62.276,541,270,271,0,0
62.326,541,270,271,0,0
62.351,541,270,271,0,0
62.376,541,270,271,0,0
62.401,541,270,271,0,0
62.426,541,270,271,0,0
62.451,541,270,271,0,0
62.476,541,270,271,0,0
62.501,541,270,271,0,0
62.526,541,270,271,0,0
62.551,541,270,271,0,0
62.601,541,270,271,0,0
62.626,541,270,271,0,0
62.651,541,270,271,0,0
