t,n,x_n,y_n,x_degenerate,y_degenerate
26.776,541,270,271,0,0
26.801,537,268,269,0,0
26.826,541,270,271,0,0
26.851,537,268,269,0,0
26.876,541,270,271,0,0
26.901,541,270,271,0,0
26.926,541,270,271,0,0
26.951,541,270,271,0,0
26.976,541,270,271,0,0
27.001,541,270,271,0,0
27.026,537,268,269,0,0
27.051,537,268,269,0,0
27.076,537,268,269,0,0
27.101,541,270,271,0,0
27.126,541,270,271,0,0
27.151,541,270,271,0,0
27.176,541,270,271,0,0
27.226,541,270,271,0,0
27.251,541,270,271,0,0
27.276,541,270,271,0,0
27.301,537,268,269,0,0
27.326,531,265,266,0,0
27.351,541,270,271,0,0
27.376,537,268,269,0,0
27.401,541,270,271,0,0
27.426,537,268,269,0,0
27.451,534,267,267,0,0
27.476,541,270,271,0,0
27.501,537,268,269,0,0
27.526,537,268,269,0,0
27.551,533,266,267,0,0
27.576,537,268,269,0,0
27.601,532,266,266,0,0
27.626,520,260,260,0,0
27.651,533,266,267,0,0
27.676,532,266,266,0,0
27.701,528,264,264,0,0
27.726,524,262,262,0,0
27.751,528,264,264,0,0
27.776,524,262,262,0,0
27.801,528,264,264,0,0
27.826,529,264,265,0,0
27.851,526,263,263,0,0
27.876,530,265,265,0,0
27.901,530,265,265,0,0
27.926,531,265,266,0,0
27.951,536,268,268,0,0
27.976,535,267,268,0,0
28.001,535,267,268,0,0
28.026,535,267,268,0,0
28.051,535,267,268,0,0
28.076,532,266,266,0,0
28.101,530,265,265,0,0
28.126,531,265,266,0,0
28.151,531,265,266,0,0
28.176,528,264,264,0,0
28.201,527,263,264,0,0
28.226,520,260,260,0,0
28.251,523,261,262,0,0
28.276,527,263,264,0,0
28.301,519,259,260,0,0
28.326,519,259,260,0,0
28.351,527,263,264,0,0
28.401,521,260,261,0,0
28.426,532,266,266,0,0
28.451,537,268,269,0,0
28.476,531,265,266,0,0
28.501,533,266,267,0,0
28.526,536,268,268,0,0
28.551,532,266,266,0,0
28.576,541,270,271,0,0
28.601,541,270,271,0,0
28.626,541,270,271,0,0
28.651,541,270,271,0,0
28.676,541,270,271,0,0
28.701,541,270,271,0,0
28.726,541,270,271,0,0
28.751,541,270,271,0,0
28.776,541,270,271,0,0
28.801,541,270,271,0,0
28.826,541,270,271,0,0
28.851,541,270,271,0,0
28.876,541,270,271,0,0
28.901,541,270,271,0,0
28.926,541,270,271,0,0
28.951,541,270,271,0,0
28.976,541,270,271,0,0
29.001,541,270,271,0,0
29.026,541,270,271,0,0
29.051,541,270,271,0,0
29.076,541,270,271,0,0
29.101,541,270,271,0,0
29.126,541,270,271,0,0
29.151,541,270,271,0,0
29.176,541,270,271,0,0
29.201,541,270,271,0,0
29.226,541,270,271,0,0
29.251,541,270,271,0,0
29.276,537,268,269,0,0
29.301,541,270,271,0,0
29.326,541,270,271,0,0
29.351,541,270,271,0,0
29.401,541,270,271,0,0
29.426,541,270,271,0,0
29.451,541,270,271,0,0
29.476,541,270,271,0,0
29.501,531,265,266,0,0
29.526,530,265,265,0,0
29.551,531,265,266,0,0
29.576,530,265,265,0,0
29.601,521,260,261,0,0
29.626,521,260,261,0,0
29.651,519,259,260,0,0
29.676,519,259,260,0,0
29.701,518,259,259,0,0
29.726,517,258,259,0,0
29.751,518,259,259,0,0
29.776,517,258,259,0,0
29.801,516,258,258,0,0
29.826,517,258,259,0,0
29.851,518,259,259,0,0
29.876,517,258,259,0,0
29.901,518,259,259,0,0
29.926,519,259,260,0,0
29.951,518,259,259,0,0
29.976,518,259,259,0,0
30.001,518,259,259,0,0
30.026,520,260,260,0,0
30.051,520,260,260,0,0
30.076,518,259,259,0,0
30.101,518,259,259,0,0
30.126,519,259,260,0,0
30.151,512,256,256,0,0
30.176,511,255,256,0,0
30.201,513,256,257,0,0
30.226,509,254,255,0,0
30.251,523,261,262,0,0
30.276,504,252,252,0,0
30.301,502,251,251,0,0
30.326,505,252,253,0,0
30.351,511,255,256,0,0
30.376,511,255,256,0,0
30.401,511,255,256,0,0
30.426,516,258,258,0,0
30.451,520,260,260,0,0
30.476,520,260,260,0,0
30.501,522,261,261,0,0
30.526,527,263,264,0,0
30.551,530,265,265,0,0
30.576,530,265,265,0,0
30.601,534,267,267,0,0
30.626,535,267,268,0,0
30.651,535,267,268,0,0
30.676,541,270,271,0,0
30.701,541,270,271,0,0
30.726,541,270,271,0,0
30.751,541,270,271,0,0
30.776,541,270,271,0,0
30.801,541,270,271,0,0
30.826,541,270,271,0,0
30.851,541,270,271,0,0
30.876,541,270,271,0,0
30.901,541,270,271,0,0
30.926,541,270,271,0,0
30.951,541,270,271,0,0
30.976,541,270,271,0,0
31.001,541,270,271,0,0
31.026,541,270,271,0,0
31.051,541,270,271,0,0
31.076,541,270,271,0,0
31.101,541,270,271,0,0
31.126,541,270,271,0,0
31.151,541,270,271,0,0
31.176,541,270,271,0,0
31.201,541,270,271,0,0
31.226,541,270,271,0,0
31.251,541,270,271,0,0
31.276,541,270,271,0,0
31.301,541,270,271,0,0
31.326,541,270,271,0,0
31.351,541,270,271,0,0
31.376,541,270,271,0,0
31.401,541,270,271,0,0
31.426,541,270,271,0,0
31.451,541,270,271,0,0
31.476,537,268,269,0,0
31.501,541,270,271,0,0
31.526,541,270,271,0,0
31.551,541,270,271,0,0
31.576,541,270,271,0,0
31.601,541,270,271,0,0
31.626,541,270,271,0,0
31.651,541,270,271,0,0
31.676,541,270,271,0,0
31.701,541,270,271,0,0
31.726,541,270,271,0,0
31.751,541,270,271,0,0
31.776,541,270,271,0,0
31.801,541,270,271,0,0
31.826,541,270,271,0,0
31.851,541,270,271,0,0
31.876,541,270,271,0,0
31.901,541,270,271,0,0
31.926,541,270,271,0,0
31.951,541,270,271,0,0
31.976,541,270,271,0,0
32.001,541,270,271,0,0
32.026,541,270,271,0,0
32.051,541,270,271,0,0
32.076,541,270,271,0,0
32.101,541,270,271,0,0
32.126,541,270,271,0,0
32.151,541,270,271,0,0
32.176,541,270,271,0,0
32.201,541,270,271,0,0
32.226,541,270,271,0,0
32.251,541,270,271,0,0
32.276,541,270,271,0,0
32.301,541,270,271,0,0
32.326,541,270,271,0,0
32.351,541,270,271,0,0
32.376,541,270,271,0,0
32.401,541,270,271,0,0
32.426,541,270,271,0,0
32.451,541,270,271,0,0
32.476,541,270,271,0,0
32.501,541,270,271,0,0
32.526,541,270,271,0,0
32.551,541,270,271,0,0
32.576,541,270,271,0,0
32.601,541,270,271,0,0
32.626,541,270,271,0,0
32.651,541,270,271,0,0
32.676,541,270,271,0,0
32.701,541,270,271,0,0
32.726,541,270,271,0,0
32.751,541,270,271,0,0
32.776,541,270,271,0,0
32.801,541,270,271,0,0
32.826,541,270,271,0,0
32.851,541,270,271,0,0
32.876,541,270,271,0,0
32.901,541,270,271,0,0
32.926,541,270,271,0,0
32.976,541,270,271,0,0
33.001,541,270,271,0,0
33.026,541,270,271,0,0
33.051,541,270,271,0,0
33.076,541,270,271,0,0
33.101,541,270,271,0,0
33.126,541,270,271,0,0
33.151,541,270,271,0,0
33.176,541,270,271,0,0
33.201,541,270,271,0,0
33.226,541,270,271,0,0
33.251,541,270,271,0,0
33.276,541,270,271,0,0
33.301,541,270,271,0,0
33.326,541,270,271,0,0
33.351,541,270,271,0,0
33.376,531,265,266,0,0
33.401,532,266,266,0,0
33.426,526,263,263,0,0
33.451,519,259,260,0,0
33.476,521,260,261,0,0
33.501,516,258,258,0,0
33.526,510,255,255,0,0
33.551,504,252,252,0,0
33.576,505,252,253,0,0
33.601,505,252,253,0,0
33.626,498,249,249,0,0
33.651,496,248,248,0,0
33.676,490,245,245,0,0
33.701,520,260,260,0,0
33.751,520,260,260,0,0
33.776,519,259,260,0,0
33.801,524,262,262,0,0
33.826,520,260,260,0,0
33.851,519,259,260,0,0
33.876,520,260,260,0,0
33.901,523,261,262,0,0
33.926,488,244,244,0,0
33.951,489,244,245,0,0
33.976,505,252,253,0,0
34.001,487,243,244,0,0
34.026,489,244,245,0,0
34.051,508,254,254,0,0
34.076,490,245,245,0,0
34.101,492,246,246,0,0
34.126,488,244,244,0,0
34.151,490,245,245,0,0
34.176,491,245,246,0,0
34.201,492,246,246,0,0
34.226,492,246,246,0,0
34.251,492,246,246,0,0
34.276,492,246,246,0,0
34.301,493,246,247,0,0
34.326,492,246,246,0,0
34.351,492,246,246,0,0
34.376,492,246,246,0,0
34.401,488,244,244,0,0
34.426,495,247,248,0,0
34.451,492,246,246,0,0
34.476,492,246,246,0,0
34.501,493,246,247,0,0
34.526,492,246,246,0,0
34.551,492,246,246,0,0
34.576,492,246,246,0,0
34.601,492,246,246,0,0
34.626,494,247,247,0,0
34.651,491,245,246,0,0
34.676,491,245,246,0,0
34.701,491,245,246,0,0
34.726,495,247,248,0,0
34.751,491,245,246,0,0
34.776,491,245,246,0,0
34.801,492,246,246,0,0
34.826,490,245,245,0,0
34.851,490,245,245,0,0
34.876,490,245,245,0,0
34.901,491,245,246,0,0
34.926,490,245,245,0,0
34.951,484,242,242,0,0
34.976,490,245,245,0,0
35.001,492,246,246,0,0
35.026,491,245,246,0,0
35.051,492,246,246,0,0
35.076,489,244,245,0,0
35.101,491,245,246,0,0
35.126,491,245,246,0,0
35.151,492,246,246,0,0
35.176,490,245,245,0,0
35.201,490,245,245,0,0
35.226,491,245,246,0,0
35.251,490,245,245,0,0
35.276,490,245,245,0,0
35.301,490,245,245,0,0
35.326,490,245,245,0,0
35.351,491,245,246,0,0
35.376,490,245,245,0,0
35.401,485,242,243,0,0
35.426,491,245,246,0,0
35.451,490,245,245,0,0
35.476,490,245,245,0,0
35.501,490,245,245,0,0
35.526,493,246,247,0,0
35.551,490,245,245,0,0
35.576,491,245,246,0,0
35.601,492,246,246,0,0
35.626,491,245,246,0,0
35.676,492,246,246,0,0
35.701,491,245,246,0,0
35.726,492,246,246,0,0
35.751,493,246,247,0,0
35.776,492,246,246,0,0
35.801,492,246,246,0,0
35.826,493,246,247,0,0
35.851,492,246,246,0,0
35.876,493,246,247,0,0
35.901,491,245,246,0,0
35.926,491,245,246,0,0
35.951,491,245,246,0,0
35.976,494,247,247,0,0
36.001,490,245,245,0,0
36.026,490,245,245,0,0
36.051,490,245,245,0,0
36.076,490,245,245,0,0
36.101,492,246,246,0,0
36.126,490,245,245,0,0
36.151,490,245,245,0,0
36.176,491,245,246,0,0
36.201,491,245,246,0,0
36.226,509,254,255,0,0
36.251,491,245,246,0,0
36.276,494,247,247,0,0
36.301,490,245,245,0,0
36.326,487,243,244,0,0
36.351,490,245,245,0,0
36.376,490,245,245,0,0
36.401,491,245,246,0,0
36.426,490,245,245,0,0
36.451,492,246,246,0,0
36.476,490,245,245,0,0
36.501,489,244,245,0,0
36.526,490,245,245,0,0
36.551,486,243,243,0,0
36.576,490,245,245,0,0
36.601,491,245,246,0,0
36.626,490,245,245,0,0
36.651,491,245,246,0,0
36.676,490,245,245,0,0
36.701,490,245,245,0,0
36.726,490,245,245,0,0
36.751,510,255,255,0,0
36.776,490,245,245,0,0
36.801,490,245,245,0,0
36.826,490,245,245,0,0
36.851,490,245,245,0,0
36.876,489,244,245,0,0
36.901,491,245,246,0,0
36.926,493,246,247,0,0
36.951,490,245,245,0,0
36.976,492,246,246,0,0
37.001,490,245,245,0,0
37.026,490,245,245,0,0
37.051,492,246,246,0,0
37.076,489,244,245,0,0
37.101,494,247,247,0,0
37.126,490,245,245,0,0
37.151,490,245,245,0,0
37.176,491,245,246,0,0
37.201,490,245,245,0,0
37.226,492,246,246,0,0
37.251,490,245,245,0,0
37.276,490,245,245,0,0
37.301,491,245,246,0,0
37.326,490,245,245,0,0
37.351,490,245,245,0,0
37.376,490,245,245,0,0
37.401,493,246,247,0,0
37.426,492,246,246,0,0
37.451,490,245,245,0,0
37.476,490,245,245,0,0
37.501,491,245,246,0,0
37.526,490,245,245,0,0
37.551,490,245,245,0,0
37.576,490,245,245,0,0
37.601,490,245,245,0,0
37.626,490,245,245,0,0
37.651,490,245,245,0,0
37.676,491,245,246,0,0
37.701,490,245,245,0,0
37.726,491,245,246,0,0
37.751,490,245,245,0,0
37.776,492,246,246,0,0
37.801,490,245,245,0,0
37.826,494,247,247,0,0
37.851,491,245,246,0,0
37.876,491,245,246,0,0
37.901,490,245,245,0,0
37.926,490,245,245,0,0
37.951,490,245,245,0,0
37.976,490,245,245,0,0
38.001,490,245,245,0,0
38.026,490,245,245,0,0
38.051,493,246,247,0,0
38.076,494,247,247,0,0
38.101,493,246,247,0,0
38.151,491,245,246,0,0
38.176,490,245,245,0,0
38.201,488,244,244,0,0
38.226,489,244,245,0,0
38.251,491,245,246,0,0
38.276,493,246,247,0,0
38.301,493,246,247,0,0
38.326,523,261,262,0,0
38.351,523,261,262,0,0
38.376,525,262,263,0,0
38.401,516,258,258,0,0
38.426,514,257,257,0,0
38.451,510,255,255,0,0
38.476,509,254,255,0,0
38.501,513,256,257,0,0
38.526,525,262,263,0,0
38.551,520,260,260,0,0
38.576,514,257,257,0,0
38.601,510,255,255,0,0
38.626,525,262,263,0,0
38.651,526,263,263,0,0
38.676,527,263,264,0,0
38.701,528,264,264,0,0
38.726,529,264,265,0,0
38.751,530,265,265,0,0
38.776,541,270,271,0,0
38.801,541,270,271,0,0
38.826,541,270,271,0,0
38.851,541,270,271,0,0
38.876,541,270,271,0,0
38.901,541,270,271,0,0
38.926,541,270,271,0,0
38.951,541,270,271,0,0
38.976,541,270,271,0,0
39.001,541,270,271,0,0
39.026,541,270,271,0,0
39.051,541,270,271,0,0
39.076,541,270,271,0,0
39.101,541,270,271,0,0
39.126,541,270,271,0,0
39.151,541,270,271,0,0
39.176,541,270,271,0,0
39.201,541,270,271,0,0
39.226,541,270,271,0,0
39.251,541,270,271,0,0
39.276,541,270,271,0,0
39.301,541,270,271,0,0
39.326,537,268,269,0,0
39.351,541,270,271,0,0
39.376,541,270,271,0,0
39.426,541,270,271,0,0
39.451,541,270,271,0,0
39.476,541,270,271,0,0
39.501,541,270,271,0,0
39.526,541,270,271,0,0
39.551,541,270,271,0,0
39.576,541,270,271,0,0
39.601,541,270,271,0,0
39.626,541,270,271,0,0
39.651,541,270,271,0,0
39.676,541,270,271,0,0
39.701,541,270,271,0,0
39.726,541,270,271,0,0
39.751,541,270,271,0,0
39.776,541,270,271,0,0
39.801,536,268,268,0,0
39.826,536,268,268,0,0
39.851,532,266,266,0,0
39.876,531,265,266,0,0
39.901,517,258,259,0,0
39.926,522,261,261,0,0
39.951,519,259,260,0,0
39.976,536,268,268,0,0
40.001,521,260,261,0,0
40.026,528,264,264,0,0
40.051,523,261,262,0,0
40.076,523,261,262,0,0
40.101,527,263,264,0,0
40.126,528,264,264,0,0
40.151,527,263,264,0,0
40.176,527,263,264,0,0
40.201,528,264,264,0,0
40.226,528,264,264,0,0
40.251,527,263,264,0,0
40.276,527,263,264,0,0
40.301,527,263,264,0,0
40.326,528,264,264,0,0
40.351,527,263,264,0,0
40.376,523,261,262,0,0
40.401,528,264,264,0,0
40.426,527,263,264,0,0
40.451,523,261,262,0,0
40.476,532,266,266,0,0
40.501,520,260,260,0,0
40.526,532,266,266,0,0
40.551,525,262,263,0,0
40.576,531,265,266,0,0
40.601,533,266,267,0,0
40.626,519,259,260,0,0
40.651,533,266,267,0,0
40.676,528,264,264,0,0
40.701,537,268,269,0,0
40.726,533,266,267,0,0
40.751,533,266,267,0,0
40.776,533,266,267,0,0
40.801,532,266,266,0,0
40.826,537,268,269,0,0
40.851,530,265,265,0,0
40.876,537,268,269,0,0
40.901,537,268,269,0,0
40.926,541,270,271,0,0
40.951,541,270,271,0,0
40.976,531,265,266,0,0
41.001,541,270,271,0,0
41.026,534,267,267,0,0
41.051,541,270,271,0,0
41.076,541,270,271,0,0
41.101,541,270,271,0,0
41.126,541,270,271,0,0
41.151,541,270,271,0,0
41.176,541,270,271,0,0
41.201,541,270,271,0,0
41.226,541,270,271,0,0
41.251,541,270,271,0,0
41.276,537,268,269,0,0
41.301,533,266,267,0,0
41.326,541,270,271,0,0
41.351,541,270,271,0,0
41.376,537,268,269,0,0
41.401,541,270,271,0,0
41.426,541,270,271,0,0
41.451,541,270,271,0,0
41.476,541,270,271,0,0
41.501,541,270,271,0,0
41.526,541,270,271,0,0
41.551,541,270,271,0,0
41.576,541,270,271,0,0
41.601,541,270,271,0,0
41.626,541,270,271,0,0
41.651,541,270,271,0,0
41.676,541,270,271,0,0
41.701,537,268,269,0,0
41.726,541,270,271,0,0
41.751,541,270,271,0,0
41.776,541,270,271,0,0
41.801,541,270,271,0,0
41.826,541,270,271,0,0
41.851,541,270,271,0,0
41.876,541,270,271,0,0
41.901,541,270,271,0,0
41.926,541,270,271,0,0
41.951,541,270,271,0,0
41.976,541,270,271,0,0
42.001,541,270,271,0,0
42.026,541,270,271,0,0
42.051,541,270,271,0,0
42.076,541,270,271,0,0
42.101,541,270,271,0,0
42.126,541,270,271,0,0
42.151,541,270,271,0,0
42.176,541,270,271,0,0
42.201,541,270,271,0,0
42.226,541,270,271,0,0
42.251,541,270,271,0,0
42.276,541,270,271,0,0
42.301,541,270,271,0,0
42.326,541,270,271,0,0
42.351,541,270,271,0,0
42.376,541,270,271,0,0
42.401,541,270,271,0,0
42.426,541,270,271,0,0
42.451,541,270,271,0,0
42.476,541,270,271,0,0
42.501,541,270,271,0,0
42.526,541,270,271,0,0
42.551,541,270,271,0,0
42.576,541,270,271,0,0
42.601,541,270,271,0,0
42.626,541,270,271,0,0
42.651,541,270,271,0,0
42.676,541,270,271,0,0
42.701,541,270,271,0,0
42.726,541,270,271,0,0
42.751,541,270,271,0,0
42.776,541,270,271,0,0
42.801,541,270,271,0,0
42.826,541,270,271,0,0
42.851,541,270,271,0,0
42.876,541,270,271,0,0
42.901,541,270,271,0,0
42.926,541,270,271,0,0
42.951,541,270,271,0,0
42.976,541,270,271,0,0
43.001,541,270,271,0,0
43.026,541,270,271,0,0
43.051,541,270,271,0,0
43.076,541,270,271,0,0
43.101,541,270,271,0,0
43.126,541,270,271,0,0
43.151,541,270,271,0,0
43.176,541,270,271,0,0
43.201,541,270,271,0,0
43.226,541,270,271,0,0
43.251,541,270,271,0,0
43.276,541,270,271,0,0
43.301,541,270,271,0,0
43.326,541,270,271,0,0
43.351,541,270,271,0,0
43.376,541,270,271,0,0
43.401,541,270,271,0,0
43.426,541,270,271,0,0
43.451,541,270,271,0,0
43.476,541,270,271,0,0
43.501,541,270,271,0,0
43.526,541,270,271,0,0
43.576,541,270,271,0,0
43.601,541,270,271,0,0
43.626,541,270,271,0,0
43.651,541,270,271,0,0
43.676,541,270,271,0,0
43.701,541,270,271,0,0
43.726,541,270,271,0,0
43.751,541,270,271,0,0
43.776,541,270,271,0,0
43.801,541,270,271,0,0
43.826,541,270,271,0,0
43.851,541,270,271,0,0
43.876,541,270,271,0,0
43.901,541,270,271,0,0
43.926,541,270,271,0,0
43.951,541,270,271,0,0
43.976,541,270,271,0,0
44.001,541,270,271,0,0
44.026,541,270,271,0,0
44.051,541,270,271,0,0
44.076,541,270,271,0,0
44.101,541,270,271,0,0
44.126,541,270,271,0,0
44.151,541,270,271,0,0
44.176,541,270,271,0,0
44.201,541,270,271,0,0
44.226,541,270,271,0,0
44.251,541,270,271,0,0
44.276,541,270,271,0,0
44.301,541,270,271,0,0
44.326,541,270,271,0,0
44.351,541,270,271,0,0
44.376,541,270,271,0,0
44.401,541,270,271,0,0
44.426,541,270,271,0,0
44.451,541,270,271,0,0
44.476,541,270,271,0,0
44.501,541,270,271,0,0
44.526,541,270,271,0,0
44.576,541,270,271,0,0
44.601,541,270,271,0,0
44.626,541,270,271,0,0
44.651,541,270,271,0,0
44.676,541,270,271,0,0
44.701,541,270,271,0,0
44.726,537,268,269,0,0
44.751,541,270,271,0,0
44.776,541,270,271,0,0
44.801,534,267,267,0,0
44.826,537,268,269,0,0
44.851,541,270,271,0,0
44.876,541,270,271,0,0
44.901,541,270,271,0,0
44.926,541,270,271,0,0
44.951,541,270,271,0,0
44.976,537,268,269,0,0
45.001,541,270,271,0,0
45.026,541,270,271,0,0
45.051,537,268,269,0,0
45.076,541,270,271,0,0
45.101,541,270,271,0,0
45.126,537,268,269,0,0
45.151,541,270,271,0,0
45.176,541,270,271,0,0
45.201,537,268,269,0,0
45.226,537,268,269,0,0
45.251,534,267,267,0,0
45.276,541,270,271,0,0
45.301,541,270,271,0,0
45.326,541,270,271,0,0
45.351,541,270,271,0,0
45.376,534,267,267,0,0
45.401,541,270,271,0,0
45.426,537,268,269,0,0
45.451,541,270,271,0,0
45.476,541,270,271,0,0
45.501,541,270,271,0,0
45.526,537,268,269,0,0
45.551,541,270,271,0,0
45.576,537,268,269,0,0
45.601,541,270,271,0,0
45.626,533,266,267,0,0
45.651,537,268,269,0,0
45.676,529,264,265,0,0
45.701,530,265,265,0,0
45.726,526,263,263,0,0
45.751,532,266,266,0,0
45.776,524,262,262,0,0
45.801,532,266,266,0,0
45.826,527,263,264,0,0
45.851,525,262,263,0,0
45.876,529,264,265,0,0
45.901,520,260,260,0,0
45.926,525,262,263,0,0
45.951,523,261,262,0,0
45.976,523,261,262,0,0
46.001,523,261,262,0,0
46.026,528,264,264,0,0
46.051,532,266,266,0,0
46.076,529,264,265,0,0
46.101,533,266,267,0,0
46.126,526,263,263,0,0
46.151,523,261,262,0,0
46.176,522,261,261,0,0
46.201,524,262,262,0,0
46.226,524,262,262,0,0
46.251,523,261,262,0,0
46.276,526,263,263,0,0
46.301,519,259,260,0,0
46.326,523,261,262,0,0
46.351,522,261,261,0,0
46.376,529,264,265,0,0
46.401,532,266,266,0,0
46.426,522,261,261,0,0
46.451,533,266,267,0,0
46.476,530,265,265,0,0
46.501,517,258,259,0,0
46.526,536,268,268,0,0
46.551,526,263,263,0,0
46.576,518,259,259,0,0
46.601,518,259,259,0,0
46.626,527,263,264,0,0
46.651,541,270,271,0,0
46.676,541,270,271,0,0
46.701,541,270,271,0,0
46.726,541,270,271,0,0
46.751,541,270,271,0,0
46.776,541,270,271,0,0
46.801,541,270,271,0,0
46.826,541,270,271,0,0
46.851,541,270,271,0,0
46.876,541,270,271,0,0
46.901,541,270,271,0,0
46.926,541,270,271,0,0
46.951,541,270,271,0,0
46.976,541,270,271,0,0
47.001,541,270,271,0,0
47.026,541,270,271,0,0
47.051,541,270,271,0,0
47.076,541,270,271,0,0
47.101,541,270,271,0,0
47.126,541,270,271,0,0
47.151,541,270,271,0,0
47.176,541,270,271,0,0
47.201,541,270,271,0,0
47.226,541,270,271,0,0
47.251,541,270,271,0,0
47.276,541,270,271,0,0
47.301,541,270,271,0,0
47.326,541,270,271,0,0
47.351,541,270,271,0,0
47.376,541,270,271,0,0
47.401,541,270,271,0,0
47.426,541,270,271,0,0
47.451,541,270,271,0,0
47.476,541,270,271,0,0
47.501,541,270,271,0,0
47.526,541,270,271,0,0
47.551,541,270,271,0,0
47.576,541,270,271,0,0
47.601,531,265,266,0,0
47.626,530,265,265,0,0
47.651,530,265,265,0,0
47.676,524,262,262,0,0
47.701,529,264,265,0,0
47.726,529,264,265,0,0
47.751,529,264,265,0,0
47.776,519,259,260,0,0
47.801,519,259,260,0,0
47.826,519,259,260,0,0
47.851,520,260,260,0,0
47.876,518,259,259,0,0
47.901,517,258,259,0,0
47.926,518,259,259,0,0
47.951,518,259,259,0,0
47.976,518,259,259,0,0
48.001,519,259,260,0,0
48.026,519,259,260,0,0
48.051,518,259,259,0,0
48.076,528,264,264,0,0
48.101,519,259,260,0,0
48.126,511,255,256,0,0
48.151,519,259,260,0,0
48.176,518,259,259,0,0
48.201,519,259,260,0,0
48.226,518,259,259,0,0
48.251,520,260,260,0,0
48.276,510,255,255,0,0
48.301,510,255,255,0,0
48.326,514,257,257,0,0
48.351,518,259,259,0,0
48.376,506,253,253,0,0
48.401,503,251,252,0,0
48.426,502,251,251,0,0
48.451,507,253,254,0,0
48.476,511,255,256,0,0
48.501,511,255,256,0,0
48.526,511,255,256,0,0
48.551,520,260,260,0,0
48.576,522,261,261,0,0
48.601,521,260,261,0,0
48.626,528,264,264,0,0
48.651,527,263,264,0,0
48.676,528,264,264,0,0
48.701,535,267,268,0,0
48.726,533,266,267,0,0
48.751,534,267,267,0,0
48.776,536,268,268,0,0
48.801,541,270,271,0,0
48.826,541,270,271,0,0
48.851,541,270,271,0,0
48.876,541,270,271,0,0
48.901,541,270,271,0,0
48.926,541,270,271,0,0
48.951,541,270,271,0,0
48.976,541,270,271,0,0
49.001,541,270,271,0,0
49.026,541,270,271,0,0
49.051,541,270,271,0,0
49.076,541,270,271,0,0
49.101,541,270,271,0,0
49.126,541,270,271,0,0
49.151,541,270,271,0,0
49.176,541,270,271,0,0
49.201,541,270,271,0,0
49.226,541,270,271,0,0
49.251,541,270,271,0,0
49.276,541,270,271,0,0
49.301,541,270,271,0,0
49.326,541,270,271,0,0
49.351,541,270,271,0,0
49.376,541,270,271,0,0
49.401,541,270,271,0,0
49.426,541,270,271,0,0
49.451,541,270,271,0,0
49.476,541,270,271,0,0
49.501,541,270,271,0,0
49.526,541,270,271,0,0
49.551,541,270,271,0,0
49.576,541,270,271,0,0
49.601,541,270,271,0,0
49.626,541,270,271,0,0
49.651,541,270,271,0,0
49.676,541,270,271,0,0
49.701,541,270,271,0,0
49.726,541,270,271,0,0
49.751,541,270,271,0,0
49.776,541,270,271,0,0
49.801,541,270,271,0,0
49.826,541,270,271,0,0
49.851,541,270,271,0,0
49.876,541,270,271,0,0
49.901,541,270,271,0,0
49.926,541,270,271,0,0
49.951,541,270,271,0,0
49.976,541,270,271,0,0
50.001,541,270,271,0,0
50.026,541,270,271,0,0
50.051,541,270,271,0,0
50.076,541,270,271,0,0
50.101,541,270,271,0,0
50.126,541,270,271,0,0
50.151,541,270,271,0,0
50.176,541,270,271,0,0
50.201,541,270,271,0,0
50.226,541,270,271,0,0
50.251,541,270,271,0,0
50.276,541,270,271,0,0
50.301,541,270,271,0,0
50.326,541,270,271,0,0
50.351,541,270,271,0,0
50.376,541,270,271,0,0
50.401,541,270,271,0,0
50.426,541,270,271,0,0
50.451,541,270,271,0,0
50.476,541,270,271,0,0
50.501,541,270,271,0,0
50.526,541,270,271,0,0
50.551,541,270,271,0,0
50.576,541,270,271,0,0
50.601,541,270,271,0,0
50.626,541,270,271,0,0
50.651,541,270,271,0,0
50.676,541,270,271,0,0
50.701,541,270,271,0,0
50.726,541,270,271,0,0
50.751,541,270,271,0,0
50.776,541,270,271,0,0
50.801,541,270,271,0,0
50.826,541,270,271,0,0
50.851,541,270,271,0,0
50.876,541,270,271,0,0
50.901,541,270,271,0,0
50.926,541,270,271,0,0
50.951,541,270,271,0,0
50.976,541,270,271,0,0
51.001,541,270,271,0,0
51.026,541,270,271,0,0
51.051,541,270,271,0,0
51.076,541,270,271,0,0
51.101,541,270,271,0,0
51.126,541,270,271,0,0
51.151,541,270,271,0,0
51.176,541,270,271,0,0
51.201,541,270,271,0,0
51.226,535,267,268,0,0
51.251,532,266,266,0,0
51.276,532,266,266,0,0
51.301,525,262,263,0,0
51.326,519,259,260,0,0
51.351,520,260,260,0,0
51.376,515,257,258,0,0
51.401,512,256,256,0,0
51.426,505,252,253,0,0
51.451,507,253,254,0,0
51.476,504,252,252,0,0
51.501,493,246,247,0,0
51.526,491,245,246,0,0
51.551,488,244,244,0,0
51.576,520,260,260,0,0
51.601,520,260,260,0,0
51.626,523,261,262,0,0
51.651,490,245,245,0,0
51.676,519,259,260,0,0
51.701,519,259,260,0,0
51.726,519,259,260,0,0
51.751,519,259,260,0,0
51.776,519,259,260,0,0
51.801,520,260,260,0,0
51.826,519,259,260,0,0
51.851,489,244,245,0,0
51.876,489,244,245,0,0
51.901,488,244,244,0,0
51.926,490,245,245,0,0
51.951,491,245,246,0,0
