t,x,y,yaw,vx,vy,yaw_rate,node_index,wall_factor_valid,accel_bias_x,accel_bias_y,accel_bias_z,gyro_bias_x,gyro_bias_y,gyro_bias_z
0.251,-2.419346160310098,1.3551926988842729,7.142011295910371e-06,0.0031394093216974258,-0.03292073464775666,-0.0011833165859442818,1,1,0.05000186011801424,-0.030005857235689944,9.161629151089395e-05,-2.7312719615230752e-05,1.5546998558868723e-05,0.005049881125824697
0.276,-2.4192676750770556,1.354369680518079,-2.244090335262027e-05,0.006104064964880246,-0.015069770717310846,-0.0013573794534593718,2,1,0.04999005642862991,-0.02991534186100136,0.0001655814392134452,-8.720442594621389e-05,4.058799766013129e-05,0.005141400181008151
0.30100000000000005,-2.419040957061854,1.3544392103484073,-6.072696137688724e-05,0.0035641446298040344,-0.002357551035747641,-0.0006128134173888357,3,1,0.04993256929561895,-0.029922747889707235,0.00035851308682918786,-8.167124041658475e-05,3.9697603395642556e-05,0.005246659206337707
0.326,-2.4190894678455654,1.3542518029662916,-5.308157422198042e-05,-0.00375231308635371,-0.004537466359626486,0.0007877762171659699,4,1,0.04995541538618964,-0.029823578317885752,0.0006840341786657803,-7.875564431040654e-05,2.7192119950550672e-05,0.005196259585675955
0.35100000000000003,-2.4192285727161718,1.354212337030426,-2.133815051876643e-05,-0.00047322878706346227,-2.512549632349704e-05,0.0010335338191858059,5,1,0.05004658150585296,-0.02978845934860136,0.0011157321722874845,-8.472100440849587e-05,2.20493040786474e-06,0.005093549992951976
0.376,-2.4191131292849186,1.3542505466914754,-1.4048832627108078e-06,0.004808450519711017,0.001228130739261424,-0.00024753121047993437,6,1,0.04993593551184303,-0.029809627077474313,0.0015983983915531146,-8.974011398427256e-05,6.9455123475288635e-06,0.005064206303971966
0.401,-2.418988150190186,1.354273743567389,-3.371471104285371e-05,0.0012857866316373634,-0.001355418824156017,6.261808848329048e-05,7,1,0.049807794617253286,-0.02981488165380872,0.002072682866218224,-7.675067977992692e-05,1.7226233296118085e-05,0.005162918441385687
0.42600000000000005,-2.4190488399533367,1.3541827757502676,1.7260211613722145e-06,-0.0029459833907186104,-0.0028873713291899254,0.0020007169647229266,8,1,0.04989739864791865,-0.02969400299029302,0.002491616998655848,-5.3898559791061376e-05,1.8933482804264907e-05,0.005083063160436105
0.451,-2.419135449359722,1.3541293750009296,6.63211371931551e-05,-0.001447972558237254,-0.0017240989938560607,-0.0004692754509250109,9,1,0.05000791210489857,-0.029634745114401246,0.00283707946717594,-3.329196228551719e-05,1.4771113619897575e-05,0.004946961662437968
0.47600000000000003,-2.4191212385812486,1.3540965708005748,-2.173775138475627e-05,0.006024634203445347,0.00260013353935662,-0.00449611671093031,10,1,0.04997696212081438,-0.029608518990410563,0.0031052842181795706,-1.5870900496024954e-05,3.1909447758391104e-06,0.0051319022699347055
0.501,-2.41883421764955,1.3542593816778974,-0.0001584846983533171,0.004801250654482559,0.0005951514725488495,-0.0023679332102766186,11,1,0.0495656530726377,-0.029855581402214993,0.0033011958011656636,-1.1379523413446422e-06,6.804354080866045e-06,0.005406512288135729
0.526,-2.4188811760485245,1.3541263283742022,-0.00014013441189855992,-0.0036128294639858863,0.001223849895848338,-0.0008812175716776941,12,1,0.0496764578568834,-0.029654579094628975,0.0034343859604466995,1.2648773503922272e-05,7.5608206710120565e-06,0.005374009752916824
0.551,-2.419014859122749,1.3543205741726898,-0.00020254557693735522,-0.00230018207144411,0.0025903264416271532,-0.00010124684942880426,13,1,0.04989345646554544,-0.02994646584814852,0.0035149441138338585,2.4012665710557886e-05,1.0058711999425598e-05,0.005486222842312365
0.5760000000000001,-2.4189961851520967,1.3542558446962836,-0.0001451967543699275,0.005423334990686252,0.0011121893967169772,-0.0014382243237687207,14,1,0.04986403177294515,-0.029824616568341296,0.0035533274647947207,4.2621331466524297e-05,7.040075632973237e-06,0.005343453715591593
0.6010000000000001,-2.418743692373215,1.3543761836425257,-0.00027445679312577547,0.006702432395266919,-0.001728347585991943,-0.0010059568320297542,15,1,0.04951388837727131,-0.029984446437912347,0.0035601485424524046,5.5519527437302216e-05,3.5129434617190813e-06,0.005540271717695438
0.626,-2.4186610635323333,1.354169427316984,-0.0001954945959714156,0.0010431273395816744,-0.006784025103829814,0.0018314817889919534,16,1,0.04945631465853269,-0.029668750480204762,0.0035423883113919617,6.24374771761795e-05,-4.791635377235629e-06,0.005413274855525841
0.651,-2.4186915360062358,1.3540369823873342,-0.0001828827036760784,-0.004115567548739204,-0.007145135766819515,0.001733800677046203,17,1,0.0495653655300651,-0.029504744227631715,0.0035093994023295515,6.137078635433237e-05,-1.3126545882977792e-05,0.005375078364189956
0.676,-2.4188668419097703,1.353812170528643,-0.00010880456211908856,-0.005005550373535779,-0.005384138132176192,0.0027291050417055348,18,1,0.0498555551979761,-0.029247187292378848,0.0034658161788583106,6.337090677447532e-05,-2.4848735419931007e-05,0.005253849872163062
0.7010000000000001,-2.4189418135249126,1.3537677754807254,-4.642745159093016e-05,-0.001660169720327785,0.004889431070602686,-0.00047702312648389934,19,1,0.04996384486823041,-0.029272297213728937,0.00341664709460007,5.975932571570625e-05,-3.2434615278386286e-05,0.005166687423356148
0.7260000000000001,-2.4189498503957867,1.3540566420821731,-0.00013265571844306795,-0.000861784922925325,0.009473780039490632,-0.0035642999946894397,20,1,0.049965309938930315,-0.02973409679518039,0.003365032725641607,5.8486364995535744e-05,-3.614744732002406e-05,0.005283322676975721
0.751,-2.418984902771059,1.3542414644826999,-0.00022464245132557015,-0.0006951800268151241,-0.003374794907440308,0.00028201250720449915,21,1,0.04999948517879164,-0.02999029250827813,0.0033115333927887557,5.6067315435007504e-05,-3.5382209036762e-05,0.0054110609624600705
0.776,-2.4189846093971274,1.3538879023368011,-0.0001185550930827478,0.00339235517476055,-0.012227511413751547,0.003958987421448509,22,1,0.04998488482690867,-0.029515027983515,0.0032588849110878806,4.441150046079775e-05,-3.617711979499995e-05,0.005253628959707068
0.801,-2.418815285012321,1.3536300889120123,-2.669308025301305e-05,-0.00037758815023103377,-0.004847728021091231,0.0021341612640579637,23,1,0.049757724399836306,-0.029238320675279168,0.0032075054858114113,3.255671123219686e-05,-3.608475299537078e-05,0.005119448589499184
0.8260000000000001,-2.419003488804639,1.3536455159357466,-1.1847029880010091e-05,-0.0068590630526799085,0.0020791776598638716,-0.0008865166768856617,24,1,0.05001683743218831,-0.029352746242917956,0.003158567846062309,2.7324331740922724e-05,-3.3920513009715594e-05,0.005112602106594232
0.8510000000000001,-2.419158238164955,1.3537340477950055,-7.101891409710091e-05,0.00030265660963202417,0.0018548832822462581,-0.0015607878977341749,25,1,0.05019510536458534,-0.02953849664566916,0.0031124566021101785,2.6655966178887318e-05,-3.4379143055394866e-05,0.0051851669351729015
0.876,-2.4189883559741574,1.3537382600998589,-8.988642476686427e-05,0.007203412943619379,0.006534439743179918,-0.001754080050613285,26,1,0.04994638099509714,-0.029592300857686212,0.0030677243069079907,2.4101373842860828e-05,-3.929518354203401e-05,0.005234181261561865
