t,x,y,yaw,vx,vy,yaw_rate
0.041,-2.4189507263150944,1.3540503017490002,-1.984134017479485e-05,0.0012470109145290554,0.0014227391444965307,0.00011761742824134547
0.042,-2.41894947930418,1.3540517244881447,-1.9723722746396555e-05,0.0012485046931853805,0.001426110768698584,0.00021400621763589792
0.043000000000000003,-2.418948229305708,1.3540531539705376,-1.9413327739303516e-05,0.0012484812690338732,0.0014331901638797704,-2.2160806301130244e-05
0.044000000000000004,-2.418946982341642,1.3540545908684725,-1.9768044359189164e-05,0.0012444990789006727,0.001440496417703939,-0.00028469652035845145
0.045000000000000005,-2.4189457403075503,1.354056034963373,-1.998272078013498e-05,0.0012392666630667282,0.0014465944089270253,-0.000444928553555712
0.046000000000000006,-2.4189445038083157,1.3540574840572903,-2.0657901466483996e-05,0.0012348652627114408,0.0014498031719600883,-0.0005831980538495444
0.047,-2.418943270577025,1.354058934569717,-2.1149116888053524e-05,0.0012320741202831475,0.0014492464976978462,-0.0005582986328800402
0.048,-2.418942039660075,1.3540603825502857,-2.177449873220629e-05,0.0012306504639791871,0.0014451770427026376,-0.0006184509970807989
0.049,-2.418940809276097,1.3540618249238023,-2.2386018882402378e-05,0.0012301282306115258,0.0014380741897301861,-0.0005935348503793842
0.05,-2.418939579403614,1.3540632586986652,-2.296156843283903e-05,0.0012291742124137517,0.0014298057402495333,-0.0005289024027632645
0.051000000000000004,-2.418938350927672,1.3540646845352828,-2.3443823688110908e-05,0.0012281469499164633,0.0014228554358064458,-0.0005463745000877647
0.052000000000000005,-2.418937123109714,1.3540661044095368,-2.40543174329365e-05,0.0012271325102730646,0.0014185596627358508,-0.0008523152241757252
0.053000000000000005,-2.4189358966626515,1.3540675216546083,-2.5148454136530207e-05,0.001226297714485013,0.0014180703462596243,-0.001227433291894896
0.054000000000000006,-2.418934670514285,1.3540689405502293,-2.6509184016886964e-05,0.0012257153090278227,0.0014198610883697819,-0.0012472648476258318
0.055,-2.4189334452320335,1.354070361376785,-2.764298383165556e-05,0.0012228064230068757,0.0014204839011711138,-0.000974003684817151
0.056,-2.418932224901439,1.3540717815180316,-2.845719138631304e-05,0.0012168176590776614,0.0014188758227229301,-0.0008950566632304195
0.057,-2.4189310115967153,1.3540731991284305,-2.943309715808444e-05,0.0012097661468146715,0.0014172377383880872,-0.0008303100345052875
0.058,-2.4189298053691455,1.3540746159935084,-3.0117811455133742e-05,0.0012035894727535623,0.0014179216574206053,-0.0007659119360958748
0.059000000000000004,-2.41892860441777,1.3540760349717453,-3.0964921030236884e-05,0.0011982786654041167,0.0014193627702052667,-0.0006936372620724989
0.060000000000000005,-2.4189274088118147,1.3540774547190488,-3.150508597937783e-05,0.0011929499075247197,0.0014185389212162378,-0.0005401139639982229
0.061000000000000006,-2.4189262185179548,1.3540788720495878,-3.204514895812054e-05,0.0011886868200861034,0.0014145341634685935,-0.0005790997175125762
0.062000000000000006,-2.4189250314381745,1.3540802837873758,-3.2663285414495446e-05,0.001187442366656913,0.0014080126320426027,-0.0006083857202465752
0.063,-2.4189238436332214,1.3540816880748519,-3.3261920398430884e-05,0.0011903984451500124,0.0014024025537517951,-0.00035260574615669874
0.064,-2.418922650641284,1.3540830885924833,-3.336849690689328e-05,0.0011959715107145985,0.0014006880971750833,-0.00019857667465927856
0.065,-2.4189214516902,1.3540844894510462,-3.3659073747788276e-05,0.0012016713275553304,0.0014035956783509094,-0.0003159580845846219
0.066,-2.418920247298629,1.35408589578384,-3.400041307608789e-05,0.0012058460903130442,0.0014090310812564497,-0.00022953571265915663
0.067,-2.4189190399980194,1.3540873075132087,-3.4118145173081246e-05,0.0012085165781439134,0.0014134379143770901,-7.19005737170874e-05
0.068,-2.418917830265473,1.3540887226596687,-3.4144214223608955e-05,0.0012111292151395492,0.0014176061705617458,4.758979366137335e-05
0.069,-2.418916617739589,1.3540901427255498,-3.4022965585588415e-05,0.0012125447570454629,0.0014234570737681183,0.00010512362980108482
0.07,-2.4189154051759587,1.3540915695738163,-3.3933966964004915e-05,0.0012131367381762448,0.0014309881349872087,3.4142232152589686e-05
0.07100000000000001,-2.4189141914661128,1.3540930047018198,-3.395468112117532e-05,0.0012150150272560712,0.0014389979442475096,1.7875709357184616e-05
0.07200000000000001,-2.418912975145904,1.3540944475697048,-3.389821554537716e-05,0.001217491760518995,0.001447485196592878,0.0003182560668335552
0.07300000000000001,-2.4189117564825917,1.354095899672213,-3.3318168987301354e-05,0.001219641851069041,0.0014553842474507293,0.0006582227545237623
0.07400000000000001,-2.418910535862202,1.3540973583381997,-3.2581770036340036e-05,0.0012221748708629565,0.0014597858692955144,0.0007017277854348685
0.07500000000000001,-2.41890931213285,1.3540988192439516,-3.1914713416411334e-05,0.0012275633745062538,0.0014602233068261672,0.0005714607416162955
0.076,-2.418908080735453,1.3541002787848133,-3.143884855321548e-05,0.0012363486825428612,0.0014577350754274665,0.00044494358397706706
0.077,-2.418906839435485,1.3541017347141024,-3.102482624829076e-05,1.258801397182373,-0.04091756919866182,-0.009932408418844565
0.077,-2.4176492793382707,1.3540593612156147,-4.137125697203569e-05,1.2776918116430547,-0.04161106262334787,-0.009915277821903592
0.078,-2.417629147623842,1.354060123651479,-4.094010407000592e-05,0.02013591957750192,0.0007621885595998628,0.00028886847114328846
0.079,-2.4176090074991157,1.3540608855927339,-4.079352002955588e-05,0.020143803802996612,0.0007596905962081728,6.250044037869879e-05
0.08,-2.417588860016236,1.3540616430326715,-4.081510318931689e-05,0.020151765421028128,0.000756980786720262,-0.0003522825555712924
0.081,-2.4175687039682736,1.3540623995543073,-4.14980851408823e-05,0.0201589622343956,0.0007571489732960395,-0.0005904151563207444
0.082,-2.417548542091767,1.354063157330618,-4.199593350217942e-05,0.02016694266767277,0.0007522180479243202,-0.0003409206293566074
0.084,-2.4175082031402706,1.354064656208451,-4.25208470288959e-05,0.020173482124352642,0.0007445656137565012,-0.0001753211581837868
0.085,-2.417488021645394,1.3540653910274594,-4.252189697652445e-05,0.02020546131076271,0.000716778919579441,0.0001629254747226304
0.09200000000000001,-2.4173465594497845,1.3540703904398077,-4.121744323128717e-05,0.02020962414805984,0.0007124502579836107,0.00019540110324234322
0.093,-2.4173263446522095,1.3540710906295232,-4.0958688150521955e-05,0.020214534344420564,0.0006994681488459207,0.00031839754566220986
0.094,-2.4173061303810957,1.3540717893761054,-4.0580648140158515e-05,0.020216154372087996,0.0006970157199193132,0.00043894590096016335
0.095,-2.4172859123434653,1.354072484660963,-4.0080796348414026e-05,0.020220480659194334,0.0006936405290147712,0.0003370773493660547
0.096,-2.4172656894197773,1.3540731766571634,-3.990649344161941e-05,0.020225437217691305,0.0006934917552436908,3.392742020658088e-05
0.097,-2.41724546146903,1.3540738716444736,-4.001294150819821e-05,0.020231351002042413,0.0006977599709134801,-0.00024248312779917547
0.098,-2.417225226717773,1.3540745721771053,-4.0391459697239354e-05,0.0202407592769423,0.0007008112559159223,-0.0004172610678458233
0.10300000000000001,-2.4171240169133683,1.354078076512009,-4.25165079152922e-05,0.020242133650668237,0.0007020561272700707,-0.0005213505119468678
0.10400000000000001,-2.417103773915869,1.3540787845138689,-4.351956276896633e-05,0.02024151955515306,0.0007075799441924595,-0.0010627571611632183
0.10500000000000001,-2.417083533874258,1.3540794916718975,-4.464202223770765e-05,0.020237145390344918,0.0007087736900723833,-0.0009877008619874053
