t,x,y,yaw,vx,vy,yaw_rate,correspondence_count,covariance_valid
0.025,-2.41894132903699,1.3540599852438655,-0.0004263224701205117,0.040369556366037784,-0.0011444422907747054,0.0035589326390450537,541,1
0.05,-2.417932090127839,1.3540313741865961,-0.000337349154144479,-0.003544690994079154,0.006626312881272951,0.010547360664728115,541,1
0.076,-2.419122108277688,1.3543979272008104,0.00011159292378050467,-0.010606526758155762,0.0005128664685095847,0.0012480102793291205,541,1
0.101,-2.418473022992505,1.3540575303764901,-0.00027370062989887203,-0.01089931371936359,-0.01099137378816728,0.004624104216954805,541,1
0.126,-2.419667073963656,1.353848358511402,0.0003427981346281446,-0.00868704945307108,-0.00851547925437401,0.0063537076577446765,541,1
0.15100000000000002,-2.4189073754651584,1.3536317564137714,4.3984752988341294e-05,0.011973511999636696,0.008532763259183614,-0.009301858396026926,541,1
0.17600000000000002,-2.4190683983636743,1.3542749966743612,-0.00012229478517305348,-0.007230560783577646,0.011697313972729441,0.005078405170522161,541,1
0.201,-2.4192689035043373,1.354216622112408,0.00029790501151445443,-0.016240916062972847,-0.005206239956292436,-0.0010947313595810473,541,1
0.226,-2.419880444166823,1.3540146846765466,-0.00017703135315200305,-0.002127400032092553,0.021409942845234124,-0.029982096211549354,541,1
0.251,-2.419375273505942,1.3552871192546696,-0.0012011997990631319,0.014628869590449506,-0.010806008397015173,0.02066479394930986,541,1
0.276,-2.4191490006873004,1.3534743842566959,0.00085620834431367,0.01380509532664219,-0.01604634134709569,0.018612690282200344,541,1
0.30100000000000005,-2.41868501873961,1.3544848021873148,-0.0002705652849530745,-0.0008836622029928522,0.006570523554327858,-0.016019825945248204,541,1
0.326,-2.41919318379745,1.3538029104344123,5.521704705129962e-05,-0.01737524407778857,-0.007950049208265144,0.009678583951204802,541,1
0.35100000000000003,-2.4195537809434993,1.3540872997269016,0.00021336391260719847,0.008148894893764693,0.010200532800199726,0.00026083705651380745,541,1
0.376,-2.418785739052762,1.3543129370744222,6.82588998770301e-05,0.017880848615838833,0.0039956179686662105,-0.010156974331403392,541,1
0.401,-2.4186597385127073,1.3542870806253349,-0.0002944848039628142,-0.009389376840989163,-0.008154253150736139,0.0032247062148460484,541,1
0.42600000000000005,-2.4192552078948113,1.3539052244168854,0.00022949421061948866,-0.014229093275393016,-0.005675802468698699,0.01554986453512264,541,1
0.451,-2.419371193176477,1.3540032905019,0.00048300842279326854,0.003932351769462273,0.0027663691440471543,-0.017192735604929513,541,1
0.47600000000000003,-2.419058590306338,1.3540435428740878,-0.0006301425696269987,0.02690037782115518,0.014790766723415952,-0.03224703092810977,541,1
0.501,-2.418026174285419,1.3547428288380707,-0.001129343123612011,-0.0007336176638439442,-0.00609593945158249,0.01228283341074388,541,1
0.526,-2.4190952711895304,1.3537387459015087,-1.6000899089698416e-05,-0.028119612448431728,0.0027640628133784846,0.009425624787162681,541,1
0.551,-2.419432154907841,1.3548810319787397,-0.0006580618842540278,0.003123469511239205,0.005647504638006668,0.009775252241910328,541,1
0.5760000000000001,-2.4189390977139684,1.354021121133409,0.0004727617130056352,0.027418168051864786,-0.003890693613595172,-0.010475472756459317,541,1
0.6010000000000001,-2.4180612465052476,1.35468649729806,-0.001181835522077124,0.007838936926036776,-0.009472004474320185,-0.0008474769823063621,541,1
0.626,-2.4185471508676666,1.353547520909693,0.0004303878638903355,-0.016973002048672494,-0.019548077527460378,0.023988687349199043,541,1
0.651,-2.418909896607681,1.3537090934216869,1.759884538278279e-05,-0.018200623998634296,-0.005176393191987923,0.0026655726795965485,541,1
0.676,-2.4194571820675983,1.3532887012500936,0.0005636664978701832,-0.00511867270370558,0.0022093621830787647,0.008952561435879849,541,1
0.7010000000000001,-2.4191658302428665,1.3538195615308408,0.0004652269171767144,0.010096219982376189,0.034733078731692374,-0.028299136918192833,541,1
0.7260000000000001,-2.4189523710684795,1.3550253551866782,-0.0008512903480393884,0.0021664240389984743,0.019352674215382695,-0.030450501892085355,541,1
0.751,-2.4190575090409165,1.35478719524161,-0.0010572981774277337,2.7520242529277577e-06,-0.043291698004783774,0.03626242028928144,541,1
0.776,-2.418952233467267,1.352860770286439,0.0009618306664245647,0.014823301036415146,-0.03526222381057483,0.03998865028394857,541,1
0.801,-2.418316343989096,1.3530240840510812,0.0009421343367698517,-0.012544366851008338,0.020773552197788075,-0.018388536855775666,541,1
0.8260000000000001,-2.4195794518098173,1.3538994478963284,4.2403823635641454e-05,-0.0248535148141382,0.0225450285329609,-0.03179732622955453,541,1
0.8510000000000001,-2.4195590197298027,1.3541513354777293,-0.0006477319747079813,0.023134354437655023,-0.0007872730722047205,-0.010817890239662745,541,1
0.876,-2.4184227340879345,1.3538600842427182,-0.0004984906883475167,0.02590441618038678,0.018252585231208786,-0.0013516464224494502,541,1
0.901,-2.4182637989207834,1.3550639647392897,-0.000715314295830521,-0.012034969624536974,0.013869882144814648,-0.0028937698142517095,541,1
0.926,-2.4190244825691614,1.354553578349959,-0.0006431791790600045,-0.014170983913555079,-0.020255840587224388,0.013200518902305435,541,1
0.9510000000000001,-2.418972348116461,1.3540511727099285,-5.528835071520182e-05,-0.006285371528376155,-0.0019274498427002112,-0.000771600456008769,541,1
0.9760000000000001,-2.41933875114558,1.354457205857824,-0.0006817592018604784,-0.00948231432300165,-0.009347561715462615,0.005476110082884863,541,1
1.001,-2.419446463832611,1.3535837946241553,0.00021851715342909462,-0.014324357312416344,0.004722741605003306,0.01684832285922868,541,1
1.026,-2.420054969011201,1.354693342938074,0.00016065694110078073,0.004086396675155864,0.0019294656843449314,-0.004615996080179481,541,1
1.051,-2.4192421439988534,1.3536802679083726,-1.2282650579673176e-05,0.012189443458101568,-0.009143108372398059,-0.006598989139545702,541,1
1.076,-2.419445496838296,1.3542361875194542,-0.00016929251587649352,0.01148934101388831,-0.01330621102464401,0.013399366937374412,541,1
1.101,-2.418667676948159,1.3530149573571404,0.0006576856962890712,0.014659953835156666,-0.003710151176030698,-0.0041228422475736584,541,1
1.126,-2.418712499146538,1.3540506799606526,-0.00037543462825507536,-0.01371537851982295,0.021885673805339657,-0.01666254422999279,541,1
1.151,-2.41935344587415,1.3541092410474074,-0.00017544151521064113,-0.01786728494017174,-0.007710830353975233,0.008000519401862853,541,1
1.176,-2.4196058633935467,1.3536651384429539,2.459134183793192e-05,0.004384175659595254,0.010169093703291656,0.00592453802959802,541,1
1.201,-2.4191342370911704,1.354617695732572,0.0001207853862690478,0.01957921900379132,0.010967860383064288,-0.004295853696980597,541,1
1.226,-2.418626902443357,1.354213531462107,-0.00019020134301103635,-0.013525708252144546,-0.025538682896302324,0.011031008003969984,541,1
1.251,-2.4198105225037776,1.3533407615877568,0.0006723357864676588,-0.00396424975198428,0.011222806218063031,-0.01122044904133367,541,1
1.276,-2.4188251149309563,1.3547746717730103,-0.0007512237950777791,0.014483363950112883,0.02195273577272771,-0.026431046702990315,541,1
1.3010000000000002,-2.419086354306272,1.3544383983763932,-0.0006492165486819491,0.0011778717417243445,-0.015304866722303231,0.01767789422587816,541,1
1.326,-2.41876622134387,1.354009428436895,0.00013267091621600504,-0.013009439469220443,-0.0043834097589457045,0.002507080251490388,541,1
1.351,-2.419736826279733,1.354219227888446,-0.0005238625361073583,-0.01437242861155324,-0.006993042892693449,0.007037671522276437,541,1
1.376,-2.4194848427744478,1.3536597762922604,0.00048455449232977536,0.0035920628184093997,-0.01072503686514458,0.022778427745890874,541,1
1.401,-2.4195572231388125,1.3536829760451887,0.0006150588511871797,0.014332512457180181,0.010108219181845736,-0.017454619482473083,541,1
1.4260000000000002,-2.4187682171515887,1.3541651872513527,-0.00038817648179378223,0.015679026259167714,0.022656840359718246,-0.025490769161331504,541,1
1.451,-2.418773271825854,1.3548158180631746,-0.000659479606879604,0.010799027986969672,-0.0034799625070469757,0.014602147597377931,541,1
1.476,-2.4182282657522403,1.3539911891260004,0.0003419308980752323,-0.012790591032780841,-0.012399372046920697,0.019831108322065985,541,1
1.501,-2.419412801377493,1.3541958494608286,0.00033207580922385674,-0.03215589901399693,-0.0046547748099534615,-0.02136154808031419,541,1
1.526,-2.41983606070294,1.3537584503855027,-0.0007261465059402898,0.016744967325035186,0.002236134192470362,-0.005264841063992137,541,1
1.5510000000000002,-2.4185755530112414,1.3543076561704521,6.883375602439044e-05,0.01574677517386823,0.011151974057028714,0.006550256369663992,541,1
1.576,-2.4190487219442467,1.3543160490883541,-0.0003986336874571717,-0.013723324270245078,-0.004292393092355533,-0.010974339233689217,541,1
1.601,-2.4192617192247536,1.3540930365158343,-0.0004798832056601525,0.0024872498449202227,-0.004317907028039707,0.0037469771964815514,541,1
1.626,-2.4189243594520007,1.3541001537369521,-0.000211284827633081,0.005417941944996224,0.009278700364325756,-0.0007282856603474379,541,1
1.651,-2.418990822127504,1.3545569715340506,-0.0005162974886776357,-0.004187313315258101,0.010345940896780925,-0.0034200742489787035,541,1
1.6760000000000002,-2.4191337251177636,1.3546174507817912,-0.00038228854008223013,0.00732938434048868,0.0006915868666013119,0.0022566203254648066,541,1
1.701,-2.4186243529104794,1.3545915508773807,-0.0004034664724042419,0.012118682026809368,-0.0005015205621683467,0.0010181435983369661,541,1
1.726,-2.418527791016423,1.3545923747536828,-0.00033138136016527294,-0.01503840857931321,-0.0031068573207360226,-0.00021517794160708168,541,1
1.751,-2.419376273339445,1.354436208011344,-0.00041422536948480955,0.001154422462823489,-0.008024151429166786,-0.0061217805285629315,541,1
1.776,-2.418470069893282,1.3541911671822244,-0.0006374703865933415,0.033043550657412095,-0.01473638046352469,0.008860198334250622,541,1
1.8010000000000002,-2.4177240958065744,1.3536993889881677,2.8784547227812283e-05,-0.014126660056108508,-0.006119925570420287,0.013358700268462075,541,1
1.826,-2.4191764028960874,1.3538851709037034,3.046462682997791e-05,-0.023318978314854716,0.01867448263970235,-0.010616060916719443,541,1
1.851,-2.418890044722317,1.3546331131201528,-0.0005020184986082536,-0.0015851921237963807,0.006588380623080449,0.004492719902557967,541,1
1.876,-2.419255662502277,1.3542145899348574,0.0002551006219580821,-0.002253646954404329,-0.0022059997613066407,-0.00018953039875313477,541,1
1.901,-2.4190027270700374,1.3545228131320874,-0.0005114950185461043,0.024493981673430067,-0.003819513139511323,0.0017406558159027603,541,1
1.9260000000000002,-2.4180309634186057,1.3540236142778819,0.00034213341275323274,-0.010897068496102936,-0.009597635622218261,0.014951082800118684,541,1
1.951,-2.4195475804948425,1.3540429313509765,0.00023605912145990713,-0.012002238382455887,-0.02010817437659636,0.00599548831485388,541,1
1.976,-2.4186310753377285,1.353018205559052,0.0006419078284959475,0.0036081782297525808,-0.0041446570601433455,0.00224827248083593,541,1
2.001,-2.419367171583355,1.3538356984979694,0.00034847274550188956,-0.008180504668953177,0.016248185503844385,-0.013726831534794974,541,1
2.026,-2.419040100571176,1.3538306148342443,-4.44337482438201e-05,0.007192832908291497,-0.0007398201593522519,-0.01290058273282206,541,1
2.051,-2.4190075299379403,1.3537987074900018,-0.0002965563911390374,-0.0020811495696637537,0.01011696305110549,0.0021012073913784122,541,1
2.076,-2.4191441580496593,1.3543364629867995,6.062662132531951e-05,-0.013090572996032937,-0.0003917782822870933,0.018798993825326415,541,1
2.101,-2.419662058587742,1.3537791185758874,0.0006433933001271464,0.011611699862381683,-0.007131879471380412,0.0021573235747762787,541,1
2.126,-2.4185635730565402,1.3539798690132305,0.00016849280006395526,0.011349773699436167,0.017134844305513104,-0.010403924455095784,541,1
2.151,-2.41909456990277,1.354635860791163,0.0001231970773723101,-0.01569357244890482,-0.007473836480489342,-0.0022845814062311,541,1
2.176,-2.4193482516789855,1.353606177189206,5.426372975251384e-05,-0.0031242799946262613,-0.012002006270752588,0.004573474706166512,541,1
2.201,-2.4192507839025015,1.3540357604776254,0.0003518708126804868,0.0005889944358283848,0.01783343131760879,-0.009404217578721263,541,1
2.226,-2.419318801957194,1.3544978487550865,-0.00041594714918355706,0.009264804947939386,-0.011925271323298722,-9.948772541790198e-05,541,1
2.251,-2.4187875436551045,1.3534394969114605,0.0003468964264096168,0.007671454899469437,-0.005662293568708974,0.001155406616240033,541,1
2.276,-2.4189352292122206,1.354214734076651,-0.00035817681837147815,-0.009397829422272913,0.0033710507039730153,-0.005524449507898736,541,1
2.301,-2.419257435126218,1.3536080494466591,7.067395101475836e-05,0.010688932083846523,-0.015949830386436853,0.007675390068557734,541,1
2.326,-2.4184007826080283,1.3534172425573292,2.559268505619804e-05,0.022179867224050378,0.007652353505078784,0.0003282218506583957,541,1
2.351,-2.4181484417650156,1.353990667121913,8.708504354755625e-05,-0.01501483861678926,0.02502681763738588,-0.009205861357068945,541,1
2.376,-2.4191515245388677,1.3546685834391985,-0.00043470038279706,-0.0010926766737728894,-0.01229185227885403,0.004410589783425694,541,1
2.401,-2.4182030755987043,1.3533760745079704,0.0003076145327186932,-0.011940031083552618,-0.024535069030102587,0.0028717618936546633,541,1
2.426,-2.4197485260930454,1.3534418299876934,-0.0002911122881142623,-0.012855556972555181,0.012833693370897169,-1.672901211335889e-05,541,1
2.451,-2.418845853447332,1.3540177591765152,0.0003067780821129506,0.012191578573341787,0.025158583009759018,-0.004202888910365147,541,1
2.476,-2.4191389471643783,1.3546997591381813,-0.0005012567336325148,0.01010429322100496,-0.015258493991781084,0.012798168181973369,541,1
2.501,-2.418340638786282,1.3532548344769262,0.0009466864912115733,0.004849671244775439,-0.03127346547702203,0.027592356315766606,541,1
2.526,-2.4188964636021395,1.3531360858643302,0.0008783610821557935,-0.022685365383496737,0.00556094006142868,-0.015853617659082803,541,1
2.551,-2.4194749070554566,1.3535328814799976,0.00015400560825730845,0.02718149041862169,0.02280925047430037,-0.020757452509201246,541,1
2.576,-2.4175373890812084,1.3542765483880452,-0.00015951154330449328,0.022383154621961134,0.005532902017968431,-0.006360875359732199,541,1
2.601,-2.4183557493243586,1.353809526580896,-0.0001640381597292581,-0.02357518185009519,-0.014451331984433099,0.007274764472837729,541,1
2.626,-2.418716148173713,1.3535539817888236,0.00020422668033757507,-0.00792429496283556,0.010076847777962286,0.0012767424842774534,541,1
2.651,-2.4187519640725004,1.3543133689697942,-0.00010020103551519977,0.0033246926891017203,0.015631405672040716,-0.012608189521792145,541,1
2.676,-2.418549913539258,1.3543355520724256,-0.0004261827957519974,-0.0018155151153020812,-0.0069827508071984195,-0.013817857613300715,541,1
2.701,-2.4188427398282655,1.3539642314294342,-0.0007910939161803624,-0.006379678186423399,-0.012865000698276719,0.00924453474938861,541,1
2.726,-2.4188688974485792,1.3536923020375118,3.604394171735445e-05,-0.0025204154596192387,0.010343534588992434,0.020113246627628884,541,1
2.751,-2.4189687606012464,1.3544814081588838,0.00021456841520110494,-0.015409741689485001,0.007297569744078051,0.007105878285820236,541,1
2.776,-2.4196393845330535,1.3540571805247157,0.0003913378560082798,-0.0102495905742383,-0.0140273701213011,-4.406052172001272e-05,541,1
2.801,-2.4194812401299584,1.3537800396528188,0.00021236538911520084,0.04133903145489426,0.002185853684677485,-0.006796282327501365,541,1
